"fecha","t","t1","Res_t1","par","hurst_30","hurst_60","hurst_90","hurst_120","num_veces","dur_media"
"20051",-1.99192687123825,-2.58,"ko","CCOI_ATNI",NA,NA,NA,NA,0,0
"20052",-1.83717211973603,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20061",-4.05937891267574,-2.58,"ok","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",0,0
"20062",-1.59698771164487,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",14,9.46153846153846
"20071",-1.71770249449176,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",6,4.16666666666667
"20072",-2.26804927937028,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",15,12.5333333333333
"20081",-2.85503782439512,-2.58,"ok","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",2,63.5
"20082",-2.29257896824577,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",28,5.89285714285714
"20091",-2.37274280689952,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",2,55.5
"20092",-1.93117774476655,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",6,17.6666666666667
"20101",-0.527901177235025,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",8,12.125
"20102",-1.09257098242271,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",7,18.1428571428571
"20111",-1.39576658133342,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",8,20.375
"20112",-3.47150100937946,-2.58,"ok","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",10,13.1
"20121",-2.48563055988757,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",8,15
"20122",-1.10826968698919,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",10,12.3
"20131",-3.10462430326121,-2.58,"ok","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",12,11.5
"20132",-1.58966181052438,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",6,14.6666666666667
"20141",-1.87195068269441,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",7,25
"20142",-2.29002707543274,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",9,10.5555555555556
"20151",-1.47943312143781,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",3,41.3333333333333
"20152",-1.18250471777767,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",1,117
"20161",-0.856172325453471,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",0,0
"20162",-3.85717844022778,-2.58,"ok","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",6,47
"20171",-2.17279816726991,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",13,10.8461538461538
"20172",-3.464986851192,-2.58,"ok","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",14,9.14285714285714
"20181",-1.41682033976065,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",5,18.6
"20182",-1.12494029321987,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",5,29.4
"20191",-0.911526842147466,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",3,32
"20192",-1.26304323631129,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",14,9.35714285714286
"20201",-2.60238494966537,-2.58,"ok","CCOI_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",14,11.4285714285714
"20202",-2.15886432790373,-2.58,"ko","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",3,41.3333333333333
"20211",-0.761120047706962,-2.58,"ko","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",1,6
"20212",-3.24347703850029,-2.58,"ok","CCOI_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",10,24.4
"20221",-2.59170858868223,-2.58,"ok","CCOI_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",2,63
"20222",-1.73170404818947,-2.6,"ko","CCOI_ATNI","0.52055524824549","0.52055524824549","0.56483138059278","0.56483138059278",9,8
"20051",-1.55038058243674,-2.58,"ko","MCS_ATNI",NA,NA,NA,NA,0,0
"20052",-1.92499928214536,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20061",-1.13366024988938,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",11,11.9
"20062",-2.34774924043942,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",0,0
"20071",-3.33426818584124,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",8,31.75
"20072",-1.61558112795978,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",11,3.72727272727273
"20081",-2.89865094012197,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",8,24.5
"20082",-4.00401192531224,-2.58,"ok","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",13,11
"20091",-1.66167768559502,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",17,5.94117647058824
"20092",-2.88641450932887,-2.58,"ok","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",2,71.5
"20101",-0.79415220330935,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",4,23.25
"20102",-2.57838862840651,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",7,11.8571428571429
"20111",-1.39596276363429,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",1,87
"20112",-1.98953384762436,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",11,16
"20121",-1.76300016477732,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",6,27.3333333333333
"20122",-2.29201692569566,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",2,74.5
"20131",-1.59730151106282,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",0,0
"20132",-2.28146226267742,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",7,36.5714285714286
"20141",-1.10584238548206,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",3,22.6666666666667
"20142",-1.72160850311521,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",14,13
"20151",-3.0038154096206,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",17,7.76470588235294
"20152",-3.12131190375164,-2.58,"ok","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20161",-0.98844639605576,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",1,130
"20162",-1.08699151469619,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20171",-2.6067909592562,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",5,75
"20172",-1.79032907917062,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",7,18
"20181",-1.10917714284184,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",0,0
"20182",-2.66901512301293,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",3,82
"20191",-0.906158789514598,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",0,0
"20192",-2.20061522933027,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",6,36.8333333333333
"20201",-1.53513774327723,-2.58,"ko","MCS_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",4,18.25
"20202",-1.21408251364335,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",7,30.2857142857143
"20211",-2.79297107921466,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",0,0
"20212",-1.64939740658198,-2.58,"ko","MCS_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",2,106.5
"20221",-2.76843171363946,-2.58,"ok","MCS_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",1,47
"20222",-2.70216805359996,-2.6,"ok","MCS_ATNI","0.52055524824549","0.52055524824549","0.56483138059278","0.56483138059278",3,68.3333333333333
"20051",-1.96698082308469,-2.58,"ko","SCHL_ATNI",NA,NA,NA,NA,0,0
"20052",-2.1999357622121,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20061",-2.39800864454768,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",12,7.09090909090909
"20062",-2.37703671421022,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",7,8.42857142857143
"20071",-2.94213927427646,-2.58,"ok","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",4,47.5
"20072",-2.67259391879608,-2.58,"ok","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",15,8.26666666666667
"20081",-1.52053292845193,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",10,6.3
"20082",-0.870652157569427,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",12,11.6666666666667
"20091",-1.3461092978329,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",2,82
"20092",-1.66052144284577,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",9,9.66666666666667
"20101",-0.994190358265695,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",5,35.4
"20102",-1.52225311283311,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",3,23.6666666666667
"20111",-1.67360385994574,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",3,38.6666666666667
"20112",-2.20320718093285,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",13,14.3076923076923
"20121",-1.36152907394766,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",1,92
"20122",-3.39099149830441,-2.58,"ok","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",4,35.25
"20131",-1.90206135912794,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",2,15.5
"20132",-3.07272729147035,-2.58,"ok","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",3,80
"20141",-2.96248771240317,-2.58,"ok","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",10,12.8
"20142",-1.80947195563553,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",10,12.8
"20151",-0.932369301217182,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",4,3.5
"20152",-2.86092564226696,-2.58,"ok","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",1,114
"20161",-1.39615181461194,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",9,24.8888888888889
"20162",-1.61588747109906,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20171",-2.68612632559523,-2.58,"ok","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",8,33.125
"20172",-2.3615624714284,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",2,60
"20181",-1.52157955506163,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",12,7.58333333333333
"20182",-3.03989646269488,-2.58,"ok","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",7,24.8571428571429
"20191",-0.479408727610083,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",0,0
"20192",-1.86106095269164,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",5,33
"20201",-2.21353743978806,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",5,42.6
"20202",-1.91000212398793,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",13,7.92307692307692
"20211",-0.384780711224989,-2.58,"ko","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",0,0
"20212",-2.46323573606996,-2.58,"ko","SCHL_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",2,119.5
"20221",-3.77305308353019,-2.58,"ok","SCHL_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",4,41
"20222",-2.95418356975783,-2.6,"ok","SCHL_ATNI","0.52055524824549","0.52055524824549","0.56483138059278","0.56483138059278",3,20.6666666666667
"20051",-0.535921699527517,-2.58,"ko","SHEN_ATNI",NA,NA,NA,NA,0,0
"20052",-2.48048745856404,-2.58,"ko","SHEN_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20061",-5.12144231526399,-2.58,"ok","SHEN_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",2,123
"20062",-3.70061566969688,-2.58,"ok","SHEN_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",12,6.08333333333333
"20071",-1.29712016225714,-2.58,"ko","SHEN_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",6,24.1666666666667
"20072",-2.49501552981222,-2.58,"ko","SHEN_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",0,0
"20081",-2.55111415500925,-2.58,"ko","SHEN_ATNI","0.576497078074365","0.52522940108566","0.52522940108566","0.52522940108566",9,31.6666666666667
"20082",-2.07189402978413,-2.58,"ko","SHEN_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",1,1
"20091",-1.7769375725559,-2.58,"ko","SHEN_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",6,39.5
"20092",-0.673222550057608,-2.58,"ko","SHEN_ATNI","0.569794606651495","0.525374025113182","0.525374025113182","0.525374025113182",4,31
"20101",-2.18598629897216,-2.58,"ko","SHEN_ATNI","0.576497078074365","0.52507910886314","0.52507910886314","0.52507910886314",5,28.2
