"intercepto","pendiente","t","t1","t5","t10","Res_t1","Res_t5","Res_t10","par","pary","parx","fecha"
9.06502836506484,0.0855857776649347,-2.20741482480161,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20051"
5.78536723886935,0.367253579268401,-2.91412467734107,-2.58,-1.95,-1.62,"ok","ok","ok","CLB_BOOM","CLB","BOOM","20052"
13.7008066015528,0.226609764382767,-0.944600068910234,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20061"
52.3289518554575,-0.808779560806772,-2.28410499606862,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20062"
10.4774831546575,0.826474085838077,-3.01739353644081,-2.58,-1.95,-1.62,"ok","ok","ok","CLB_BOOM","CLB","BOOM","20071"
29.5472732030726,0.42526328231047,-1.456042783284,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20072"
65.2720009494915,-0.331658272271549,-3.81954174900225,-2.58,-1.95,-1.62,"ok","ok","ok","CLB_BOOM","CLB","BOOM","20081"
-1.98004051228698,1.94004663960111,-2.48967091195369,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20082"
24.797119897699,0.551508578244229,-2.21583008831694,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20091"
-1.2439867024395,2.55232120120418,-2.00814899937116,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20092"
68.0793075488405,-0.76726430973668,-1.39374627290423,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20101"
55.0847352434722,1.01412984780013,-2.12338271343294,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20102"
72.9058655091719,0.44438522183068,-0.727594842551895,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20111"
62.8010982137946,1.5392530430511,-1.9867983699525,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20112"
121.410339754765,-0.787186821791827,-1.52873722854558,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20121"
40.9573222573454,3.84452029166801,-2.36441206758271,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20122"
38.5501571982354,4.98612874147623,-1.60192836931783,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20131"
47.7397947030685,4.96435785939555,-0.859735453627002,-2.58,-1.95,-1.62,"ko","ko","ko","CLB_BOOM","CLB","BOOM","20132"
275.406856024892,-5.82771860118245,-2.05276159089291,-2.58,-1.95,-1.62,"ko","ok","ok","CLB_BOOM","CLB","BOOM","20141"
25.1488070155361,5.59713070858719,-3.21381553259836,-2.58,-1.95,-1.62,"ok","ok","ok","CLB_BOOM","CLB","BOOM","20142"
