"HIBB_URBN","PRDO_SHOO","UEIC_WGO","SHOO_GES","SHOO_RGR","MCRI_PLCE","DORM_PATK","DORM_PLCE","DORM_SIG","PATK_DORM","PATK_CAKE","PATK_CHS","HIBB_UEIC","MOV_GCO","MCRI_RCII","DORM_CAKE","DORM_WWW","DORM_STRA","RGR_THRM","URBN_PATK","RGR_ANF","CVCO_MOV","MPAA_THRM","SAH_HIBB","GPI_SIG","MNRO_BIG","BKE_BIG","ANF_JACK","SHOO_SNBR","HVT_ATGE","ATGE_MHO","EAT_ODP","ATGE_ODP","MNRO_WW","WW_MNRO","SMP_GPI","GDEN_SHOO","SMP_HIBB","HVT_PETS","GDEN_AEO","HVT_SAH","BJRI_BKE","SIG_ANF","PATK_AEO","ABG_GCO","SCVL_PLCE","MNRO_BJRI","PLCE_SCVL","MNRO_AXL","SAH_AEO","MNRO_DORM","RCII_HZO","PETS_SAH","CVCO_GIII","PETS_ODP","RGR_SIG","PETS_CAL","GDEN_CRMT","BBBY_CAKE","SNBR_ETD","PETS_OXM","PETS_MCRI","MDC_GIII","SNBR_BJRI","MDC_BKE","CAL_RCII","HZO_CHS","BIG_PATK","GCO_ODP","ATGE_CAKE","CAKE_ATGE","PETS_GPI","HIBB_MDC","MDC_HIBB","DIN_SHOO","HZO_MHO","CVCO_BBBY","HZO_PRDO","EAT_SHOO","DIN_ODP","HIBB_PETS","HIBB_MOV","GES_ABG","MOV_HIBB","SIG_MDC","SIG_SAH","SIG_ODP","HZO_WGO","HZO_GPI","HZO_PETS","DORM_PRDO","WW_EAT","DORM_RCII","PETS_ATGE","PETS_RGR","PETS_PRDO","PETS_ABG","PETS_MTH","DORM_THRM","WGO_HVT","SNBR_EAT","WGO_WW","HZO_MTH","MHO_HZO","AEO_GCO","GCO_AEO","THRM_LZB"
74.833002574373,113.477560571304,134.302847504267,36.8723570995979,53.2836722612399,70.970377143292,22.5626006593923,98.0693278590844,366.069433860568,47.9116558193376,83.7906239035856,84.5808590643293,106.618773331428,236.023703526515,59.6695906417634,223.162184780662,152.04757027263,204.249473733932,278.798259366558,158.216717629405,51.2393170374111,131.232695942809,148.175436674543,56.3919974760595,100.544664635757,76.3124253600917,271.240299804674,75.1137729721424,118.413438946694,61.031562534218,99.3084259431773,140.129027856549,46.5506204574673,158.538175002458,93.9468458267561,85.548304553134,59.3077851711818,54.2983898059006,77.5823767813892,82.7235952026401,60.0858842738041,96.6451990757907,103.941186947293,120.295719402519,85.569560508857,110.364164560609,187.220798230352,142.158081983037,91.9929924389305,66.3266984360203,150.841951455332,57.1236400428943,82.8217039876644,92.4053767094913,23.7624151634685,346.221917416898,41.4695656206942,48.5051172309949,169.701011612766,52.9248803682125,27.4654104763559,114.257553144273,106.750583730311,150.425282730562,85.6330997352374,95.2670249203117,98.5286488809541,90.3426672603836,90.9281007814074,123.490973864714,33.872678593624,38.0045331269859,140.256509479441,121.154236588093,39.9621018892663,66.9719091658559,134.654198840411,71.9507977893944,68.9003037667437,147.586373320791,286.18281896622,104.176370462858,40.1022639907815,45.6455594310124,67.9300948756645,118.442474906348,109.436790062181,175.464484333478,124.062409386182,33.5773201407534,172.381536031535,237.010189596106,100.594512849357,113.159086993104,29.9937945190104,168.507162317052,52.4556506957526,45.3607596429961,221.104591005528,37.1067827448033,52.6483514549391,191.133405399302,82.8182590335086,40.9786321700734,77.3108101701983,58.3960426311059,32.6837552767209
64.7176595006495,102.946387697496,127.226318804642,35.6269232470775,68.0797249370515,83.3204619293952,20.8619698291147,115.454051158132,486.018223065678,44.3003682622846,72.6356022613719,64.4336255394971,122.176458698635,175.505051903053,65.68864625664,247.491822876699,158.476898004491,213.828340622695,278.704746960608,118.162547491231,55.7234670381402,140.926954238152,151.829058563413,63.4351695494825,98.8857304742997,62.0308050392909,355.342748675884,72.8386045002363,87.6169832756129,66.1716205357351,66.1177141193204,146.609238971776,57.5244819465292,144.325583278776,85.5247349446354,94.1936833322536,60.1534223181685,59.9491100278892,81.7847266512077,97.7535146903278,66.6333354051956,92.7004053704085,98.9599064803929,123.623163288136,73.6846283223622,115.575425901958,176.071628023395,148.870690360208,89.7790332322314,78.181945490342,145.716813118039,48.9392661448409,98.9646081755555,114.770531710027,29.6505498950984,323.514316255196,53.5639738243102,43.4169730899649,208.156800124766,43.0966910360744,34.4295600469674,131.90699127227,112.859485451911,118.572263983978,77.2448058401221,118.025824611641,84.9945873680582,66.8037369709786,97.9644011704059,101.751872290229,40.217609100701,39.7911360109527,143.14613002069,113.006676773582,35.1455847007676,73.4839444350359,137.128934668286,83.9782109826596,79.4263656637178,116.197290040335,304.043657676695,124.200841850614,41.706511373588,36.1775848597985,71.7328193628285,99.7811143199882,91.3925130919501,193.133064904811,135.888625729676,38.868826891504,217.164915714768,178.986990639746,145.024464387808,113.110900166679,30.1144616307409,166.372194222399,52.3373358076698,47.217091874546,191.66232092939,36.3437938288044,31.7404473645135,193.630910106097,89.6454599030695,35.6972330265932,66.4729630183538,68.0282348911247,37.3140156609475
69.7391091551841,83.9044432669495,110.543704573979,36.9898228330271,67.9672335452066,81.7863780843757,38.6586109305098,151.235676706989,671.389666977503,47.010936244882,74.9479238875425,62.17324384554,107.240678888802,167.116958843205,66.0548985693041,294.81216727037,198.456698238821,252.03524095638,322.523261222314,173.007088304336,51.9522152646343,145.926249990643,163.577468293904,49.3001588580459,97.1570424279377,60.9931438721364,390.633670112187,63.5617711579719,105.819423290892,61.8542410210803,71.9509625107934,170.750699726128,65.4219565062515,129.192188482277,76.5569447641867,118.793252899289,57.9036003300789,69.4860454003038,95.0038761872437,113.90271040616,99.8799000294222,92.5089053875026,100.858440358422,120.171797592087,77.2589286930428,113.872590724802,182.477281687172,169.557456123612,57.7441465753109,57.2967076760725,131.763407476018,40.593946123367,114.106481240934,115.268103907257,31.1516334378694,339.686540073318,60.1419474970952,49.3362769248257,202.460663904458,42.5867066809165,29.7623027929006,131.238298809812,97.42636261655,133.018972981416,79.6293636297525,96.9428596364485,62.5288269128135,61.9501024481751,124.623877806571,115.543449302431,38.4236530023765,35.4635721913327,134.964004024189,105.033394729637,34.3813076335715,76.9488665571881,136.66580160985,55.0699133608162,82.0445466217225,117.246678202221,315.743447936232,122.018040729489,45.9081929960848,35.5417605851498,64.2299082049324,122.844500467644,92.7047661278985,146.586354703329,102.086647225837,36.2313824569974,203.757054653159,146.238764047718,172.158037331241,123.155023306347,32.9719297000756,196.581862094121,56.5596887474634,48.6474376515767,271.525464431622,46.7264351373024,34.073173962538,207.428220066506,69.8854841164005,47.5905914215376,67.758896594821,65.9685248645173,23.2181972536427
78.1261140316977,74.6004497154417,147.524979646914,35.6507038727162,53.9669083044896,90.2267691826585,39.6963468874698,154.048149984376,729.014443592636,44.7585365167042,67.6863669551221,50.8179659489467,118.934284941052,149.913132915228,61.8319211434474,306.493122469842,205.747549210721,279.62604855203,253.582903362511,275.546950288968,51.8793387191287,159.395564454393,222.292983995446,40.96543151815,91.4760909744512,66.4778309404398,394.86252009471,76.2923042598525,116.207394578341,65.3784253632888,58.3386087467747,119.575385133598,47.266374246129,116.70009178924,69.154361288978,102.402234240097,55.081891104121,64.1489896279114,101.891547901416,100.090482326603,125.645836426101,91.2917206548726,92.8035655260003,101.999609880209,79.9395891371253,108.013716332523,196.433116329153,169.004340484649,56.1756032567217,46.5306978286391,122.951449800067,34.0640311993841,128.637248623813,137.699801169858,42.5513218312262,325.627561966219,66.6814749612743,45.2376885596692,198.39960716787,40.2327071900527,34.0950982643967,150.768986386769,88.9511757941187,118.251706780566,75.5392373059184,77.3620401544359,52.4297799555073,67.3327064851478,168.044098150964,112.714080203689,37.7212309084332,31.5175069786954,144.05602351931,105.931044330539,32.774023197954,80.8421552861618,135.294865470293,46.1899118387581,78.9850463307432,151.274628023887,328.987256215235,103.588123830776,57.9798189059366,30.1734474364815,78.1043449328931,135.04888192987,134.697964004085,155.65375581427,84.95354306739,33.9819991089953,172.465364421967,129.9141766687,184.092626418727,121.425314283596,27.4618151672027,176.677431580575,59.0695491335815,47.8475043884789,288.305228660404,52.0103990135474,32.3384809891921,213.716559484406,64.9177146051741,62.0802146667249,63.7022153963287,60.8203896703327,24.3360421112127
76.3824287079748,81.0177307131833,159.378311801468,33.1687475859094,50.4220729716702,69.7448566623394,30.0196153277959,152.941829588838,633.632396418478,41.6614365359333,62.7440175154438,52.8932777085018,129.581710699086,150.167563571993,50.5155474488461,277.207501998327,297.204470039415,361.348348963456,257.305546038313,457.552735954506,46.8526030024081,139.131808843863,171.187435866446,38.4707472341941,96.6163249757533,71.2489878133733,427.86499448088,72.8104139013676,64.2623306592698,77.1064809012027,49.1038622197571,117.43313473481,35.3727824512529,109.119505124074,64.6622594315788,101.624712016554,47.4102002550816,64.2392912216457,91.2106496154943,82.9586579014729,109.859670525721,99.1845413744749,130.074346925549,103.250675034045,114.503434677173,121.628306854348,192.996831388079,182.939338211607,70.6393154055639,45.6967747247453,125.114041474979,38.8818480049662,98.9377324981537,108.924446582255,37.2799992972704,351.202395250934,66.6544175758079,37.7476907639326,175.143509377376,22.8916305514867,32.7914348017043,185.765710228812,106.010235010786,186.166015668585,72.3092441874741,77.9927839368368,57.189074840702,92.1815144234889,127.975006128722,88.3201566459822,50.6569641817663,30.8810889941758,136.134650060642,100.106085702175,39.6080571341396,99.8149675832788,129.812467070099,55.8382663403689,71.1298567330735,149.996153851129,353.870974051366,102.261606088774,93.4242333651174,29.7870553576303,100.291034785277,117.589337201303,127.891370696381,158.951561180629,86.9343212722881,37.2763533598536,190.685124398053,109.373882401366,193.091090363608,131.911651860082,28.7058394233618,203.763422609972,42.4428145212268,33.8519767818963,265.245490039405,61.2220550148154,45.3513642657546,180.482198427968,67.9035918377511,54.2838362989526,64.6235539472322,61.7000400776801,24.625846168972
80.2617043405877,105.392699074328,175.269156298263,29.7227040418214,61.9750054920605,89.7608749778423,31.8861624933801,191.447692598391,859.338647477451,39.8675924228467,52.0113286475992,45.8856692380092,126.455791329707,150.799587351489,72.0852053950019,297.071156858701,379.981599183237,373.132836327724,314.85608523215,485.58729918686,49.0416120110198,123.826090623415,142.250106065704,72.0508979786196,90.0681022653026,85.3681282690913,451.612769269519,75.4373326014938,47.8046367480692,78.643989931039,29.0169046646375,155.843913948366,22.1478284834688,131.862026320522,78.1390804331421,98.8766553681999,44.8216615877601,75.4873752180855,89.058049709835,89.0970262763592,211.300086962085,98.6966924087384,127.48308143541,97.6223793719478,111.518362379547,118.660272729278,224.156254810034,189.262065025063,65.6033958799545,80.4434837013346,141.27759369944,61.7784718112976,40.5733749783279,88.0145232008667,24.7167195561612,406.161862462259,47.0410751534828,40.3579161478563,225.034343314665,18.6940094927997,30.5070716271195,125.346631484845,122.607066873655,214.731321100257,69.4019096630084,104.64484732796,76.1805866147554,83.8472637333976,167.026939828046,65.6764546079814,47.0891399083162,39.6590495893873,137.150387413372,100.853039192673,41.2639613000836,116.499097459913,114.447530080669,91.9999307209486,71.4559202800527,128.809211280119,336.997178105233,108.721314923334,90.0113064291065,31.6686551429578,123.854407873356,192.436370552555,155.753647334181,217.78714932781,110.799038036251,59.8457675972156,212.978222334828,116.761977748752,258.285508982188,124.617057644537,28.969101304067,197.868166003072,36.5615893923198,36.2744422915142,315.52157455287,78.6339523357337,51.902383799192,157.882780405282,78.6094286073279,57.3854873144028,64.221005787853,61.3157115712719,29.3289222418178
88.1970542996179,105.92788761329,194.657153600888,30.7358956708003,60.0676176842198,71.4033360905372,17.074778779679,196.836666882584,899.119746490323,37.8524028873736,56.5704345442314,43.3449318191451,151.837239580857,128.967638410311,64.7810068144884,310.506382086377,390.40195036046,315.382120910201,281.95744826559,514.006396008921,52.1731709949035,133.385530140845,159.543922673704,92.865488949478,94.187800650747,75.3471736927725,420.45172698646,76.7908003156561,48.855343993672,88.4681493570421,32.3325602306334,210.824067083171,15.8010339743691,123.51639595853,73.1936134769799,111.183156366777,47.4805424426694,100.327404571909,108.865105171645,91.1129990785924,218.941522718107,103.295953266355,125.318699011887,105.582852600245,115.315050388616,99.8653569320195,213.460464907322,159.28439977149,105.555918555825,110.698813286594,157.567009905995,65.5192763309997,54.9284525711822,94.1740046950087,13.5767533493954,437.038771298452,36.8575981809634,41.0020149069823,216.983613243958,17.6623093464267,28.7926727625541,131.583290228587,117.824356581638,226.871500612918,67.4556037580025,117.7104920613,55.3001633657442,100.120186789843,209.924669864091,66.3590521021806,47.5785507992155,35.6169962892946,143.313890326917,105.385320616255,42.312629832419,109.23554374287,117.665181975226,80.0455714944375,74.6550939004158,186.789507996306,354.057394151818,106.697453520809,87.4355953448097,31.0791365956045,121.656702782514,257.584140916905,199.114652328955,236.651336778511,90.4544009680842,59.907628007107,250.241021143881,111.707947757449,248.367899823715,139.204448398171,29.9366591379059,200.647383184416,39.1047711473362,34.9340837521468,266.62045982641,78.7472255658276,50.6291849053387,159.956057670801,64.632931387035,58.6968112457496,68.0082792914001,64.9316693337276,28.0832160489933
89.2249470476498,91.267631185868,189.002056872427,31.9586829728617,55.9640927448568,78.5125710304227,30.6085906092668,169.965452453147,972.936495044417,67.85497595644,98.1774751913201,73.3356181802785,179.122005051348,179.315034544078,64.3940718435233,314.850304251419,414.60366305791,344.981550284549,322.490438802694,883.007651988601,46.3650978309909,114.286274070503,124.149601499853,88.0510363364607,91.0802223008573,73.1276117354448,426.169332854856,76.4663708331025,47.4744024978631,83.8438597686175,37.3988766333721,214.209136107443,16.8093175829132,131.918437404261,78.1725203158516,126.531451640102,48.1225535609359,78.5085861600714,104.446119856099,91.1528840608082,194.243321301407,89.3021097606167,106.143926656776,188.313622896805,93.4225551209083,136.376908155813,254.694065591842,207.192316072626,142.631825798128,123.092647043926,158.09601916166,74.7337625989839,51.8031737960533,72.3325179093083,13.6474593565964,457.000365360995,38.9516220418826,35.7165574772786,241.609405454592,17.1173468674855,25.5722274527169,139.122498746602,113.330581476911,195.341216927495,70.7785325905787,117.137730092966,59.9713401444672,183.266034625148,217.764961301954,70.4960011017932,50.5446800225434,33.697394336976,141.442620082311,104.009276213087,38.0144126134951,114.790220823276,117.569202989273,78.0703630237106,75.6647588755561,173.857841971598,358.005219160763,126.867201622512,83.4247846311886,36.9542365606236,110.694450967045,316.552847340662,183.315878997035,322.648036662357,88.6393602712452,64.4576205919953,237.941962219884,119.808433716213,238.165908133725,151.82970732601,30.3057935784577,181.733167908164,38.0886653124253,33.9074422731234,315.89721965118,85.5484335526817,48.4443109290358,168.779580359914,73.6859645296452,52.5392447361951,59.2635968295431,56.582580253228,38.5971562318092
82.1965721747543,97.4354619990624,205.52531857464,33.4876006163651,51.3389892972116,86.7826960852346,34.2714106660856,173.677915830154,917.342086163358,44.7109345508641,62.6615926920289,49.0074552706261,176.493286994181,157.618530277048,72.922790023657,305.379160259608,396.53036169676,311.318691525574,309.055128362169,1080.47725297261,49.7268310499308,126.423621717582,109.981851770881,79.8694947643048,87.7157179506515,77.3860877118451,438.8383364708,67.7596267889387,44.9511045634675,89.980400635987,33.9309247511137,234.897636771802,15.7297815008794,146.36412800396,76.1038633622271,120.864631459213,52.5685936864998,67.6067850841466,111.765258301442,88.1914519134247,215.482275352902,90.4703740683857,109.369628684974,117.143613968531,85.0691632724785,148.498927209604,254.31999561869,219.268178558153,243.877443848642,111.818809103649,166.602194101038,92.7961491756739,54.2769006823872,70.1684442548325,13.1483686581986,483.332478084254,37.9474522391676,37.5787446759229,239.660598385006,9.60988915552842,29.2820596864729,128.345391816065,112.190577738047,119.064426059451,66.1881725136923,124.550941146395,53.414095525157,166.92125933056,229.503434867422,70.716564272897,47.4483108411346,33.9866609688974,143.75201626373,102.932123168854,36.0281292432072,91.6728360740574,114.845874166406,57.3325581140118,78.1524035722414,169.258617294964,361.856127481408,105.06429911384,83.8940172761317,30.6034231721008,116.267543097312,332.683232663961,179.24252248797,328.683406445993,88.3770449284513,54.5162708874007,218.792932897578,107.528922609882,235.836420058075,155.354865266351,28.3557858088852,202.083997537078,38.555366831675,35.9982382583839,341.273749046695,76.5928872698733,26.7658800390858,144.753543845752,79.3678658994396,41.9584659356225,63.0520151084738,60.1996124797847,38.9298665278599
73.5095012498513,95.9068698930428,178.767535721619,32.5484154286277,54.1340899889834,79.1186396852023,31.1512018460454,177.778180171086,1023.04175441027,24.4924126940623,35.9902887774285,30.6306518780879,182.367107939414,166.245817810274,67.3873766435404,359.73470893106,447.778768946076,330.206354434878,329.251274354949,1472.02602792603,54.2128030902538,123.332893723039,101.356632053489,75.3868016887718,93.5087780758002,81.364791900093,386.881173679571,62.1667320605325,38.596729941322,86.6002249426314,36.9399787146355,245.849436930938,16.7153412803479,153.846203850719,75.3342130632383,111.336145323349,52.8920240513379,62.1581688626133,104.939476890176,92.0461100196257,210.372314949477,80.9502008860855,121.898926892778,66.7500406762819,90.0013900756964,129.269085084915,290.294115420808,222.55421988783,124.130297151655,104.564165070507,164.257081056837,87.7216120326672,56.3151246296548,80.1803898110191,14.2963959910839,487.723311787079,37.8219769749442,39.3265646307776,227.653832925337,9.10658689805505,29.8902719412057,136.528662954231,120.480141249668,105.14132573172,59.2908928640059,122.500506893158,54.436082531239,229.575856950645,213.191778145985,68.0198962518111,49.2191351842861,33.6315840400146,135.498276842036,97.0220797012147,33.3021505475162,97.7226943920054,120.718451071605,56.1094872061403,73.3108905247832,145.191537453444,357.792043804603,107.557880478881,78.1492326120687,31.3297651285116,114.720230344256,335.58220831172,203.668479013497,340.970421305043,83.4326132154019,51.9390780549056,236.676888924523,101.679043944213,244.696259281448,158.916171384465,30.2994970645947,207.530609421411,36.9179163828295,37.2875445561238,354.067052701608,73.8603220227845,21.4849538540403,132.483678725063,78.4419109162678,44.7274734739504,66.5017538072659,66.8333500075215,30.0172422046704
72.4797573910898,101.038029587413,168.507247614281,33.7516932115854,48.9951239681868,75.7324416553298,27.1297098194477,170.470247985833,1125.7291103753,21.3305337262411,30.3808282450846,26.1111443823604,197.458193856176,163.298196047232,63.3689685816672,348.615589828543,460.646135426069,323.260390887586,346.050405061964,1974.03073875013,51.888810135472,124.979314170627,110.463072536575,84.0512971333105,95.5121589882559,74.5720391324735,457.311927774108,61.65348520791,32.8330310052463,89.3729434583332,32.8922882710886,225.323165813625,18.0936319894254,138.462228632656,83.361750616184,97.4261452458122,50.9933525016634,56.5467404830823,106.209540359844,102.449266265172,189.635314270486,97.7922529581158,119.417922671971,62.9125603764714,93.1943355598496,129.658958969732,266.241668452257,223.225459114483,134.149365398178,127.93566539971,154.638551659707,80.2589397410881,50.0386925362915,74.3270941532127,15.8077532021059,449.883297391301,38.5369336813215,40.7961964648751,225.360817549127,7.50939555533675,34.9507441286642,138.612065277586,121.796745551741,78.0724348158345,69.7818057309386,114.700610397365,51.6077212063571,271.677519640087,196.532749574525,65.523143507272,50.8721848743695,32.2137192872695,143.022131801846,102.409497205152,33.8217727877094,85.1475007724494,116.469859561262,53.1344751353477,71.4701788907521,138.781209856507,356.557760912259,102.453571616444,76.4629405464001,29.8429638862192,105.230820986127,290.248962536452,219.447110042777,352.450067346712,76.6127243936631,49.6117879935756,230.799743021105,105.589807790843,230.619037279794,161.998839835415,28.7556610225949,205.784470335536,36.4656401018494,34.8033623550722,428.212137710228,66.9853972376409,17.8399066289147,119.943546750305,70.0734558238581,38.9718335732305,66.4689805260332,66.8004453164344,31.7786601822578
71.8098229034379,114.323617274005,189.467133763417,37.6246559972293,42.3054457804591,84.506186273578,34.5775073496958,176.133248025866,1178.63896756561,27.1863096072173,38.8284120313496,32.3288691107246,207.204883168857,198.072543734152,70.5236852263438,395.557153313371,447.336890307003,314.137190489597,333.747143041597,1599.58216191537,47.0512290262335,114.996839810887,102.300044311255,90.359983366179,100.894528688868,75.5701011091069,466.963156985382,58.7892563845594,31.1058439907432,87.9586012909239,30.0115496599767,209.217303718093,17.3918335558297,137.708720530088,83.705727107185,125.400314185891,41.5422731368624,74.8755181924328,95.5784403132332,91.2808716356126,174.313487169711,97.7750966892888,119.213895685435,83.003558666766,97.076486159598,134.637004851686,278.415397512857,231.795843868548,126.428666407597,136.805360964503,154.748692989017,83.8191185827963,50.770774023989,85.2708279627802,17.6389625935825,416.520518640209,51.7363112830209,37.4880775536657,230.870879521265,5.94018387197359,43.1417423032384,121.887346702471,137.640936496094,72.7894570180269,69.1748009882878,98.4193718286377,52.5134205908299,206.578696789767,217.474537840924,64.9936590883606,51.0232148262027,37.219748304499,155.888090827339,106.938345684431,29.7758319454228,82.4045088933364,121.399131389141,51.9990403727697,60.9426649544773,133.134833964251,387.525576098155,107.092529278222,67.7629102991539,35.2438509599366,104.045101847313,276.295174788149,227.900064756948,395.367729600812,79.607428169543,47.8226309725354,215.301025679302,96.6455319174637,229.183919452961,176.41302044425,30.5792059318566,215.447764434564,41.8997231476023,37.0228273978296,450.256859179999,75.9650086180307,14.4946129537294,131.941981205726,70.6242751918168,37.716371909227,67.5179646429982,67.8546545114144,32.4600521826009
71.7390971416361,95.8960012685405,198.993132099469,45.1055125867692,45.2801379865536,86.8941357645083,32.3520811055113,175.811868429442,1299.03224830613,25.4365846698308,36.6679940760479,32.6055549135052,202.860553714692,199.95482653322,74.6329324603038,398.83201860202,480.330909197311,307.149425326688,329.334826651956,1658.86865070853,42.7361201334731,104.979533680049,104.62795437766,90.5149080893491,99.4812864350874,73.6568087360925,464.469200528625,52.7660383776292,29.8402430756452,87.2670876652878,30.0426874845686,216.026667816281,17.6860851471758,142.922764143284,80.5515537694312,120.125267599929,45.309513463735,71.9635620340781,98.20454074133,106.501796873194,174.62818938456,90.1248668603194,107.663606364247,72.1751003257194,101.356019931101,122.884438255767,292.512444234567,211.56217259852,131.450374260289,142.975239797185,158.192257951231,80.5459155971887,49.4033158682059,80.7552808750064,18.1987854561073,415.47298431909,48.9754380488902,38.8631494878664,228.129657154688,5.8684698665794,41.6226489791498,123.457999525772,127.981885909314,76.8603555287202,68.9710850534462,96.4123989065209,55.958481508325,224.487691410993,218.600924961171,66.7104486912004,49.5890977834623,38.3852586354062,148.400976647626,109.160976248289,31.7549112161196,80.2477223487784,114.982276459405,57.0360290880918,67.4954231410437,132.419855147158,394.972666526977,107.070992954605,70.5322354677925,35.6604027505282,98.2930039761032,272.283898364627,227.030377926068,390.523230466511,77.9713767645208,48.0063577779313,238.634329333838,98.8429400815419,222.778595676193,170.33095588494,30.1268539836114,215.812393083272,42.9277030209953,35.7487390683425,454.506250609079,77.6951461376418,15.476852774348,138.24772083416,68.508656338825,36.7292152046266,70.1980966167168,70.5481092307914,27.7022037500049
73.5204528967877,107.399248981305,196.401172811463,45.0797333580241,39.9299875564891,88.3718088413318,30.2968771968186,173.445767226595,1360.48430294746,23.8206957856897,35.644985863925,29.5912617374539,211.505358496326,205.569272276893,77.6416358342915,413.328811603736,478.940314751507,308.395790052488,281.659843292478,1697.21976568558,43.3310067767379,100.937182645522,115.887751194736,89.9844212217892,107.200478966968,78.2489160218764,423.305524606133,57.7683859453315,28.2329209812566,83.0245018451817,28.6156104206799,219.234202599198,17.7069099452825,138.660885310606,82.8186317953737,129.967227962891,41.6267167250399,79.1156545749434,94.7437254037582,99.9534720043255,176.234797579178,88.7096845045508,117.039744562576,69.1209789507709,105.23546963637,117.282394851665,289.933767457676,201.917507934119,141.09595829741,138.761950631597,153.713201567767,69.6549873122861,51.6099589875485,90.3485353397418,18.0058200384865,386.5888191733,46.4692700250422,36.8491095652146,240.108693950868,5.55729658589774,39.7216894665072,123.881082433168,114.182217597044,70.9192347431801,68.2157367337753,97.7559862628311,48.3631838251381,213.615296697872,212.754844756843,69.671109945054,47.3356131557563,39.2736836523093,140.507581230891,103.354754361591,31.554391966278,67.6896131704933,115.30007235131,47.0656977586641,65.4055600691401,137.822044532956,387.272506469749,96.7027688376516,68.2509664269358,39.8057553522807,98.4383938900118,289.094014545437,247.581761626454,359.206378115555,71.4860902740082,43.0188771234387,219.905238080395,100.27213969334,215.922214353612,167.945416334456,27.5704922629195,198.18100011076,43.0658066192519,35.905673201865,512.778607126655,76.9943219639388,14.216983901699,131.443466710664,61.6401226954463,30.9813948170558,75.0311697589953,74.2546842620376,30.3621705031383
72.2790471595306,109.341222743498,195.025986407422,48.6576293676467,41.9134964431766,84.5202092351755,25.4145147948745,171.413674487801,1386.48639380874,22.3875041778579,37.716849704573,31.2833688863205,226.504969425068,234.329686240491,68.6499444486364,441.74349825835,473.132077162254,306.87317934925,287.286052453412,1849.11414440622,47.0040318659059,106.82760477397,107.750260269258,86.6984976383902,117.382192206829,81.4949727751116,415.204235309431,62.5826128575191,30.9826352733195,83.0935950382713,27.4325070977333,195.526947021165,15.9450255273547,135.912824674714,84.3069532790816,122.277043265804,42.095013547627,75.8231568445191,109.037548114226,103.073456515787,178.171674159324,85.092707333454,110.92804369695,71.638012240193,101.086969062451,121.821321566593,312.25759381531,194.354694899947,190.47340813582,130.229670246212,150.466538001237,70.5292341257806,48.4287318803218,85.5769692200542,16.0473166725479,395.829930969971,50.7739481290664,38.8674426646259,265.991066927693,5.78080782125465,36.9092806964559,114.04246184582,96.416500181869,76.4631408686309,67.7581482475387,92.6407872691502,46.1972719204814,223.385061855103,227.386487775876,79.7400398310278,51.8612433376568,38.1853607390166,148.818903506139,97.110599313197,30.8307319190767,67.8155754943567,123.007470688745,45.5944033689208,57.7147406666362,137.639006222886,402.314419414644,104.406056795628,69.0759879177589,38.1425934444624,101.146767560104,273.858343204235,237.50081565896,357.438977721431,72.5264601421727,44.0232187642358,213.918623946336,105.686371539764,231.011458056468,177.170746065026,27.9791465342643,187.397585717981,41.6483774011084,40.6039704956392,528.726585319143,83.3782668214915,14.8886251482811,134.421297931325,66.5375857482501,31.0390475100599,76.7688509803758,78.6795963997078,31.7392255403645
70.0983621034725,111.524884802561,197.019222004863,52.30751287604,43.4291188502558,78.6353117627302,23.8854515754417,173.569430186497,1313.62544145017,23.6303828763057,38.9919054176925,34.6730830396891,212.398112810283,268.419663159298,66.3308597104691,456.306361457908,446.413119638801,296.457087665751,264.381928503293,1862.8385811552,45.2801494177574,116.744146933345,127.087446324237,88.0493129224477,113.760389626153,86.2827168171337,426.25150039363,59.6773533862663,28.8500036795661,84.7890309917754,30.2172822134985,209.987386240076,17.7184769424402,127.582319862492,89.4284885791044,126.400899768749,38.7804526939763,74.3543825261233,107.750677000163,94.4075869955901,178.238639566097,83.1821052185004,116.451202747318,74.4518974130129,102.718252996959,133.516966178418,311.199087843093,184.612249555016,193.963335540013,131.399788302392,161.179166523055,72.4205181420204,48.9912723809054,93.1737240902855,17.6570870086006,405.196074123895,52.5484220896514,34.5135871841589,260.396610905981,5.5309266262147,37.5408060416555,113.371199000751,104.053941088047,74.7660182542182,70.2115642014137,91.7301325241244,43.7604705695573,209.351657359222,213.503911661198,85.3052132350149,51.7338749439095,36.4429629910705,144.887293866239,99.3198312147691,29.0056461504344,69.9684069142581,124.557195694364,47.3452356347526,56.0276195359007,141.143195329165,396.945133413809,108.595919759164,69.7924196641019,38.2631931792888,99.9334493478579,277.436917106538,261.882426243422,325.444300111546,65.3569094539432,41.5231944469319,224.169673887237,116.97380407357,225.106942352586,189.226270224629,28.922495469798,206.564947106057,41.5590891549002,40.658998745448,535.867654237871,85.6301817477891,14.2778136664381,151.171716210634,59.7660319134956,32.0243939623514,75.033673730592,76.9012242566014,32.3263778963905
