"TDS_SSP","SSP_TDS","SCHL_SHEN","SHEN_CCOI","CCOI_SHEN","SHEN_ATNI","SHEN_TDS","MCS_CCOI","ATNI_MCS","SSP_ATNI","ATNI_SCHL","TDS_SCHL","TDS_ATNI","CCOI_MCS","MCS_ATNI","CCOI_ATNI","SSP_SCHL","TDS_CCOI","CCOI_SCHL","MCS_SHEN","MCS_TDS","TDS_MCS","SSP_SHEN","SHEN_SCHL","SHEN_SSP","MCS_SCHL","SCHL_MCS","ATNI_CCOI","SSP_CCOI","CCOI_SSP","ATNI_TDS","SCHL_TDS","SCHL_ATNI","ATNI_SHEN","MCS_SSP","SCHL_CCOI","SHEN_MCS","SCHL_SSP","ATNI_SSP","TDS_SHEN"
104.439132252068,102.60442598398,82.9684943915463,132.853984143679,64.8628179092387,197.808423363412,144.415132087098,257.461968393169,85.9862487752283,182.413125935016,62.9978587258071,109.625883407329,80.779375527847,89.8164026921362,87.1140101108243,53.0488855361246,113.979929304558,89.9174258318826,62.0396945056958,111.858469382335,106.791877174278,118.862378558014,102.564944317086,90.1105694165749,123.917822023517,95.2178032341236,76.5628631711126,65.6643726603084,83.5540015186978,55.0674135579375,70.816539262598,94.0617331320421,135.02592255573,73.1899807924605,104.809082608194,122.548389270238,144.11163812048,107.127880766495,61.8723358304228,81.1597240325112
100.929272377926,106.04691093874,82.2629245198326,137.69199121479,62.1549260867571,234.566924143891,145.069647825433,270.098071876715,103.238524970602,222.914999530859,52.8739083776051,109.662512391368,95.5480588195931,94.224585665627,104.592548152583,60.5188492261038,112.85301782149,92.6801431279231,59.9544556181947,113.002755673046,115.482168002017,116.645378215457,105.213149484465,90.884586374222,120.374406422478,96.9186833891324,75.1088198453966,74.9107764327129,89.0883466010702,51.406030398828,83.7637616999082,93.9321363337437,159.464101112955,60.780450570419,103.046802910205,126.258129567993,142.348736232784,103.478719704965,50.1567750865277,80.4986994606274
99.3630189473368,107.655079210804,78.682086133344,140.357666820028,60.8151094200584,240.300975455665,149.836186077861,272.502524722581,104.675102281202,224.497812202718,53.7862983277308,110.77321882757,94.7593263985551,95.0633671192293,106.047987412381,60.6880665150984,109.954029017047,91.4237193732882,61.2674589869729,111.734011287997,119.913309413935,113.976512713282,103.241001872411,94.8102205674493,122.373382497325,100.102882078022,72.6194955269664,75.1202177670441,89.2280593719177,51.1990354498026,83.0723249432304,92.9384556269729,156.52113513726,59.165687663305,103.712887101962,123.245728869988,143.703045896023,100.820508413997,49.727448459022,77.8271470085576
96.7466341888403,117.380685342544,78.7197680737954,126.370067621247,52.4290488395958,255.527462242885,153.912150453846,228.631813900949,103.562829475611,242.877105234827,53.5808072130969,115.921340582627,109.797301147422,79.7589184422528,104.921097790329,67.0494990456927,114.266223768528,102.641775299536,68.2082271877037,114.634040638037,114.475381384486,108.807780366982,103.626467379675,98.8668053748818,131.482660125855,97.0754508575811,70.8732594397348,85.8685616594728,90.1763945243924,43.9094601596067,90.8280852591878,99.7939758789511,167.750444452565,57.5872443898004,104.030547741825,134.275253587799,148.806825410984,102.995420997612,52.408727232017,76.1482683536058
93.3882424887611,113.306010505125,77.3511359654798,118.27885939574,49.0721270533483,255.797637343225,150.199933562308,210.983787290036,102.26970106919,240.580475358371,54.5855640812525,116.600933659339,113.32676511233,73.6023617879631,103.6110074602,62.4999584639616,111.098716327699,98.40961423728,64.9864812427435,112.965217091396,110.118495250411,104.666618275151,110.526224090166,97.1479000419613,138.861074702234,93.9933756861905,68.6230954803668,80.0421027881254,83.5321032344018,40.6741795995721,95.5850099713891,105.39864873309,164.172572663175,57.6481574730191,105.843453285468,127.932871574079,146.640496413299,100.140356183385,51.9131579690772,74.3116385492221
89.5705611854309,108.674080542942,83.3379720676547,118.995389284292,49.3694034061204,272.502737555606,150.053092936978,211.285451620418,108.137477255783,245.278239413375,63.0743061619455,106.700863983933,106.03135501022,73.7075887264885,109.555780550745,58.7882038245435,115.869560566499,98.9804197110605,59.8510022143916,112.449451371594,109.51492457365,104.092920795993,106.025445469329,104.66696178647,133.20646951527,100.751628323681,77.6152161994633,75.288552758056,80.6013694553513,39.2471250245234,98.861461474911,96.4496999743575,168.394019883185,61.2223330818575,104.636993224841,117.823127494068,145.970985500033,104.440624373199,52.9268477341357,74.2389919155323
90.1744709148512,109.406782405927,85.6739944698915,111.646737093179,46.3205638775012,286.326874714694,149.938416182397,196.132455523971,106.288545843752,245.455883093604,63.8883506390548,108.718564233798,106.5842139321,68.4214180900119,107.682590842975,55.5017021182109,114.46045541317,92.9355712400361,57.2746386967963,111.181973763795,108.300585492765,102.938733400948,106.6856633973,108.743629778689,134.035950776004,100.810215127617,77.6603533293254,71.0796243406887,76.1988420266056,37.1034029697545,99.3769029361347,98.2735574922226,170.567422815892,61.6703563783407,113.204522076345,112.751313251544,144.325679817562,103.170510371664,52.9651886625574,74.1822643583347
88.8664842463479,107.819860735904,84.8244024078947,109.414096795263,45.3942647861126,278.428570591622,152.172341108456,190.506712635287,103.813705048785,236.968095890301,60.9018103313713,105.737415766854,108.45259068141,66.4588706950711,105.175320257038,55.0919307058003,115.927525928042,90.5579811966003,54.2951814286866,110.04964826561,107.9023676107,102.560219849022,104.451980277968,105.896487671136,131.229626658832,103.259896614887,79.5474656009285,70.5548264012546,73.1554150277151,35.6214616459255,101.118936288704,95.578811332608,162.593999969082,62.2287108930125,111.890773559729,106.885902618808,142.855799694871,104.492863897834,51.1336805943797,74.5981954733259
88.3393192453463,107.180226475716,94.0311639565441,108.22468014552,44.9007901892753,276.197304404593,155.709408290267,187.474086500059,103.780395996899,234.862233303921,66.3970857744081,112.002209260029,108.520098842363,65.4009143933136,105.141538210949,54.1753066339556,108.422744794053,88.8383864656304,56.396651982988,109.35739508146,108.165116874662,102.809935000049,102.915385864793,112.501678034433,129.29912215145,97.3106735612533,74.9643887932326,69.3809132148156,71.3437316845164,34.7393121146887,101.181918223921,101.241725810305,187.980129391277,67.0445502512829,110.790129725604,111.022868037174,141.957197757136,97.7283456580126,50.6792551339821,75.2016154648478
81.1308555857142,116.491120835757,94.4700242878699,119.079324605334,44.61049665838,286.274752319138,156.823338362428,198.847610052951,97.3226770545459,227.722462156464,75.2240415089638,102.717402947206,106.60811379947,60.5221737503292,93.6971996379405,55.7882084264101,114.587371540907,83.715460403873,54.0907560146383,101.862175123429,103.775801287232,90.9513659895329,100.564808423909,111.063128078552,128.369368817875,94.5201535309325,72.2736473975392,79.4823518109677,74.5741537827854,33.3981321150212,123.138239470964,110.963997331003,212.996301182279,73.8500062404759,112.363783470574,114.682916071443,132.227577452215,103.284884751453,60.2114140185738,71.3702139169242
103.475479526533,116.977778966372,86.2765830088146,99.854841545944,49.3232577468693,273.776260970784,143.995221344198,214.451552307194,92.8599604296585,209.825020568265,75.8275732673428,116.647245937077,115.618479356215,71.6291947916945,89.4007205015278,61.8456990793698,111.573027280425,92.1151833595098,63.1260329223674,93.9242316542605,107.830268616582,104.611543538869,89.4891415840923,101.43055284612,114.231464203692,95.3292242021901,76.9197723147905,78.1689467641537,77.4890534948049,39.5762005098684,114.299444520233,108.079836494673,214.705229018025,91.9354661883365,120.534655367697,118.493936970881,121.923320731209,101.84280549383,55.4791939725231,69.7990760194069
102.73404183374,121.050276173141,86.8925607878575,93.5891742358171,46.2283068679306,277.002515251125,141.603192122539,211.05372529026,84.6039427787792,202.087856386454,73.1027334731609,115.891488338604,118.916552160309,75.5479131812968,81.452282512271,66.5182275353611,111.50055188985,87.624928057079,68.2662916076974,86.8380666351287,101.207571767444,98.1864655051992,87.5539003704068,99.1924891003205,111.588246514903,90.0621973951334,72.6699001726318,72.1166532892972,80.6196226089079,39.2167452221876,110.859531995971,108.615771733683,206.989817825137,90.4369216579708,113.852412464706,118.764776619554,112.724810893544,101.776635902129,53.4334535346009,68.6395752196982
104.094332722034,118.448285647054,85.4537794099774,97.4780294626607,48.149227208285,262.657317763953,137.872847971922,193.140544986939,85.3109984005192,210.034046884031,78.1764259750565,120.702752899119,115.623127790259,73.8094072208226,82.1329866287521,60.2071837161289,108.29451805295,93.6517445606636,69.8552351338432,83.1627466082536,99.4489134462051,96.4803548972997,88.2929099569746,100.737066178969,110.119179074518,84.8094046881763,68.4314668379965,79.0411917858147,76.1250514472484,43.677384187052,113.646140995942,104.084015294914,221.35595532586,95.1569905958298,110.176695579695,121.664377279175,107.953835669321,98.8502048560437,55.5344702819546,66.831361643411
112.796810719854,109.193054720412,92.3687842614776,82.8150013952095,40.906415697299,266.215500840899,127.212761695317,214.520600432207,79.1922939852272,197.56658667623,70.6370502425067,120.451024994165,126.484314538165,64.9672086006809,76.242224143597,69.5431625786521,112.561136978287,86.0727643316855,73.395018166731,78.8470993108811,101.872006689318,98.8310977571121,91.7682652498335,93.0035451764626,105.796423609833,86.9755651358506,70.1792997619482,65.7218878507929,83.4342878390354,43.0176965782597,102.639260347491,103.938335901364,215.170658267117,93.164162622425,108.622106386809,111.79611389234,102.351682380352,102.744767365096,52.2379806205379,61.6640770956934
114.173816137232,103.056480355747,95.1116875099334,89.9490721470399,44.4302866036101,253.795779225552,129.230338449973,184.853207274379,77.7183511775435,212.538856768165,74.3148720835944,119.244498989058,118.551652730285,75.0451498239098,74.8231994484493,67.1596445018654,114.975831725483,91.9313668796853,79.5678293172397,74.057059178688,94.0311048576352,91.2242462421804,89.0025066988963,93.6651277433872,108.913840619685,81.0514502577553,65.3992142365733,74.4929683842694,78.7158054532849,47.0833836608503,108.906685289641,111.019635684257,226.37378188866,97.1997470319179,99.0087620687033,116.463534795753,96.1336952701093,107.978896113101,56.1967700898286,62.6420632450906
105.866176533221,110.737854856472,103.133233857646,84.3406420696126,46.7479251745333,267.94564200053,148.541276387125,253.913854282993,69.2889366092705,210.682543068538,75.9159790107488,107.673991998268,107.940719034751,76.9956203588037,83.1090283097977,62.5170019621447,112.187312461657,94.6058238567537,73.552889619436,90.3093801572418,115.031161033988,72.8457097246626,90.7421590807581,108.258669509626,125.435698824867,88.1910535602605,58.897559967001,79.1877448662849,72.6491203525813,46.2109253777558,129.51436843951,121.084006325048,230.820373789228,100.976192181532,112.223850919782,125.22132823616,79.1393256193967,115.773763942222,64.3130235671915,64.696139730672
98.6302215910897,103.168928665704,92.3067494100831,77.7874033094052,50.407551901029,243.669982765306,141.771779073304,253.685711395685,69.5185322948244,209.049651811689,75.5090660975507,100.698826232538,102.584090709535,79.1055929204884,79.3767856977245,61.3674543929783,112.602651583153,91.2245707087075,71.120997302183,94.6871878026082,115.763435571709,72.4215171868986,87.7163011664897,96.8941610842023,111.742872603827,82.8861513425735,60.7131798927946,79.9268430613418,76.658678071039,44.4939910507721,122.950201190827,113.240116602223,223.340043890028,91.8278457486224,105.078820337355,141.458631463659,75.2318291834853,117.068345092768,69.1046844080598,67.499158221444
90.1449615841134,94.2932035931998,97.8010118284301,80.4190967443712,48.3341969421257,232.98274358448,154.922699051604,256.641290809481,68.8313392743724,202.551645526623,70.9292148082979,98.0183588368729,89.2632782042975,69.821996242182,82.8900272491408,56.6421965557493,127.63963923949,85.8148695590198,73.5692915875921,102.542371866154,112.741866554312,60.2732953298351,84.2087776580205,103.878468754386,112.051474510891,96.7604019838535,59.3608047814656,86.1503292477349,71.3663839267091,43.1013949190608,116.580633638868,112.275001879189,212.625142067856,87.8003594202794,115.111006440359,150.369067721599,68.6979166138445,129.474268372584,70.9656021868218,60.8918435121132
86.1660240821223,90.1311682597267,97.3171794539755,71.7144674148282,53.7313160330616,233.268436838215,150.718816509316,320.580795834201,61.2721017645039,199.486211142073,71.2100462648049,100.326898931302,91.8056780255635,79.8623412185198,86.6994757038665,63.3369342259168,119.075759240628,78.4642504926793,81.8920674219239,99.2013947069644,118.627976994795,63.4200857649876,69.0238370441911,118.929650402105,104.175122861968,93.8001780191179,60.9522590877105,76.4950253012426,72.4086714588948,44.8140387131193,119.901117565479,115.258123415822,213.466921457133,87.9080250963165,106.240139071824,134.145896629285,70.4644984752637,120.787309212303,75.004175615091,62.1249571524225
93.9913623362265,98.3165900560253,92.7149108913078,87.3256737861593,43.4263819035698,258.032266802672,147.226533459115,321.079627112141,59.022051678304,191.63592860762,76.6364393638722,106.61675289094,103.015816701551,86.4059669568302,88.9018336824415,56.7635993205229,122.028732436202,97.1772593745591,69.3413221448879,91.8016355102726,141.765995808629,69.2775780444725,74.1175176845543,128.153962617233,111.862842323725,91.0929064397891,62.6378068774497,83.4362915035934,62.9750723744595,38.9755398836665,129.335599419282,107.376645947876,225.549999287935,104.38094333729,105.765637625922,155.742705434185,75.8386893578173,123.782726177526,72.0525551408275,62.9822711282745
99.9067164228885,104.504184448766,98.708295074193,85.6004446055775,43.7785752847001,240.68843484681,131.728992378948,323.419197989758,60.7115217869917,195.716912984856,76.5289756495397,110.756169709164,106.96405055694,83.9507751181586,86.2728539741504,53.635100374454,124.805817796114,105.770198069161,65.4663401663724,94.9661832765196,137.631838636178,74.0216752188503,70.7315675563477,139.388648189442,106.752533856953,88.4306876797136,64.3896550027634,87.5937085718193,60.9231127998225,37.7055697188466,124.188832756288,103.051634814644,225.233765466929,97.3649083350359,105.029599450914,163.227930351998,72.7717412156256,126.599719177151,73.7410388753428,69.6415194906292
109.376345292683,105.011237824954,86.3488804034093,101.49231245563,38.3148627700183,245.762108805655,154.969190740505,369.413188462643,62.0791080085841,157.878974920776,87.7860501429647,111.174947107154,95.6676842322676,76.6944219748362,88.6346029486481,48.2069004573451,119.314729893371,104.74687901718,65.4083223496228,90.8807027163744,150.540963020782,67.164517520158,63.5158342021942,169.593734616194,133.159152870807,95.6997414939555,58.7781173063452,85.6612831481549,57.8241081034074,41.4637638384151,136.847651682008,103.246200842825,202.058348572694,100.302779214606,123.419277556605,162.435436188072,75.3913695109033,139.130804442927,89.8399597885433,85.4822245835267
100.186087382994,114.111270552085,80.1428432250399,92.6746067127896,31.1514710366363,235.499535174503,136.887430372456,312.337524996927,66.2041783904439,155.104811215621,83.8558871804054,112.356216463079,86.3331035543103,64.844856323972,87.4317278613689,40.2101860321567,122.790844490168,109.907647745909,57.2891466379533,101.694771688512,142.60788237544,58.3556495265342,60.770604887489,167.703092993791,149.147848689528,95.0907806701241,56.7546083375721,71.4514947375794,65.9175200697267,35.3184704171293,140.922537221856,108.940163666182,193.012264972326,113.599290831168,122.687474738854,179.33795312895,68.6106812639666,134.848960669528,90.6827121792982,81.6517897660872
98.0390142871222,114.523503611982,68.9819909689288,74.2620688490441,24.9623170595024,188.130602165351,115.738377952511,326.556405373317,64.9690295158566,164.72184269503,84.6006774380648,109.810759828199,90.5572836564129,61.0845432206421,99.1881427235028,39.9701724654522,121.109221705489,114.744044747301,53.196275432933,121.318613604385,150.579533072237,57.9206058232848,51.704969474675,144.348486797611,164.669410141026,113.5901925138,57.3805815404566,71.0250007862449,69.1282452110788,32.7826476551244,124.079115806368,110.703658390673,206.732287416707,117.656952387042,135.932880582571,182.677303027259,58.0735381132009,134.818079536011,84.2200174400788,69.0366485160015
105.650845498952,102.696210206134,53.0531800687987,54.4037610079751,18.2871837768407,166.770153132532,92.3202918024006,359.292940565739,63.4463235620703,141.194214891844,92.9098931710964,112.862394019768,84.3993502186321,51.0373528291725,100.712478109123,33.9398727085352,114.555753095095,124.754672159356,49.9218747934049,96.258974439599,157.233414000795,52.6780960298667,37.5808784979726,111.016567045817,275.771509053957,126.263711531294,50.7467987265106,55.6452874216915,68.3486929676395,31.9725472735197,128.666379376673,103.680122054256,186.09308062031,100.257964615869,168.278623986436,190.319720951551,60.9111168968079,139.524853450392,96.368754448056,55.0680216057037
142.978746072104,72.869992483551,46.8909795536069,57.3893274749727,19.2907441264561,157.899692655099,99.0790241725254,317.752967881507,63.3672844715319,113.771221007818,99.1149143341503,136.332202942264,95.2508642602286,56.994022187699,99.815594973123,37.7017837662301,99.2783612292131,125.063015709921,59.4488311969075,90.7426815448714,137.387414388924,59.6229143060816,28.7508583082838,98.121853088135,439.118954181591,134.161652634283,47.3960681986555,53.4611397777556,49.0279512150398,42.6598385724024,112.970301549532,84.9971862670737,173.159389336204,94.9252380080726,199.67042358933,157.758306349624,57.4205064687692,156.426261468746,115.116781148735,59.0995385291092
