"SLP_OFIX","BLFS_ZYXI","BLFS_MDRX","NEO_HSTM","MDRX_MD","HSTM_NEO","AORT_RDNT","MLAB_MD","CRVL_USPH","LGND_INVA","INVA_LGND","NEO_MLAB","NUVA_HSKA","CNMD_MMSI","MODV_AORT","ANIP_CNMD","OSUR_MLAB","ANIK_CUTR","BLFS_ANIP","ANIK_OFIX","BLFS_NUVA","NKTR_MDRX","SRDX_RDNT","MLAB_CCRN","BLFS_OFIX","BLFS_CDMO","INVA_RDNT","BLFS_CPSI","BLFS_ANIK","BLFS_ITGR","BLFS_AORT","BLFS_HSTM","CRVL_NUVA","BLFS_CYTK","CRVL_MD","CYTK_AORT","CCRN_AMN","CCRN_OMI","CCRN_OSUR","BLFS_MMSI","BLFS_NKTR","BLFS_SLP","BLFS_LGND","BLFS_CYH","ZYXI_CUTR","CRVL_BLFS","NXGN_HSKA","BLFS_MODV","BLFS_USPH","BLFS_HSKA","CPSI_CYTK","CDMO_SLP","MLAB_CRVL","VCEL_ITGR","HSKA_MODV","VCEL_OFIX","ZYXI_CRVL","CRVL_ZYXI","LGND_MLAB","SLP_NKTR","HSKA_ANGO","CUTR_ANIK","BLFS_NEO","ZYXI_NXGN","NXGN_ZYXI","ZYXI_DVAX","MMSI_USPH","ZYXI_MDRX","HSTM_MD","BLFS_MYGN","SLP_CRVL","NUVA_CORT","CYH_RDNT","CRVL_NXGN","LGND_CNMD","CCRN_DVAX","DVAX_CCRN","AORT_SRDX","BLFS_INVA","CORT_LGND","CORT_SLP","CORT_CRVL","CCRN_CNMD","AMN_DVAX","CDMO_VCEL","OMI_AMN","OMI_CYTK","OMI_MLAB","MLAB_OMI","CCRN_MDRX","CPSI_MD","CPSI_RDNT","NXGN_CDMO","ITGR_MYGN","ITGR_OFIX","OSUR_SRDX","ITGR_CYH","CYTK_OSUR","ITGR_OSUR","SRDX_VCEL","CDMO_OMI"
104.298433362359,38.1629338046213,4563.47042987996,330.905466129369,49.7654038893034,252.91109334368,18.8439355968829,954.744866752309,138.082374380345,226.915537939885,211.364428184049,82.9008227122286,109.383803453892,38.3394519311704,11.6740811219425,119.562416001008,93.7888694296814,246.20030144833,459.78577025631,220.429620606807,170.160342883129,43.7254530060754,43.3029211520006,172.889308059347,2036.75511663936,3024.69654966039,146.414146410195,3206.37518712253,31936.7957205267,64.2516781924216,18.3220247235747,26.4766729629815,68.0018838115176,584.262766349656,35.1356985258433,54.4081863740144,538.01460692844,141.570467220749,357.17215906402,478.915979811826,185.376528973467,127.718708469001,358.570880122366,1131.15954619022,300.834175345962,0.045246106750514,172.314419270047,10861.9931445221,692.149632179015,6823.04257773862,97.0783969664858,34.9650440773346,323.291128119864,312.10422132121,294.244538933208,359.263381440162,160.871969974152,306.796640786135,147.270549151232,45.0697898914522,124.759458747229,652.419484754518,2099.36898227668,165.144739728824,183.632146068734,-34.0589666328419,178.767138361006,51.5686406820001,299.626271682769,84224.7969372307,192.569856562453,285.621275684324,49.7728795460624,44.4720017477265,74.9985136021655,-185.450642225081,250.145472533161,60.7586455412749,1305.79325455967,13.3678299499638,15.4448011209801,65.5684800861921,152.13235814871,-209.494084603418,12.3841110675593,119.152870876804,220.607132038842,125.089557691558,364.837316138037,83.4615330683151,141.72185769406,85.0799756196736,223.142010373098,78.3191908958485,67.5957538614958,203.17898873668,53.2769326651282,640.004018433392,308.450660767718,17.0502610448615,36.6206859375176
99.3087838010557,48.2951973608658,5820.42677578549,333.056711622222,51.8541090344147,254.555290570193,19.1674336758933,1066.68548000179,129.825865023634,237.996387944308,211.915096095315,89.53368367488,97.5119331679761,39.8003626962871,10.8082349253977,120.971114860364,103.773461087909,250.247654759073,618.049361134419,212.903765103207,215.79253933047,44.7584976692928,45.472619424562,201.736951620785,2600.05022035321,4114.62122066833,141.757897547122,4026.97454488888,42262.8150421637,81.8426193882432,24.3775442866044,32.2111767239745,63.625456086437,752.464768965972,34.2829209243438,54.1588766704216,562.53633188507,144.531005422034,395.347569599851,607.962205902228,229.635052465425,156.036904474832,483.43671576229,1424.55228816021,298.37914443017,0.0537110141085529,187.649931116156,13427.3425832935,871.568969711875,9525.23059833179,94.4853177473871,31.3229867104574,315.931511264135,308.882527445258,330.880592762957,356.621326083828,135.60058044918,258.601934054409,130.658153633075,41.7543368111735,135.882627618336,687.614090248805,2522.60753124743,150.200821714373,167.01527517429,-26.6671768424008,177.650882386472,46.6407674182021,298.912883322622,116632.693431759,196.711397368965,287.791430897028,45.8888628824105,41.1620638574703,73.4481790336406,-194.840755150473,237.787530067098,67.7110779239722,1843.01634555665,12.4301933705615,15.683586345125,68.8863416877224,167.739487385789,-232.466231881165,13.0657054009124,117.244688153225,216.393947596881,120.931857078768,375.931335360332,84.8289191536124,150.535298714171,78.0433183686959,207.76400215507,70.9279048579837,67.2614754815103,227.83502317555,53.6477850224342,739.881441861195,269.297447281863,16.8042515474339,37.1992925696402
98.3720894467264,57.3913287938615,7286.31735815707,308.065776981881,48.4057113102828,235.454715782173,21.5670834394621,1245.94416047874,133.442405810919,233.15663468738,209.684028846261,80.9026347158871,98.5622281321551,42.4792704268147,11.9244739449916,124.695865624105,125.676734709966,239.43695187291,758.950619620502,207.321188770125,262.76487226214,41.3323241130465,48.9563038493928,200.815717268423,3014.46004586793,4955.69382240718,168.893067868681,4785.14077321107,50250.3124926544,92.3121903836381,27.2685453546095,36.9283705454987,61.8160080342207,963.817712445948,34.7199878652245,51.6773034484448,533.695807303423,159.638461887472,398.588095954668,691.657472842701,793.115980494947,178.094375862499,1779.02664492551,1773.90384573188,283.363166036423,0.0624894641603199,192.018397758118,30975.3206098583,994.091203532769,11230.371198335,96.8862334777229,25.2685639934513,331.620112088822,302.021130527498,315.577153858564,356.998125996762,134.453541107957,256.414431677248,123.171637928198,41.0523833801921,139.889968194898,674.215976861225,3157.8735617859,146.389097358531,162.776856577272,-25.5345378073537,180.694016429413,48.6878594003927,295.036916302596,383540.486804628,189.539193287279,297.004017354608,44.3141792618837,41.7654754633897,73.3351603165125,-194.217297308195,242.601567505884,70.5536413317031,2112.10272307599,12.2353368865487,15.9311062898805,67.9219332297986,171.461868852984,-218.577265743037,15.9358483868342,114.042446700496,199.440128861622,126.672423053286,354.963594627156,87.7509253109199,152.552348796299,76.61370848913,273.251690848803,62.4797618937361,65.0780298124993,218.021953651067,48.5177684592886,652.258191662316,266.384798488316,16.3044832564154,31.059251721659
95.5801776818555,52.3164962574054,5726.26320111958,283.54044466373,54.4003570586972,216.710000913136,23.0195896531736,1286.84772543683,131.867784450937,228.260377104937,197.977555036454,76.8635962593336,86.2971359077475,41.9854098692926,12.0984480270446,117.611425748355,131.251919982116,259.663169054108,633.627874314701,212.186067380887,217.902834501281,43.3010313676662,46.8605706465131,188.589262028728,2453.21810743919,6135.88507309457,163.955708659967,3630.22877731888,40023.5485629807,68.0701030446204,29.7209536276233,28.033871989861,54.7173334043084,835.734332869733,29.3731894264947,55.689910245505,479.589650587536,175.752663482359,415.442265567509,538.160350029092,791.762972668819,178.385509675631,1752.11966050339,1448.45966258151,314.321948848863,0.0570048631535985,223.918500381835,24016.2021153912,764.344897135266,9627.1695148308,91.1433813308493,21.9502372905679,303.844583476804,309.056821897848,252.019917632353,376.303914233461,126.311676569174,280.410942082463,145.175201461576,42.6703551529129,119.13469274929,658.881419074064,2627.05089473624,153.974539485941,165.250422506915,-23.368202484694,183.919058758332,48.9522500040029,262.389558765334,494935.169270467,215.793519781022,295.019475084611,46.9814481078792,39.0305350663207,74.41559211395,-207.851334943607,221.350944196962,71.931006584182,1544.44208127261,10.2225878315315,16.9972895702962,75.3716669685997,173.729592840274,-179.882302807513,13.4435325017695,112.173836861983,177.607553417959,125.481980960046,356.23913674526,93.815835510866,136.797546363814,76.7825901134248,237.942934853403,61.1814310501926,63.0341619804043,246.949023598556,47.281921991271,689.015453363326,269.462958571872,14.1184142787045,27.6469248705495
88.5380794090753,146.627729943526,6345.12361066266,269.815251595575,58.3551256961222,206.21983396055,23.9325075938665,1267.47790042578,128.421677966882,235.471673348446,198.505331856974,74.4801775854156,91.4481303098146,42.6627387069188,11.8737066019594,108.058244912494,113.191157896466,250.372339048304,771.745030670094,206.590391124581,254.238802325149,43.4629069761307,47.2846273611334,198.446863178551,6186.79645478866,7376.87125557623,170.681254347366,9645.39652313803,107066.670976043,166.453783549408,77.6070860545697,51.2816981475479,53.7705852221387,1789.34573023309,30.1805460076133,50.9153333955177,444.578487971589,172.320863542676,413.617589642099,1377.84064617338,879.502054113347,426.239589815172,4777.94640054116,1767.92180564203,309.288687722746,0.0650077977393794,303.120597106721,26972.1693959037,888.255524428601,22112.1400767222,85.268688435236,19.6700849913109,332.625231983165,304.103177879373,260.593027777812,388.131187898791,122.305989912826,271.518348780697,150.706499882349,41.6887510713794,120.745350785979,680.558924892082,6522.27196283291,142.249771467914,179.116898068191,-23.3073418491252,178.040771033559,45.5464443051388,259.798878529412,1179192.68878326,217.273354223886,300.027907698956,44.4247819852223,40.8709590610502,81.3348363673479,-216.763485213795,207.447240789322,69.6880459748067,1864.36475163721,10.5221193185269,16.3077855509375,72.6183588508729,172.890768396888,-180.009013080292,12.5331887894553,113.12287369118,201.986171940037,126.332350730837,352.285119193308,88.427895691752,141.493852103998,76.0162664832219,213.953399183964,64.424909586672,60.0465721366112,249.474367508938,43.0588758672036,735.37090494767,231.366052824681,13.875724310186,25.3945403085017
88.5794782951238,378.697334148077,9029.31364948311,267.44295521378,59.4006910147517,204.406687509169,22.4384375553527,1188.06850477774,121.790433143423,189.252838888117,171.428127657523,75.7607914932882,77.7375300922875,46.1368848575919,11.6399942979209,111.553826906937,123.378738625768,255.697941602933,1023.70332072313,209.293953644099,352.545909367482,42.2723863622072,40.6685248758865,201.711546821329,8575.25667923318,10311.7740363268,150.759763907639,14299.517861051,171033.060511649,356.347260543312,107.404527758964,73.9660242514714,54.6439442925619,2800.75604309693,30.0485213201077,50.8549497246804,486.488500745011,163.834546986466,376.721684088824,2077.97979150973,1232.47014308192,1189.44565783609,6809.98622529033,2439.37125705792,294.159015091245,0.0914629345450085,279.392950087041,37109.450730933,1310.26721956124,35400.3133402208,91.4573169324427,18.9923170450453,300.609739175914,301.87554202535,218.933342209139,364.460867931644,115.911774528951,257.323240233557,153.602735068706,41.376408524369,112.124385182765,662.372403078754,9616.90128510366,133.320813364119,192.549875691188,-22.3186265864345,167.998328371717,44.281739309052,269.418787318322,2891878.35064812,253.804973934265,273.315777386704,41.8432487518811,41.3468626953414,80.7607625988076,-200.42071551707,223.325044045751,63.8230620982951,1923.08002709026,9.9230078810734,22.3921716800284,81.5022749813267,154.827288645139,-182.204638484237,12.7937007015866,100.09894701274,191.705753602073,129.901105634887,341.546777936087,82.7751378668017,148.506916022412,85.2686168730705,205.393697211056,63.5552934800549,63.3900583704644,279.815978859236,45.6593793760971,855.457033462288,247.580720992474,13.4699321059496,25.6363761484238
76.4132149182329,499.468010245349,9269.1998278536,251.100156434537,62.585443337804,191.915884151034,23.0002857228289,1174.63663769938,125.550509025485,189.72667178175,171.85733344102,76.5274520770397,87.1675632841882,46.8104351680152,11.9736055226227,106.335104511289,118.641513614652,278.170603945542,1132.41506484445,224.434442612894,410.620443528997,43.1478479814734,42.7408522901921,194.273238106997,10669.5195227504,10401.7232001406,141.645611871224,16026.5105060484,189691.454856768,417.649862329166,122.468339964897,71.4909412433118,46.5447216437565,4224.2492309528,30.8118612347722,49.2179341625646,488.140278562707,165.346276441033,377.819743184504,2430.3444020124,1295.991000842,1133.2112500706,7857.0119504469,2582.78723758951,309.173898975576,0.093167277886307,284.771321717731,55680.813436139,1284.48439531441,43632.678250962,88.2908976483921,17.9021052746828,303.946154585257,271.528803139255,218.793620538318,366.883523046593,112.215571512135,249.117698210641,152.362867919653,37.5565417540032,116.324888261221,604.580344997342,10722.1687820204,134.625492297366,194.434186644774,-22.2306947377172,165.975492212674,43.3076823358569,254.060353354843,3493717.27575839,238.081792499724,248.256435665372,43.2579829959425,39.60261526881,82.4464816151037,-202.946730974514,234.550586723913,61.8944050834541,2079.06340372622,10.4603769629628,22.6405656949323,88.7521518719038,157.635952401361,-185.405790512832,11.2188304271434,101.529017625498,197.940580552559,124.504012818898,355.654016815356,82.1303284825684,151.004599939563,78.1084730468601,214.352939622735,72.1771878672695,61.7263266895744,289.545621097851,46.3261286478134,849.504954039272,255.925881823085,11.466414572792,26.3691768999233
79.8530762958051,630.262780253173,8619.52469679807,263.719026882145,58.9910846938422,201.560488572343,20.8591793040857,1116.13664048484,125.746611953187,158.883792739244,143.919385717825,76.9061021002862,80.1202787347364,46.8375097917402,11.9694094723717,106.629731585096,131.519789019322,279.870207066141,1016.42380583607,229.259438527347,387.38268850944,44.2048278778382,34.8019791868794,193.972290155917,11795.6225735945,9111.98287215162,138.551414857696,18073.2267732228,179533.737941673,526.71144854426,143.870460531611,76.9661898583561,43.5284078319854,5661.61497773448,31.0014430027194,48.0602034162779,488.730418574261,170.74876760951,338.454102088964,2779.80150147763,1233.17471457716,1167.65593318871,9607.38538929794,2237.54002394333,345.883530658457,0.0822407214241223,291.267842150778,71092.5881405012,1405.5975967637,46935.933051566,79.567764994262,19.1558792086887,298.057968993774,216.400491691268,220.815201717463,287.698803495235,119.808059823532,271.793862425192,138.036581113011,37.1173058374644,120.178613357637,608.274289024626,10657.9659023939,148.102593919156,213.898601065631,-23.0998524700495,167.359030396623,49.7143570126418,261.715972897216,3879808.50400925,286.337646604523,222.627943951112,40.5113870747773,39.2551985369216,77.6753800434942,-197.2680961191,265.055539884096,59.2803158932598,2530.86645385747,9.26436200431007,26.8629979466112,89.3674252258324,163.813895048461,-180.957900044245,8.93982906473054,105.271402713205,182.005995871787,119.781150074851,354.506589229602,87.9579041686526,151.049141436933,83.9610491458113,216.087115926632,74.8437803711985,60.5569002165395,232.617815411023,47.5241822285918,675.843577315444,291.021661209636,8.11906865963678,26.7466052067252
86.328580166898,584.480856075145,7680.44069464457,231.63464089803,58.9504639554951,177.038387945179,19.1948327242174,1088.71991658398,124.145989056636,162.53499053728,147.226688907191,72.3855013278803,91.985974673318,46.0137759267224,11.4662135321774,124.75283752502,143.714167783501,294.57225064199,848.552321955087,222.230764044879,343.537996125081,44.2430279061049,37.2533809473252,189.67902837153,10661.2282817227,6503.62494368991,144.886843183289,16870.0218067485,159860.240996161,466.989881225151,137.344297688773,92.6844316396509,44.3623692320779,7017.69590758447,31.5841408777333,59.8153266273816,486.719767535706,175.229547439777,339.260834464895,2546.36648066899,1141.13075182169,971.37938374814,8736.29128042845,1919.87542664,319.201244068961,0.0747125569628719,287.589872856656,67888.2305366914,1294.70508765679,42361.0177404048,78.2662300659637,24.9646962281792,285.1945117896,209.825795698025,232.002079089499,274.788941844924,121.577872118002,265.270142762763,132.030245278438,39.144865945813,117.893814491562,629.326814139191,9853.75051911851,142.514567169742,205.828091739492,-29.8521247890432,166.693069594471,47.6095753795334,238.269309858432,3514870.29614404,271.567857250512,232.611525700989,48.2932078245925,39.7783675144933,71.8770345113535,-200.958363571186,218.11846830164,68.7705423905155,2653.21956836462,9.47918278974824,25.5125038543995,93.9924802964297,155.012392986298,-156.212984815853,10.2938011954635,107.662558172114,188.152841076074,132.875475340158,337.704000703351,88.1545688999718,156.907793860865,88.1711434710717,258.421221685696,73.3974545608283,59.5797932147585,252.500687806707,49.1331684775368,634.197517582304,290.120706942893,8.51144037406755,32.5911023751583
77.4124201918326,1185.24101391807,15619.8037695155,211.936016511448,55.1400176319812,187.375871532254,16.058630744844,1106.46074343873,121.114129475495,170.82885192316,157.187282891608,70.0829968891975,96.9702983263124,44.6935887550612,11.8098463399236,116.703810895623,140.686389537239,287.075564568917,1627.24403920058,216.284445136332,688.957627596465,39.4872283547328,40.3791601745876,179.814434660096,20752.7106279617,8734.07312899357,118.082883458294,36050.1959540047,354732.419862317,914.897128206812,262.680035858571,106.605212019247,45.3138146634594,13627.4839918343,31.4887241278566,58.9473206949194,491.19486518762,188.064992636174,320.182803058703,5784.19953640142,2215.9934257748,2001.93398661879,17562.6270647711,3692.38146984468,310.635720854138,0.0856245591862989,265.601156167385,133060.334407701,2468.51898493877,87319.3142167337,74.7918113298242,26.4251566869062,298.729655623806,196.550302662687,232.052075294025,259.540687108248,123.641312123368,259.360795458687,127.996753042893,33.049860741238,120.176369003706,670.729993825167,24289.1052850731,155.798146477022,192.47864044276,-30.3572053758236,170.967978135056,50.4964963210011,280.902374757239,6567555.73380688,280.930339802177,218.450001618214,53.842017597639,39.5180785900122,72.2298329279273,-173.373789739307,206.372378458294,65.3151104866245,3065.63323787873,9.06034526472673,27.2740755379727,109.081984044412,173.756531330885,-146.443034876602,10.0999765054853,104.647541027182,179.206206295751,143.742108350973,346.653794610981,108.273658166448,162.867111264338,85.0158499935448,245.021985643652,67.4724852560525,59.9066216783976,236.676854899187,51.4723750024094,568.31215782398,295.769059152334,8.34437221200179,32.2954487480598
80.2258443174981,943.885971527014,11199.5710984519,240.121921376556,54.2923305182658,189.14981380301,17.1875536212431,1058.10475621548,134.283732087154,168.118267089952,167.779953534419,82.6826485621012,85.7081155363801,47.8322863312991,11.2916409980099,107.943101112881,140.267796145628,264.768728628344,1254.63587800608,192.447244546877,482.190401097088,36.3159424817052,36.779367545862,187.018737423043,15541.3454439872,6167.45216583874,127.791119800821,26374.6339624416,454191.177891714,670.768777511903,194.06078057438,80.6488745131137,44.6709348257729,8911.56006384987,33.8270587636336,51.9684984126009,464.208321676171,202.962525964716,332.418429772378,6814.53629305668,1460.36826134335,2267.97475949074,14046.1004386898,2851.50365936123,304.944179743852,0.108129342858468,292.378274856642,102640.426697882,1804.61092930409,68191.3130854658,66.5122552240917,27.1425475185648,285.520017049251,221.039962211206,208.926518319558,298.250344597564,110.266093794312,300.081678120981,119.072078548624,30.1301411779831,124.678197511374,711.180405157673,15987.5280860145,150.926448408208,212.6391220225,-32.8260308571656,185.51047380212,45.7398020160792,269.182089546211,4520636.67845132,274.097968067259,200.898385126558,55.7296866442259,39.1479040041444,74.7150312861584,-186.897355802216,222.469912565594,64.0241601677178,2289.86144730842,10.5200154741113,28.848322695172,110.608025903853,171.876589930395,-148.447935402791,9.33040268699971,115.80149420707,158.802060885893,142.597481718649,354.95774039918,100.817843430113,157.497584233507,82.2328493510654,239.382580056513,63.2163577797871,61.2754879285771,239.865696423173,55.8636316446995,498.846444662556,315.783833262413,7.18186352166268,33.8332197501985
82.8914808986625,941.773193940938,11276.3196564084,234.824726924922,55.3609667483491,204.322579516839,18.338912305931,1095.89077090219,136.586785091918,177.461484756756,155.775654482068,87.8206170025098,78.2300842604439,51.4426715613079,12.011466412431,111.353317480092,127.704890739195,245.552032147372,1215.30082291544,191.927851326387,476.214524640036,36.3761100782441,38.3316533036444,186.006195624892,15963.719569866,6492.54210103519,128.592416956004,29292.8419134275,527532.988540033,702.188134565097,208.767283159762,81.7069522668544,41.8763657407104,8863.88337529134,32.9828737716646,47.5431121665664,417.21541579003,202.092394568074,302.080833218872,7416.43870888941,1478.44253890889,2256.07273578595,13685.5469186034,2861.60054086958,285.164030881088,0.0956239381722696,302.846733294483,99751.5716775792,1958.5177881798,73252.1006191693,59.4886358491944,25.5948405050026,302.917892456285,209.155052230895,187.129816199818,277.255320906386,113.318665192084,351.991144747337,120.647016193068,30.5448629005579,110.905954328386,898.391963533219,16432.9867554385,152.92223261974,207.220356092833,-31.2273421192145,184.404436847611,44.9048108424291,272.943987043058,4778392.65556499,299.743195389564,182.900069223179,59.73684902718,39.6748705139271,76.4617936451892,-188.979061573053,224.947833662111,70.729074228802,2390.88933927556,9.46059161690149,29.4623694665789,117.750298443662,180.749942127188,-131.795288672768,9.6722094705341,122.125442301838,151.423632803803,135.89852051518,377.279190863936,103.986013373858,146.057125585482,77.0532269356696,241.708594129904,63.8678248383313,60.1697755708688,219.324639957367,53.5484490479762,455.038269534427,326.817204740018,7.8950206069204,33.321584704721
84.6881025356272,1894.15040578357,8433.82568347297,262.166535127506,56.2118277616495,185.505061109252,18.9070149016117,1094.55734021017,128.722629199665,179.981552237768,153.157333010972,92.3090714141058,85.486002897535,54.3190272866734,12.1403850676345,105.522853089562,123.861874646418,256.403174533245,1870.25169050961,201.779030226844,389.954097144163,37.5154133453541,34.7858555267827,175.475913501585,12090.8082473596,4933.54129694814,134.58448628933,20601.7783791768,740024.914953285,528.417490249984,151.131055022543,89.6252144699926,46.8764273609121,6562.33322367629,34.4777165915584,48.5604908588645,407.299420221553,191.271946414039,276.711415276201,5993.0520225345,1153.63648844494,3501.34517871577,10656.422234008,1952.95833330851,236.374641821636,0.115125457479351,294.305163059738,72728.2127009946,2012.29203161954,54803.3919946064,62.0742274063969,24.8280720163307,289.360428922278,202.306164582566,183.662446015045,271.518982097111,90.8464245803321,494.873982303822,117.891640516036,31.9326616021068,113.808530212959,924.611776570235,12591.4470722529,129.368596977174,236.649884165416,-25.5124677824046,176.063691901918,37.1736927742341,245.919511955049,3650902.40063196,299.914532442684,178.801939666238,74.7122949659563,37.6959768431855,74.8151984984106,-183.133565925575,217.989752848099,85.77088490604,1892.17061932426,9.80389850592079,28.9893244758398,119.919788314708,181.605719229929,-132.50022105766,9.7694638335249,118.409457128831,147.327143414162,136.240750246342,378.229241837587,109.994980694324,157.129873383315,82.1273275749237,239.188823263357,65.0617040791643,60.8667816421522,229.975230830801,47.6468165232215,428.505625057142,367.41365905243,7.30368556921085,34.0290718511869
96.2851126001611,7625.39490747728,6599.6425152346,292.544376037655,61.6120679963335,159.622170542395,18.0867396742007,1130.19199790774,126.386563322689,178.699895058831,153.455836524726,120.089822784034,75.0732574535329,55.4877748722596,11.8669445217562,90.3782112409613,123.809475860375,280.557212258594,9267.86090059942,237.469963887405,332.892977412716,37.4174658680086,40.7623868446472,179.134252795087,10703.5712409101,3685.93046404965,114.026679069342,17221.5001532858,3295641.39659674,442.442286187231,121.022386033866,417.335757504325,48.3342879387275,5318.88536925051,34.5845335183532,49.1573158558435,413.036347017263,194.137207486857,282.76408076271,4952.1314766632,899.053006349183,4549.20171927795,8385.5127627152,1528.53744677649,245.399496632557,0.106940001312549,355.72803408823,56873.8786520554,4865.33392439352,52600.1878520675,59.5479228473283,25.6058059629002,293.935392898078,189.393116140583,148.121666189296,269.367339985914,93.7201537581015,634.061245103313,119.906513454265,32.0157903446158,93.731902089877,838.588892479995,9981.92572898683,129.067494000201,232.668320829745,-26.0368652198253,176.576581486129,36.6756217060184,221.834839391382,3250318.93702512,336.11161411017,180.831596312825,62.9282931242903,38.9620066137345,76.7588879621747,-186.225064195618,221.669662319696,91.0983116101601,1494.59146891073,9.01787173048251,26.1552381934669,114.358764773841,190.728881212438,-131.784373054448,11.5633553126179,118.355793906544,146.345517444224,135.278281136284,375.557333366218,104.131586802591,155.930245155941,90.4448069575551,226.651204557396,68.4534739408421,64.4080010891579,224.899658352237,44.455519534825,428.816879643741,351.909392063565,8.24968157709315,31.512931118495
97.4927572404132,11280.3876223061,7849.0405932384,273.924724828743,59.8676889575721,149.462654981151,18.6183490560149,1083.84383358145,121.154333564337,154.70358694059,176.236605047137,115.85051565896,72.2413945567181,52.907552847697,11.4224972467662,96.1135920859362,127.00488754504,269.655612279451,13261.5352202069,240.778011910581,400.668887789315,33.0529918214733,44.3745671226212,174.736668753951,13200.2167592638,4149.38771640752,108.387309107283,20669.0310052753,5192765.77796424,365.342908382897,148.889333842777,615.892006041408,50.5102382419187,5845.46840096902,33.2542912642466,45.3555100379929,419.38377830889,193.25231753093,283.384119956223,4050.84006184477,955.416097598783,5232.9145190051,10703.9162282014,1736.24043714944,228.948360881588,0.12374203545739,360.135043081998,66285.2249049968,6054.08161916942,62821.1112835642,54.5922036446645,27.2585425441414,271.034431644236,196.81830359128,139.644232564304,296.2616471531,84.9853460839599,574.966132605961,114.727781053604,27.6324444640202,87.0528240955507,998.697311274094,11528.4923791539,125.689842322971,231.134429278695,-25.0691209981052,180.910412323883,34.7248294950329,211.787891300748,3736061.74777103,386.115083825823,164.829365693,61.4831371026945,36.3688978194863,72.2314721159277,-185.405542103441,220.694158908159,103.102342179788,1769.21100253143,10.5806601491973,28.9506566856583,119.078710732658,201.529039737237,-134.06054021523,11.319886417675,115.96201843285,135.013836835594,137.887355321049,382.800602453591,109.227415225766,151.529790284829,94.6279649041265,210.211869167269,67.2272044197996,68.1913039912329,198.226941069267,43.8051820051689,398.011390712091,363.559569541176,9.30801762258763,29.478318156144
90.53352894126,14904.5990790355,12528.2839153203,338.104384811912,59.392836049839,156.019860389993,17.2741627724005,1027.35915395047,120.230348490894,141.421676846604,181.252719198793,112.150919953809,71.2486787767906,50.9776961485894,10.8813900523565,87.4015972631409,136.119405638892,263.300462632572,22048.5583329141,234.525316918236,546.731653605475,32.1942406704318,46.8026521957778,162.84143009863,18483.2642044845,6512.83227609116,92.9182612491186,25899.5766999003,6837352.55798127,509.520737299283,198.977828400613,878.127921086255,47.646087115871,7510.23693363437,34.1159564563193,44.7701200911248,444.470807402719,187.6167715352,266.538454725023,5035.21436266649,1367.28496794319,6002.71052179457,13211.8884647004,2437.40528690397,264.6021118059,0.129413672791474,383.248467532027,93792.7946457427,7974.23893777744,82646.0280541889,50.2138915183792,24.6459456253734,262.471357243294,212.111811910223,124.751917050453,303.89256979858,98.5121195092934,653.108454412316,119.658431555795,25.8903663976575,84.034972610266,1034.15169073793,15238.1177933083,122.072399753572,227.824719504887,-22.6754320345352,167.438412115369,38.1042968307736,202.923117669517,5391305.28261484,368.698824319559,166.916673292558,66.5407188872718,36.5836416695113,67.6821480452474,-183.800612080483,248.614488227585,106.855758113717,2474.51254638868,9.52795899214332,25.9834611945609,116.999337014392,212.0334866642,-114.543010291443,11.5396633803535,118.073761953798,145.206775336773,131.651652323342,357.05608133423,121.311095707008,134.680004068524,80.2899838052214,199.099165509406,70.0777759448854,65.626975738533,188.392261356078,41.6709150261753,348.18603697633,342.935045656816,9.56391638520509,35.8750309697834
88.2862111519574,21048.0597887577,43456.3795543963,340.085011171048,60.5727679101715,150.127662376185,15.116820549415,997.602944958375,130.991702431735,124.848827362614,160.012167667061,153.02237163904,69.3747237395447,49.9177154292701,11.0090825058356,85.2120892046352,130.373394380795,258.250715979103,30779.8057625701,243.699988503323,786.041864334064,30.4286943448773,50.2490643185805,139.769436581658,32938.3121380057,11349.3416796071,96.0049878574993,36294.6256066677,13688355.5873701,716.040435610042,285.382355815907,1479.67972256475,51.5364981060265,11153.394349026,34.8527657136583,44.9844307827775,465.981480932865,166.726242780219,258.696915991149,6992.6686932516,1908.52000268463,8531.00128315766,16688.3782216884,4083.10758791366,349.647659469877,0.107487937357713,427.653194529726,172669.217565101,11541.6727772972,145283.607077066,52.0284383205379,22.7644806481982,259.658725408857,232.134533718274,129.119285595537,333.813403976741,108.498971604296,655.81695512374,119.644328057792,24.8800826563192,91.5618143834841,1153.29795969152,29208.2282491305,172.345305164594,254.814326746024,-16.2970494802381,179.892767266349,29.4927992374224,205.479878144902,7463941.90948588,373.872912677345,161.59176660175,64.640506488472,36.3742086870707,59.8487165345997,-170.349270788438,243.300620175126,112.68379704995,3308.43534197657,7.94663009700208,23.5412988616931,104.513442639693,194.988984698076,-103.780920973804,10.2351084214458,138.272603532255,149.014565937502,128.220312518355,347.749877710514,106.04795898974,133.473612522823,73.9135288348922,189.793770173225,68.7660078459519,66.7990770888748,213.896466507984,43.9105557928046,331.858925038651,358.665748568277,9.1619100622798,33.2636430225496
