"CWT_SJW","SJW_CWT","MSEX_SJW","AWR_CPK","AWR_UTL","AWR_NWN","UTL_CWT","MSEX_UTL","UTL_NWN","NWN_SJW","SJW_NWN","AWR_AVA","CWT_AVA","CWT_CPK","SJW_AVA","SJW_UTL","SJW_MSEX","UTL_MSEX","UTL_SJW","AVA_AWR","CPK_UTL","AWR_SJW","SJW_AWR","AVA_CWT","AVA_NWN","AVA_UTL","CWT_UTL","AVA_MSEX","MSEX_AVA","MSEX_CWT","CWT_MSEX","MSEX_NWN","SJW_CPK","MSEX_AWR","AWR_MSEX","NWN_CPK","NWN_UTL","CWT_NWN","UTL_AWR","CPK_AWR","NWN_AVA","NWN_AWR","AVA_CPK","CPK_AVA","CPK_CWT","UTL_AVA","MSEX_CPK","CPK_MSEX"
87.1458303608464,134.543917100281,107.959022887563,122.317178275807,91.4500975190794,89.6696263581626,127.057586512692,135.640743200753,95.3225618629331,140.052358584297,110.397081977306,112.256200472699,105.436075038097,114.120774555361,105.794901681145,119.745087895995,130.814598642261,146.823942268138,81.6367527407552,117.978189880401,105.881598368313,124.701514037777,143.681234438125,96.1376281852043,97.9407339309292,89.661849041069,147.209931807129,105.192859975676,94.7299468717549,109.363057701125,119.446641683887,103.739250595418,121.840711553426,95.9905727554584,116.705606773167,112.59660085139,127.740269865248,101.891018945942,100.478055275615,131.457638539758,93.082557662012,90.3360585589757,115.101901328195,89.602011609542,115.688500132244,103.126932355977,133.272555263081,148.786871523374
84.2423961872452,130.061360592991,105.34072689352,118.617397709246,88.4446962148858,88.1251135128649,138.595736637443,138.206452868869,96.7942414073986,144.146361024721,107.124830811524,112.840748376244,108.858941636811,115.121309062478,103.864643933156,114.362600126539,122.557272998141,150.733787826433,77.967198347046,118.592510160236,105.569634263041,126.164174672681,141.833528424201,94.6572387605377,99.2338445382732,87.2029061654315,154.197433267284,100.364275334232,99.1817787109873,112.738957103304,123.133820632091,107.357199261231,116.678585749257,101.021482195351,116.68113469087,111.100577613127,125.71228027012,102.235846435173,98.534651493327,135.397656255478,94.1717551321242,91.8777041067711,112.24569404734,91.8127065764821,116.702780602015,102.862877816406,136.132957788967,145.524444239131
83.9626874707044,129.629527156753,101.593307689717,122.982095572157,101.699232955695,92.6867692229471,138.152886093395,138.874711690219,94.0581870384039,148.093719200947,104.085508569262,104.195102123952,108.934095678146,122.82326151713,103.617953030167,114.087345037218,118.197349384489,145.567041311407,87.4945970309517,109.506164076845,109.863114183416,131.87969083996,130.721769453926,94.5182753907268,96.5912261577823,87.2596942965446,153.704653743956,97.0468023294087,102.499630763698,116.335573423214,133.342494356249,108.018507917335,111.632748852678,96.4378988535805,121.910260107879,109.453009610116,129.154379465796,99.6021915315666,90.854405045602,130.295350764097,96.6813194194041,87.1322643202467,107.69010157804,95.6370448934135,122.114703258047,102.683810847291,135.03320204106,146.63624179371
79.3480826423937,122.505045006129,96.3866596017021,122.489427351137,102.638276175647,92.4828501331091,139.785164052864,145.327105097811,96.6095029155344,153.839511340105,99.8819801153486,109.193930800116,105.62683769972,123.861718573118,95.0034191767281,106.462031711765,112.139748598626,147.946194837747,84.5356592917579,114.759850617041,113.099169115935,136.711196359025,125.670759780741,97.3792507026819,100.945161621399,88.8224618176871,155.520651780222,100.428991634603,98.9736530093443,115.772653509425,139.018786144871,109.13669391393,106.873675203595,97.6240036345171,120.331563261041,109.251019602258,125.644365709734,101.072135620623,93.5055911479963,130.702578422864,92.3788157830737,87.2828668790516,112.457869835074,91.513862665723,120.437342373358,100.799010622849,136.211868563358,145.258765363055
84.8730006380351,131.034889598006,95.012771210057,127.255370696919,108.175013898898,94.4031466743677,158.586768519603,145.849868395609,97.8464644209651,154.02378095853,96.5498638118807,112.445001052216,105.080060944523,125.578711094962,93.0544680153912,105.259485801029,109.153361276016,145.60871486719,83.5808115202607,117.798625385179,113.222503760664,140.084355118399,124.458861304386,94.2234515245091,102.273107430227,87.5539053251753,166.114505447837,104.348227212533,96.7767431525216,133.685821125285,134.636697072079,105.451181534453,102.941932272779,95.8323266117601,124.389483939947,109.773132329466,130.988442619075,108.527705607209,93.6122877742929,127.562386893971,93.5940673316344,89.4009941457673,114.153967806058,91.2225026099706,103.309891865398,99.8322083587676,132.380545742171,144.603467000689
88.2285283508216,138.346907191428,101.050456720463,131.462450444799,109.216627866568,92.6903196112358,154.785800418781,140.484916231722,102.318767033653,151.906318779684,99.1009781594344,110.133351211467,102.70697627322,129.434637820703,96.4472145095731,104.697270859724,116.089616761142,140.252583400162,77.8597998253812,120.551390393068,114.632017564449,146.393363732442,131.671506056055,92.0955299608996,94.7257395455813,82.1436063803294,159.781534773734,102.500801794717,100.781690846382,134.085763887594,135.03953325785,100.255418052653,112.506909380162,96.3220613842204,125.025137548008,107.261279764835,136.116856359412,104.671426316682,89.6203131440347,127.834030156264,86.687183504751,84.5302467524106,110.441963930902,96.1650820733123,103.304116605003,93.6631605674214,128.750546697653,148.509910023357
80.5739554219419,126.344136537029,93.0844844120356,137.552690053168,114.341867983063,90.0482025121528,153.5018481648,140.646421838982,103.295623756519,162.660844646743,106.1170252979,114.726132162796,104.702335382832,130.921806610778,89.8842206762909,120.142252347466,106.938127424895,140.413826113662,84.165700858222,124.206684345996,114.133301854272,144.977643082403,118.893657942137,93.8847390245711,94.9506042036685,83.1429042519835,158.456172221275,103.617509719765,99.6366642653463,135.099292299539,139.621984452263,99.3749487027906,103.893608658394,98.1096519857793,131.845550552471,106.573589394459,136.505364743646,102.811943428776,87.9109393039597,124.858326205788,86.892965985796,82.1206979859961,111.647761210637,94.808322771423,104.78349229153,94.8025728950906,128.338002064355,150.957239690517
88.0784878775618,137.378946502355,92.650769411965,137.147718565595,111.999329644275,83.559780118482,154.0436815303,143.79167456177,106.176926139029,142.024296533802,92.6541179953221,114.559736184205,102.455002624351,131.670891259025,95.7352300399718,110.767539762816,116.708432232433,141.441863105593,77.5982592739597,131.997310646924,112.91310107922,153.883939197336,126.197562925845,91.8696204129479,88.414763749283,81.7217726206622,159.015521870354,101.086719536208,97.8804569311174,133.971773700497,140.052585441664,104.591204650704,113.722531600435,97.2812755138184,128.197723438792,101.991250230462,129.284051144628,97.7271218412086,86.1098968184558,121.050315494535,80.9117798482436,76.2035017730112,116.631933727327,92.2218796687327,104.049180333777,93.1821899636791,128.624011960383,150.489255760082
94.416585495523,147.264848120889,91.1191333615898,153.542198133511,111.03598491843,85.1759457894881,148.779757565157,147.041704779552,106.418916511621,138.774018499839,90.533704205414,119.534819666644,103.96284830217,139.778638913891,98.7092711291574,105.259831558645,122.813881412068,140.954073937363,73.7398553954952,130.511082611987,109.841803288491,160.34625290427,131.497230548905,93.2216646737675,89.1977351286976,80.2023646182215,153.581661366822,99.5434883465046,95.7346707762925,130.513584246918,152.792766267507,99.4979488205566,122.637463783088,95.0524787973533,128.775430334192,107.623095023006,132.828042200839,97.0038399139223,85.369214248205,115.750928589189,81.6282927274121,77.6774329708091,121.458812103585,89.7965943454639,97.7610502936438,91.4497083529024,131.362144661893,145.950351276603
92.6831346582356,144.561124450814,92.8369107860077,152.946987444328,111.949458880183,87.9020041932932,151.553255356695,145.980770570002,103.948070200791,146.891596129373,95.8294292175686,123.831916539601,99.1884461457819,143.769288880003,92.4021473514633,108.799094870577,126.176897741532,143.002374750217,76.2192849254313,125.853767475928,108.45410772309,155.774450803125,127.747963743001,88.9405071230955,88.8364174236025,78.0472903030558,156.444646795305,95.4569307911344,93.6719003521919,131.044903878365,156.460159667057,97.7647727568599,119.229018177209,94.4519534340827,127.961806691468,111.301240489972,135.832021602863,101.157734894639,86.07150345216,115.302248049454,81.2976326099614,80.1634823586612,124.224440024834,86.3056802756605,98.3990795510458,88.9924053020662,130.867573092373,146.271688768851
89.2641599555175,132.714143848474,90.3099377194091,147.409893557362,115.29943644437,93.7729216851132,136.795254949835,148.622191392393,92.6494890688161,150.733134195263,93.5389999681932,116.637501473024,95.6499120938714,147.107170463391,95.0866297690115,118.353528188906,116.10963638987,137.681957709103,67.6099645450403,118.512224895669,103.762510966075,149.994618754271,117.62926944322,85.7675859625319,89.3231259144404,69.9453219852924,165.752842268034,90.299316852006,100.055743150513,129.201208078158,155.440724828548,93.5137422652448,122.672620227529,90.0417332552696,133.895283392472,108.012948277266,120.26307391457,105.351042872816,82.2245572243731,120.120246806057,80.7918967814499,75.0739336219775,122.012879414064,87.3956670019598,101.945258222892,89.5873622759135,133.067429506209,147.334012140664
100.422074490359,141.709246967583,91.6318941473502,134.019873162444,111.93138520584,93.3344151283632,139.272864513548,156.581776538478,96.9166578114685,132.9633985478,108.650084268227,111.901648734332,91.4903171788419,166.412798205686,84.7169078096796,106.500649597405,120.350147627954,133.204053720102,73.6201149849032,113.700276272403,101.240614902144,160.136041469856,125.582426885035,82.0377433661258,83.6482949245168,68.9552405142457,160.082365324572,91.852594516278,101.130925417295,124.548781304484,185.155724641908,114.455718469813,154.206266821914,97.1133734517881,125.993158063364,137.678146127376,125.802020476551,105.833128680192,83.9646597339726,130.514468429925,85.7163791957993,78.2564410737621,122.003879133575,86.2501841912645,87.9059654019873,77.319034451228,162.436253579577,186.063814093263
100.476156043799,141.785556251962,91.1028514528083,139.38244121561,108.092077711634,92.5687056862252,143.552086351755,164.501529279036,99.3926556243549,136.301476952089,116.866743977965,114.017566375345,93.38636155401,178.795922851057,86.275517729632,102.763979395923,123.745856430049,138.155688783701,75.9966523376594,115.850201235115,108.932329088898,159.964164829101,125.447576998315,83.7379175661934,85.918962759512,72.6761164865199,154.852680282743,93.2316796521225,105.810315863192,123.677284502997,185.925449155064,113.040960534262,154.381260581415,96.6527249970054,126.314710655679,138.833372430341,129.015967124737,106.041415063312,86.7333213313048,125.047951065345,83.4034826764325,78.8017100321389,119.268640502449,88.0266634750371,87.6081504868766,76.9955429302488,167.790724307951,191.559578933022
94.6934910992791,133.625367938034,87.3811425898108,131.594240804542,99.3146835210248,88.2562739833901,155.090599832072,165.750460932197,102.99175001092,131.195870410377,122.449527658476,109.758343322203,90.2970701414961,169.528271622817,88.2119433534642,100.360313961519,135.895385311547,138.33827270666,77.4782650489012,111.522520502188,111.869530229431,150.047210862813,117.670483849895,80.967746369527,86.7125995177479,76.0240980605272,142.901169656124,97.40828189735,106.043108552251,133.437093378194,171.928838186556,116.98426047857,154.895100973765,104.79025537077,116.309737323962,139.986371069126,133.687776582289,101.559488769701,94.152632111945,132.052178783098,82.5859466750672,82.5272270827436,121.41621617841,87.2097382058467,92.066111356657,83.6779458299185,166.804793161914,192.280909173159
103.766494780417,146.428674341564,86.4821186167613,132.816262362717,99.9224375473764,91.4927479966927,149.639404529358,184.143521976959,110.656500677503,129.775299409962,124.81056774712,112.292620606919,93.9084946676904,173.783987005678,88.1540168856734,94.640282360423,146.274701417762,151.878624005126,84.5100390474898,114.097534116809,117.943954014131,153.395514688965,120.296285605988,84.2060913203077,85.5006863317178,76.8362246476694,152.446844139585,95.4951251742312,110.654877283941,125.031662861623,195.666455186814,123.564969543855,152.626194998491,99.9778294315031,121.210139994988,143.321716519642,142.281634346423,114.022155385285,92.516795745307,130.107714965206,83.9819631630989,79.3723893257224,122.896332145027,80.1274773946956,89.0735914237395,80.5904228955718,174.374958524089,198.451163525727
105.664266968926,153.074309236354,88.3273233899395,135.85575475867,106.740859055128,96.5820109472995,142.609140316143,189.979538464432,111.184556859873,124.633981880311,128.449633185458,118.041237483157,96.5323322553117,184.745019537209,85.9388324166188,93.6756336614406,160.715714388591,153.161782268298,84.4284828361758,119.938564925721,119.651291243412,164.704580461997,129.165119512304,86.5588592228381,85.1047099648153,75.4478390697013,163.086605742239,95.725503311882,113.372752401467,121.724398714468,212.393766079688,124.316602518657,156.511730118354,95.1313281487572,127.029242741383,144.253916271172,153.161551756431,125.626754855433,86.1903600713329,126.955223220016,85.7263885872302,75.020975886859,126.241416969122,77.9019493809716,83.6340576666557,79.1975830490128,170.016116994477,199.692835383596
109.675086729633,157.075444628391,92.5285531586389,131.207867895204,101.047701237159,95.102205976632,149.137829650023,177.910863045365,126.080184807694,117.828733266953,124.881389728726,118.04579424183,97.0966456373189,184.277645581495,88.2852887639773,88.150666135804,170.696947212326,157.855087014957,89.8344902457939,125.107201206177,116.410256275356,166.528112346389,144.136445836396,87.1787695900884,83.1591417859624,72.0935955890399,155.274578393845,95.8624139861411,116.558686635708,124.294325745643,208.808403694085,127.344633969881,165.018289989208,102.824877423123,124.206801028984,141.641790081489,148.998491485892,123.561907945887,90.5890137588017,126.362584803787,84.4289150411893,72.5421503714586,135.822742790619,78.3091091244567,86.7065315396102,83.4284177265457,165.074636800919,208.117747324934
111.994861026671,153.287456660265,87.3383312700127,130.937677616583,100.415972591317,98.2919836444453,141.430984248695,189.950767726257,125.630506331291,120.112808579924,132.976083290913,120.412306960142,105.753587799354,196.439727575012,92.7535166021618,90.2303133989449,168.871773978368,160.406539969916,87.2455794895461,122.550907334781,115.822181403354,161.167440445249,158.888970384577,79.9338032209007,84.243819261938,70.2221390588456,164.746611632607,90.2000905272192,116.2128131403,123.923141476606,214.06650281317,124.146013504492,169.547066903992,105.471808130582,119.233954456604,147.262231696724,155.604006632101,136.364857826678,91.4651458156965,126.36716590763,86.9010621721146,74.2999353953592,137.373917563591,79.9533652916626,81.1963232667598,85.4188123558765,173.543759512161,199.98761672404
108.434633957525,148.414564290249,89.8247847737745,134.566721673555,105.179803416419,101.848735374602,140.142001069756,194.624855967799,123.643225577577,123.46258477731,136.409436952545,122.50315960065,107.779860515548,197.941218153383,87.379217500254,87.5462348606842,167.848884826589,163.765043356458,89.028150612977,120.061244844357,118.015965032062,173.658394742747,154.787692769107,81.9824995060218,85.7484012766316,72.3778308803151,177.132351580704,95.1558899624388,112.405354182435,126.080422767091,226.327449866848,120.707716199907,161.428306999409,104.505477614835,127.994391145177,145.92649037054,157.438681399351,140.761699764682,86.5265783029668,122.329674452037,85.2903769352089,71.4868083579787,138.70666219717,78.9702530498461,82.2933617767842,82.5767807828618,166.928797620506,208.420921706375
110.440151491836,151.159471850908,87.8536902053992,132.462967195401,103.328847423306,98.4365140123785,141.289697865216,194.91017453732,121.424203078911,124.102851167602,137.116809352674,118.001365223101,112.809989403605,197.740786086596,87.5541291492176,89.4569443313727,171.204934428741,163.382997914016,86.8805937752803,116.551848890578,117.717530499294,170.130143105483,160.941882321563,79.9608933194101,88.520617644256,71.8379526144322,190.189624640709,98.8135457835923,110.330067130044,125.808925908652,234.331751404444,118.816492469945,165.268544981137,106.351405179777,125.515585052542,149.592380774622,160.007446895276,144.497921638339,87.85959726752,124.032277586884,84.9830168980857,70.9433402605398,139.719765916279,77.2093658439232,81.8105465642396,81.166295139374,167.470901296912,207.538417770641
