"SENEA_SPTN","SPTN_SENEA","ANDE_CENT","SPTN_VGR","VGR_CENT","SPTN_UVV","WDFC_MGPI","WDFC_FIZZ","SENEA_MED","USNA_JJSF","USNA_HAIN","USNA_UVV","CENT_HAIN","UNFI_MGPI","SENEA_CVGW","TR_FIZZ","TR_WDFC","FIZZ_MED","UNFI_SENEA","SENEA_UNFI","VGR_IPAR","NUS_UVV","UVV_NUS","SPTN_FDP","UVV_VGR","VGR_MED","VGR_UVV","SENEA_ANDE","SPTN_USNA","SENEA_TR","JJSF_IPAR","JJSF_SPTN","JJSF_WDFC","IPAR_FIZZ","IPAR_JJSF","IPAR_NUS","SPTN_IPAR","IPAR_SPTN","MGPI_CVGW","CALM_HAIN","SPTN_CALM","CALM_CVGW","CALM_VGR","EPC_MED","UVV_SENEA","JBSS_CENT","CALM_TR","CENT_JBSS","HAIN_IPAR","EPC_JJSF","WDFC_UVV","UNFI_SPTN","SPTN_UNFI","FDP_USNA","VGR_JJSF","SPTN_CENT","NUS_VGR","FDP_PSMT","FDP_HAIN","TR_ANDE","TR_MED","ANDE_TR","TR_UVV","TR_PSMT","ANDE_PSMT","CVGW_MGPI","FDP_WDFC","JJSF_ANDE","EPC_MGPI","TR_USNA","CALM_PSMT","NUS_UNFI","NUS_JJSF","CENT_MED","IPAR_MED","MGPI_SENEA","SENEA_MGPI","NUS_FIZZ","ANDE_FIZZ","FIZZ_NUS","JJSF_JBSS","JJSF_PSMT","IPAR_UNFI","TR_IPAR","USNA_SPTN","IPAR_TR","MGPI_CENT","MGPI_USNA","MGPI_FIZZ","TR_NUS","TR_CALM","CENT_UVV","FIZZ_UVV","FIZZ_FDP","WDFC_NUS","CALM_ANDE","UNFI_PSMT","UNFI_VGR","CENT_MGPI","IPAR_HAIN","HAIN_CVGW"
109.404546145265,97.0198035563358,99.2561847782626,106.03129968349,97.1914767906835,104.981261289451,118.220846837754,102.554356083866,66.7182821938433,94.3541101293956,110.14838718514,92.0341534328926,98.2815573523769,121.145303829673,115.825361481888,89.3442078976799,91.8500806391079,87.1968623051475,97.981802237361,92.8445540330484,95.7769277695503,99.5894791434082,100.440220692797,104.950294964471,92.481787784929,134.28494806095,91.9452172446135,108.093508960885,118.847051114581,95.2150305147511,84.1803362855016,76.6352628724356,91.6680070152287,111.429449732411,88.9254680015148,92.1620165170118,133.289953110024,95.9717131241741,83.1078855665901,96.041772977795,101.563279383178,102.104973749643,99.9659484102651,152.939201058629,94.4828247797834,92.0084841468011,101.673109297432,99.5598712243312,117.486261903448,86.890129213977,102.033028622706,81.2999408599932,119.558961883615,100.960053253048,115.570443625714,118.3140635957,89.4098293107611,99.7013597680513,92.3083716044719,76.5043413085029,63.3132209468271,111.34505446172,95.1338673758082,105.644013926499,116.706129411227,83.1078934694296,98.7709450739611,98.1323652364204,91.9702733103204,110.343287921901,103.798774546336,99.5215824422911,93.8767110433108,147.79373697554,151.908234446615,102.153443880626,109.709017066397,95.2647868584744,99.9748456831943,121.495691796996,72.009670138671,90.0927412164493,116.89707241299,107.317152271034,127.488250460346,113.816005512325,90.8562033444928,83.08245555116,93.2099782613075,94.2887565714008,117.399183281261,96.874732408538,143.121063924084,106.264032651722,119.42991175337,67.8468704247127,98.3953536476261,110.893901722178,98.8195893094812,103.798169429541,113.319454575199
109.449085875462,96.5323881738553,98.8426436153861,109.099927198503,99.9779143904202,103.539953114736,123.766963689753,87.166314126526,68.7968541178302,93.8453619943578,108.623359321577,87.490626674251,93.6276815573637,127.480547005565,115.294635710776,76.1018634066512,91.925178433704,100.833571355079,93.0720596868158,88.1922324068533,100.616121138574,96.6228430439566,103.387326234496,113.885768278644,91.6240824502649,133.468938789736,95.9687437479136,108.391333795067,114.194521088084,91.2453652078716,88.5485304147756,79.081365505974,90.4528580563954,122.125576524227,93.5398979083907,88.7432598499904,130.440083177606,93.919697136769,82.3144997600516,102.60809339699,99.4323639814582,104.47388242231,94.957295059318,155.308055010245,95.8402602077684,87.3911139816732,108.120613421158,104.700890263611,125.585966919774,85.18487774019,103.015434797487,76.9278036828663,138.866864185239,95.9832235547164,122.621165132848,123.051243915992,90.5585386888952,93.0037184953594,88.744556151643,78.3252764347638,62.6450457896658,106.313169548003,89.8555572956417,102.97598786802,114.238676633961,82.3145133918885,94.6510399363327,101.384010901142,87.0211126375744,109.434391463204,107.622280551178,102.914947843174,95.2651785169432,142.760853891188,143.687832102226,101.496347688888,109.900325077082,83.2957063948679,111.495907554051,114.333254005301,70.5268584175883,91.238099793578,108.646326335976,100.675786141217,122.497453088976,106.772438141183,90.373299126716,79.6959248092914,103.866511955637,96.8154237575872,110.136606954418,100.562491063927,132.285552298431,102.634416364832,115.973315158973,66.5606774073246,95.0161332144647,108.384805853621,98.2943764519639,100.820807561037,118.18195054506
115.940527999166,90.8906689404204,96.1254625606888,112.889187074209,104.825034088389,105.365198277921,144.753870641744,94.5289846023871,73.3204960011833,94.9893803847001,105.836671538644,85.3259695021076,94.394408907187,153.003583676193,115.426257379252,76.4341944319627,83.5693349349067,112.050710055272,96.2957855026861,96.9170590764115,97.5135958034895,96.9160505061467,100.162628156864,114.899677290939,87.3228500543517,133.777962269199,100.634961235497,114.772278184482,113.89817256142,90.7270465275643,89.6925263982846,83.5430344554907,98.4006026507704,121.302376943452,86.9936430178715,90.8905510155516,141.092235049717,105.103585889973,65.5267344905683,111.03168936888,94.1795621758387,108.169305132416,94.1197969209831,147.875941271671,91.833405088303,84.6354042742054,108.634390887333,106.893235184666,122.398869446291,88.4445721995372,107.870153871861,79.0854573601175,132.931595838171,94.0713273267903,121.303995745847,127.703842670929,95.2683934630334,94.8027126234454,84.9130591581969,73.3967531341287,56.2763392547175,99.6235345242258,85.7988636175813,104.570290126184,105.295629863413,82.2828574794559,86.3082757163743,107.002953827988,103.881531491775,111.209974334711,111.301589940958,106.250071072042,92.5652360855306,152.169424734488,162.554531501149,80.9525528188739,94.5707349424265,87.8330978623017,109.140400908368,120.56139376484,70.3628882343231,88.957472747644,117.173329065025,98.1702890573741,117.313623408018,104.115194753027,74.1264844191359,64.414309706521,81.3690427711328,93.506932681447,109.434665547155,95.7544056210539,139.137474007173,103.522538933939,111.156028535985,70.3606243047809,99.4610052286569,116.911018299247,122.96727681727,103.015495183404,113.528632443036
114.316441762207,91.8643866767172,93.4750213532686,113.72348826323,108.938904831303,108.778678312465,125.565211943404,95.7652525107081,75.6987733903821,97.2132823508758,96.2496337077913,95.3096051853925,89.9991380393298,129.146825006411,111.278926472745,75.1942510548648,83.439173419348,116.767925382268,95.9636170388794,97.0058367409611,93.829754282899,100.635148122124,104.006306103962,108.141575841131,95.0713520497703,138.228234558105,92.2408168351296,121.69788702749,118.216213352498,94.0059858327714,81.5229648326115,78.7270424726571,96.0399680087934,116.698701586043,95.3401245942885,90.8284740299034,136.082163276273,103.578987234947,73.6112348036574,117.537502756577,90.7396907655856,112.654830237579,101.086769640316,141.766212981487,99.9498391231652,85.191613694554,112.332010057596,107.595727330357,117.81256299577,92.2042311309738,101.38362918742,76.6777106494236,134.72832771108,84.9796698895975,115.71641713586,130.975886679496,90.7571285430789,89.8207795310229,79.7542605104784,67.1982462425233,52.9554105727661,91.2101101787775,91.0705976434448,103.833975087027,97.0241057154177,85.9683323345647,82.1998865398991,109.040698623277,88.5663678094085,105.305784678242,116.123924127876,101.044329500589,97.1002248060014,157.580039097495,165.631062658345,99.3910646711847,125.96689646534,84.5124728789458,101.495801740809,116.003408911899,70.0594378979938,83.2256521524475,112.081392991042,100.236604765183,121.761141041963,106.306729223008,89.2920332513494,76.7032873831546,93.5560961385471,95.3791420705473,111.903063104458,91.5657641825704,128.847417869695,97.2165722434435,108.580034022076,78.2898355741138,97.5391701310172,110.751464237461,100.543406875078,106.774095895158,110.674993813714
118.035368803147,88.6717594632999,77.6693996892319,111.35214418805,105.32649977295,99.0147214595099,137.756655939741,110.458082166509,86.6447227080532,98.4811807915241,103.720869194754,98.2775933162594,96.4579379230125,139.078235122806,113.094955839616,62.9970732847195,85.7743596370126,115.212244106779,94.2622315783665,98.6351636909791,91.00061246146,104.75707045019,112.188953153315,106.200978116357,99.0903516525032,156.000277957449,89.8131312432108,142.782498369758,111.316081575443,96.2226811845135,87.3169997175703,82.1324238542471,96.7258927200499,106.656315795243,88.5975126552346,83.6475635764134,139.434032930462,103.501611674459,67.9406748594195,108.257225744874,93.3169004963172,103.394905755021,124.67919433924,119.677415016891,106.258399726835,89.6520656907221,105.294012080436,113.229211250166,118.649442632107,93.1889724345164,95.8260965919989,77.833748586837,132.342045247073,88.574196923091,125.42160110317,147.061121696791,90.5313045001791,92.2572787822643,77.0347402101598,68.7240419927172,52.2164642677695,79.3630049168553,98.8504523513624,109.2063012362,81.2856770557668,92.2673180207072,83.7714019405772,129.220410976173,99.2036136068003,111.950521952765,109.683095503348,97.2440380510976,97.9443341282029,183.810744080511,216.38765170661,90.2736296988612,124.62424127998,71.2816604647228,99.4109099774566,97.8425475912276,73.0923771631806,83.1609949360282,115.727657337384,96.731679170167,114.654075578512,102.589511558793,79.5911464673605,68.0011284433981,98.2450920114205,99.8876085642013,106.154498505307,88.0288593247039,104.545704142297,84.9671551474295,106.520632485574,84.894927762732,94.8465106291591,110.379316445687,112.226580749413,105.608331479146,106.757297270774
121.52425666217,85.7002127280628,63.6566623785881,103.241653461848,104.383742399621,96.7128099483079,168.297088674245,126.275891863279,97.1701440876577,94.8330237033017,111.875604385254,90.011583629506,101.470078362996,180.230761851291,114.273610478058,77.520970650218,84.5857757646259,111.517884815431,99.7115119335614,93.1244069834162,91.3682815892171,104.034833148814,118.104951004203,95.7252082022752,104.351182442067,182.366418154373,85.054188683906,163.64133165442,99.5986684777349,94.9580846695194,84.1880344358758,84.7692460822313,96.8479155997387,88.6976846726681,91.6055105083837,83.1530209014892,129.744913190484,109.65683552942,55.1450954627575,108.80412737961,89.4688940147568,104.812910115099,120.087510880266,102.695925440574,107.341779552984,92.365582448945,104.352392232892,116.656341840623,114.144608634657,88.1986406737392,96.7157361056349,84.8302405803122,120.849266918483,89.0410551655209,118.416524088719,138.35310986362,91.3621273782933,80.6527577642619,71.7139480047476,79.836498340292,60.69449648581,67.5723880557573,96.5405564578816,102.142705574251,74.6367612135793,119.983866355757,78.0236859385217,115.857183007797,124.992179532551,103.423125209639,117.210741077297,98.6544598255372,95.8102438798895,158.331166109197,215.666504275104,72.4729739583049,100.050108431178,58.9277780486352,98.6946394275302,80.885411430724,71.7163827793031,88.6271969637232,122.947661638428,98.9424875206921,102.585309722745,104.9341644873,60.7592333073593,50.4936785775742,91.0287675287832,102.726272689112,105.20521756541,93.4804509155594,91.0326905790522,68.2011123221779,102.046711125193,97.9194180648863,93.3634399528415,112.028086271124,144.298494023754,109.554499522556,107.723175587554
111.302281523249,93.0734810855361,57.8552250287202,101.341362189273,104.011583205759,96.7306020670215,179.484346083676,114.193753109398,113.074826284673,91.5878437624636,107.719924055353,92.6846661741906,105.05619876742,190.954255843918,106.109525399996,70.0880309629285,92.3351333844251,150.552203267255,104.28699214075,88.8193928120726,90.819813619657,108.189995457414,123.113596424375,94.4750095483033,106.292191822496,235.289580570103,83.4414606187898,153.032232466691,102.566758912971,90.247311832743,84.0621208763532,85.5316694653902,101.291310604563,93.2753972584842,91.5040818996362,87.5345543220903,128.167089875157,108.323279217997,49.3994159508017,108.60769127467,88.8907850358963,106.611427522049,118.484548336392,81.3381106826233,107.436415788906,94.2201758824908,108.56748823064,114.651954423925,113.485960400679,83.8238314218811,93.4358703624627,90.5307793604705,125.28880610608,85.2073330484568,117.527841274556,129.647861205561,96.8104670224797,65.9983132422549,71.2561237281935,78.4011667485595,74.2468517855342,67.6211777065136,100.338616401995,87.6879634990584,85.581081935555,121.626391084498,74.4258848258457,110.752627788487,134.243776451322,102.827789375385,135.48906481034,98.6588116685982,102.969381829249,114.421691592691,233.569559529603,69.6639310848654,96.172181443299,65.2251268569027,89.3301214889217,89.5292486863388,69.4732918525013,106.356380202935,129.636589100597,94.4271510541317,105.642419508511,105.528110965681,50.5209222124163,46.1232974600639,75.282501171378,105.538495133621,111.299949540603,97.4640172333022,96.9300141137278,71.5995888783344,102.543647217043,100.150250223931,80.1739738938976,126.464105698058,170.268315783901,109.99332835433,109.585609047723
116.907544344097,87.0682384170069,64.5675294880639,94.8686167045648,102.133918970725,91.3585311134842,160.099177776541,118.35159266127,113.129348371221,90.6813980704226,107.487000223614,92.5544350298914,101.460155421851,173.394481833145,101.764312334908,72.8110988454969,89.8187652347203,144.181262401362,103.858029647601,88.1086229539699,92.0641111196496,100.199920994561,132.371641748087,88.0967489162325,107.018309908405,238.937449818157,82.7041107315799,136.628111665562,96.7060167925175,87.9123703424617,81.4280755775961,89.1256898008349,101.620800357378,86.404590706234,89.0591894380551,82.8828660591295,118.079670323148,99.7977138234177,52.1133596993172,109.766856491599,82.6797572052471,103.631918901813,119.02310949278,81.9827858968388,103.33863374426,101.161111725229,107.390512747365,120.746598353598,111.027918957703,80.1159707148739,92.2217014419757,95.8075180929267,117.631338965669,84.2219137180638,115.532422670545,123.525899263695,90.2694390331801,72.0606096727744,70.5340929139016,72.0646652333388,76.8389690986034,73.040562029135,102.451747368805,94.5172551029638,85.1384247375996,128.308348659703,72.5596786805743,125.952566780273,114.941139528194,106.218202957124,156.619209636881,91.9126053131511,98.5048385335587,110.334349464833,217.949970626591,80.2054693689479,126.427180081858,57.2939125307414,103.76528810723,78.6427139858814,67.2033748925308,94.6693581658949,127.399839032586,98.3053182166936,99.6059065948719,109.142413965366,56.074873194624,50.611208147645,86.9864115694227,111.347930852703,116.48366658273,98.2879386533113,91.972115476346,67.087410261279,93.7658567349361,91.0675214875442,87.9084889450419,126.142241144144,152.264460782974,112.114792735408,105.263768605225
121.921885427602,96.3044283058306,62.2718205294302,93.1226396459838,109.396990877135,96.596737196869,174.261005212051,125.71611268889,113.931862609692,87.9112191547623,97.8985386892917,89.1910770446285,109.558574343197,168.21825749344,98.4846039568769,64.8579499264422,89.8105047642626,132.023148746855,100.533410040756,81.6563192778395,88.8948935082273,100.37017798286,132.596540127285,91.4743024211011,105.003813972655,269.586250851331,84.2204994163755,126.13594314119,96.3847370999806,82.3566724163728,81.117483250298,84.8909633098719,101.320287408217,85.6702763056634,94.0342331736597,83.3497784551064,118.263249177716,108.210467930226,51.9560823550963,105.771910363101,90.2953234766564,103.858115935374,119.385786954388,71.8767130468778,100.297179075355,104.924313437789,106.917680459894,117.956475865359,115.629285617315,73.0897786574471,93.2015145050431,91.7017961409788,110.078161600582,76.3974533913473,120.506187992919,124.895203763699,88.7701046631549,63.8422294453561,75.3527078210118,72.292684000661,80.1056002180949,72.2457802718648,105.326490882386,80.3377896588742,79.2062902659301,127.921127888145,72.0885905626866,124.745592544109,109.727034006635,109.231247314844,173.576425988993,94.3999113410946,101.132253926503,116.427132830711,233.215657071724,83.1825589652259,118.296196912527,52.1886115338113,89.2934687922418,83.7432312932604,69.7838973124052,98.7725881811263,135.824054915789,96.9911590015646,103.8169633918,117.589487016729,55.5948886484851,49.3733856531626,78.1531510034831,108.702026214289,118.130723350674,96.1464971959025,83.6194397319496,61.383338040633,99.2275932630937,89.6985139810625,77.6722626428005,127.889497864461,153.243956585007,121.587729905503,107.771286090024
124.988279777468,88.8152347946114,61.5863985115793,87.2816113868821,118.755543745818,91.731727041595,173.42034685867,116.582294968579,96.9546303529373,89.8854709105239,101.779167248094,92.8401143347316,110.631291291222,159.372260172343,96.2156210611572,72.0017466026509,89.9151612860589,122.79672020027,97.0977939650374,78.8658065211231,91.5976262209212,116.423273924919,148.268778192982,85.8812998070834,106.294048570827,310.890436899963,83.1241467122138,130.081631916412,87.9061010394524,83.6801933689169,88.3101431700069,79.1632519273774,100.811506526046,82.8448924546288,90.7423411232534,89.6535573433037,101.404365536728,99.8123859402024,49.7419551598062,107.50046076089,83.9192562897022,103.454930890706,120.770514808266,60.6541527232053,98.2873408932057,111.969824868403,107.772986261456,142.042802937078,127.503016350553,73.2063684676038,94.40657811576,81.7694344185146,98.1554002195305,78.6261015210518,120.925738631565,119.647157787939,105.61831157565,63.2722422305208,74.5495890133206,73.7294943840462,90.0503826645971,73.6816707767965,107.253239645452,80.0839377749977,79.9845621836747,122.469719860279,72.8368051112573,124.095037627645,109.924262454633,106.165185693676,172.843001202385,105.591691360738,108.935849497328,102.601460322138,263.281442716002,84.0250738355324,119.494337259069,52.4999849386131,100.517028734833,99.5159327722451,80.8000561856778,98.8392964505685,148.546682271669,103.779579216569,113.59138002783,116.413569765741,54.393834652589,47.812671563413,86.1822090866875,103.325620454102,120.285983886518,97.0330172448672,93.929836781444,69.2658032394126,106.42570875605,102.738849525668,74.7295588928662,131.757637321373,155.87274269727,125.886191223448,112.958853605476
