"BDN_AKR","BFS_AKR","CSR_AKR","ELME_AKR","GTY_AKR","HT_AKR","JOE_AKR","LTC_AKR","LXP_AKR","RPT_AKR","SHO_AKR","SITC_AKR","SKT_AKR","STAR_AKR","SVC_AKR","UBA_AKR","UHT_AKR","VRE_AKR","AKR_BDN","BFS_BDN","CSR_BDN","ELME_BDN","GTY_BDN","HT_BDN","JOE_BDN","LTC_BDN","LXP_BDN","RPT_BDN","SHO_BDN","SITC_BDN","SKT_BDN","STAR_BDN","SVC_BDN","UBA_BDN","UHT_BDN","VRE_BDN","AKR_BFS","BDN_BFS","CSR_BFS","ELME_BFS","GTY_BFS","HT_BFS","JOE_BFS","LTC_BFS","LXP_BFS","RPT_BFS","SHO_BFS","SITC_BFS","SKT_BFS","STAR_BFS","SVC_BFS","UBA_BFS","UHT_BFS","VRE_BFS","AKR_CSR","BDN_CSR","BFS_CSR","ELME_CSR","GTY_CSR","HT_CSR","JOE_CSR","LTC_CSR","LXP_CSR","RPT_CSR","SHO_CSR","SITC_CSR","SKT_CSR","STAR_CSR","SVC_CSR","UBA_CSR","UHT_CSR","VRE_CSR","AKR_ELME","BDN_ELME","BFS_ELME","CSR_ELME","GTY_ELME","HT_ELME","JOE_ELME","LTC_ELME","LXP_ELME","RPT_ELME","SHO_ELME","SITC_ELME","SKT_ELME","STAR_ELME","SVC_ELME","UBA_ELME","UHT_ELME","VRE_ELME","AKR_GTY","BDN_GTY","BFS_GTY","CSR_GTY","ELME_GTY","HT_GTY","JOE_GTY","LTC_GTY","LXP_GTY","RPT_GTY","SHO_GTY","SITC_GTY","SKT_GTY","STAR_GTY","SVC_GTY","UBA_GTY","UHT_GTY","VRE_GTY","AKR_HT","BDN_HT","BFS_HT","CSR_HT","ELME_HT","GTY_HT","JOE_HT","LTC_HT","LXP_HT","RPT_HT","SHO_HT","SITC_HT","SKT_HT","STAR_HT","SVC_HT","UBA_HT","UHT_HT","VRE_HT","AKR_JOE","BDN_JOE","BFS_JOE","CSR_JOE","ELME_JOE","GTY_JOE","HT_JOE","LTC_JOE","LXP_JOE","RPT_JOE","SHO_JOE","SITC_JOE","SKT_JOE","STAR_JOE","SVC_JOE","UBA_JOE","UHT_JOE","VRE_JOE","AKR_LTC","BDN_LTC","BFS_LTC","CSR_LTC","ELME_LTC","GTY_LTC","HT_LTC","JOE_LTC","LXP_LTC","RPT_LTC","SHO_LTC","SITC_LTC","SKT_LTC","STAR_LTC","SVC_LTC","UBA_LTC","UHT_LTC","VRE_LTC","AKR_LXP","BDN_LXP","BFS_LXP","CSR_LXP","ELME_LXP","GTY_LXP","HT_LXP","JOE_LXP","LTC_LXP","RPT_LXP","SHO_LXP","SITC_LXP","SKT_LXP","STAR_LXP","SVC_LXP","UBA_LXP","UHT_LXP","VRE_LXP","AKR_RPT","BDN_RPT","BFS_RPT","CSR_RPT","ELME_RPT","GTY_RPT","HT_RPT","JOE_RPT","LTC_RPT","LXP_RPT","SHO_RPT","SITC_RPT","SKT_RPT","STAR_RPT","SVC_RPT","UBA_RPT","UHT_RPT","VRE_RPT","AKR_SHO","BDN_SHO","BFS_SHO","CSR_SHO","ELME_SHO","GTY_SHO","HT_SHO","JOE_SHO","LTC_SHO","LXP_SHO","RPT_SHO","SITC_SHO","SKT_SHO","STAR_SHO","SVC_SHO","UBA_SHO","UHT_SHO","VRE_SHO","AKR_SITC","BDN_SITC","BFS_SITC","CSR_SITC","ELME_SITC","GTY_SITC","HT_SITC","JOE_SITC","LTC_SITC","LXP_SITC","RPT_SITC","SHO_SITC","SKT_SITC","STAR_SITC","SVC_SITC","UBA_SITC","UHT_SITC","VRE_SITC","AKR_SKT","BDN_SKT","BFS_SKT","CSR_SKT","ELME_SKT","GTY_SKT","HT_SKT","JOE_SKT","LTC_SKT","LXP_SKT","RPT_SKT","SHO_SKT","SITC_SKT","STAR_SKT","SVC_SKT","UBA_SKT","UHT_SKT","VRE_SKT","AKR_STAR","BDN_STAR","BFS_STAR","CSR_STAR","ELME_STAR","GTY_STAR","HT_STAR","JOE_STAR","LTC_STAR","LXP_STAR","RPT_STAR","SHO_STAR","SITC_STAR","SKT_STAR","SVC_STAR","UBA_STAR","UHT_STAR","VRE_STAR","AKR_SVC","BDN_SVC","BFS_SVC","CSR_SVC","ELME_SVC","GTY_SVC","HT_SVC","JOE_SVC","LTC_SVC","LXP_SVC","RPT_SVC","SHO_SVC","SITC_SVC","SKT_SVC","STAR_SVC","UBA_SVC","UHT_SVC","VRE_SVC","AKR_UBA","BDN_UBA","BFS_UBA","CSR_UBA","ELME_UBA","GTY_UBA","HT_UBA","JOE_UBA","LTC_UBA","LXP_UBA","RPT_UBA","SHO_UBA","SITC_UBA","SKT_UBA","STAR_UBA","SVC_UBA","UHT_UBA","VRE_UBA","AKR_UHT","BDN_UHT","BFS_UHT","CSR_UHT","ELME_UHT","GTY_UHT","HT_UHT","JOE_UHT","LTC_UHT","LXP_UHT","RPT_UHT","SHO_UHT","SITC_UHT","SKT_UHT","STAR_UHT","SVC_UHT","UBA_UHT","VRE_UHT","AKR_VRE","BDN_VRE","BFS_VRE","CSR_VRE","ELME_VRE","GTY_VRE","HT_VRE","JOE_VRE","LTC_VRE","LXP_VRE","RPT_VRE","SHO_VRE","SITC_VRE","SKT_VRE","STAR_VRE","SVC_VRE","UBA_VRE","UHT_VRE"
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
97.2914881161724,97.9920815502463,98.4862515607201,107.527411283378,103.257828627688,100.645364840918,99.8194149206483,100.314444586628,100.140315080042,98.6195444648338,102.396074870498,102.001581730698,100.429298353842,98.9476330435129,100.767315575255,104.161387262825,96.3796662626784,100.62770797607,104.465622750759,100.829905925755,101.346184358792,102.060651691092,103.863371352585,96.4717588131789,97.0121908189965,97.6830206394656,100.33910106613,101.776079458729,101.958332795716,99.1269837131258,104.263015753005,99.4411936204368,102.622909194952,104.014659513845,91.651640003706,100.781352286546,101.93955094358,99.0684184929418,106.687610613802,98.7594304412652,98.8576045067256,97.2407256844405,105.258404350418,104.040690450635,103.225916284375,99.1887553757702,102.203006391926,102.982813656805,107.862651701944,99.7471564370723,98.7408848736055,105.47724338708,94.3951908882442,101.13046158886,101.475275402319,98.624555447456,99.4571455378073,100.66629126515,97.5687475938943,97.7791167691316,101.594367561598,96.3543379001893,101.274973992321,100.205205209522,99.12496409644,99.468417775293,98.0019321299143,100.271570293449,100.678407667999,98.6436576089693,105.128843075908,98.6161318115764,100.721529247328,97.8746072112105,98.7594739136934,99.2010457850201,103.364614430728,98.4199192929468,100.827187147083,99.8385366571524,100.553663365989,106.115141513012,98.3406643069838,106.23603379336,97.2726313182364,100.199670493813,99.9501211707844,97.9495162326917,104.237973238573,102.40712620301,103.940177235178,101.019582583525,101.924787557225,102.392076845696,103.443754672541,95.4016557066009,103.342097311236,98.7048898562897,102.193049160823,102.64475683183,101.521302971831,102.269894015998,100.414544695987,102.964891347901,106.37469542934,101.063061148105,95.4566223710965,100.9899707161,99.2520741785961,96.4716823706667,97.2407256172386,97.7790420524699,98.4199428238586,95.4015962861057,99.4064485832488,94.2221637733246,99.0617381615307,98.0345649518374,96.9692742257441,97.3080587477968,95.8530987568836,97.497930208364,98.5103345210386,96.4495610867114,102.81164023038,96.4797876948112,99.8193856213541,97.0121977424118,97.8279466667051,98.3143662055059,99.0124911432753,102.149676115725,99.4064465372538,94.7528858259275,104.409541261159,98.5632993819382,97.4938122158117,99.9430048127536,96.4063631083741,101.19881092705,99.0640393630154,97.020350245688,98.2011673833692,97.0040871422502,105.270420048707,102.310900111254,103.176308633672,103.704657694768,104.098454722593,103.601450997522,94.2221380580058,101.119436402823,100.038734523724,102.908522870056,103.171789590956,98.7150750124614,104.286805680175,97.8326079629754,95.6623125269871,110.342349526347,91.5160393103019,104.702351629838,100.140324776037,97.3199880463401,98.1653161108915,98.6315171413082,99.3758553638319,96.3033049458935,100.286058945142,104.435725859742,95.0761614370035,98.8959101276776,97.810419389062,98.169971479626,96.7329645099858,98.3256013208998,99.3489819475562,97.3491958377211,104.247269715214,97.3070557293991,101.202272472156,98.3719847113383,99.1887132154647,99.6945228800819,100.406683501452,97.3106218708545,98.0345855395684,101.3327931632,96.1013528691549,101.028440962505,98.861175638132,99.21214309275,97.7465985519997,102.927607560795,100.428331992037,98.380147982419,109.413517722855,98.3760447209955,102.334649703918,99.4648769129424,100.278231089485,100.813624460975,101.843674624819,102.996244273053,105.146227416514,99.4799274769532,97.1494298947106,103.638586817919,101.060318636172,101.2590526792,98.8318134233707,100.513179941764,102.852503299577,99.4670505818986,96.9264328460144,100.762744008957,102.001599173734,99.1269558831828,99.9519330387472,100.473707323231,101.181796050938,103.135951832445,99.7699062747288,100.938333694884,96.8371458064107,100.050477501586,100.728401937124,99.6358385585234,98.5276089540013,104.158432501421,98.7848768183483,99.1409619412406,94.5076772329704,100.917748435156,103.490053739739,100.56601885572,101.430331513298,101.931190423922,109.284632973107,103.282164805819,95.8530892824597,102.541903864804,101.642845408295,98.8071966560636,100.792011205946,101.722557487486,98.527601638053,102.770150187776,97.3196417099075,102.141298762687,93.058708998841,101.779146573211,101.79316389141,98.9333964135209,99.7470859424303,100.271564208006,100.966619583471,97.8619320061197,97.4979369224212,101.935189516728,96.644565606528,101.588594433023,100.529420722926,99.4442611828542,99.7834267122989,98.3038958657025,101.011820899795,98.9289385760931,105.453693958986,98.9331005245219,100.767300965886,97.9348240321638,98.7408947659712,99.2606862008524,99.9500818117526,96.8645788399736,98.5103423888308,100.909518636121,95.6623137068063,100.574691968282,99.5213646477852,98.4370712523421,98.7848818819283,97.3196497477068,101.284977050665,97.9386145067315,104.777536190818,97.944850199745,102.813427005492,99.9101425592863,100.7899736977,101.169509263301,101.876001335454,101.255987831178,96.44957159129,104.750757752339,98.3333631526842,102.61404074377,101.690759308235,100.399222773439,100.858231507511,99.2972622772215,98.9289223130126,97.9385821511556,93.5659914315578,101.769339623794,96.3796960570781,93.6371983670188,94.3951768720103,94.9263394975393,95.6147724257764,93.4502095623858,103.148155615122,96.4760934528736,91.5160276374391,96.1876581479203,95.138597172845,94.1100492820718,94.457881891195,93.0587286741243,97.5898072838507,97.934231106766,93.6590185848691,93.6498107196521,102.86901902823,99.9749300166076,100.802611404187,101.331772726841,101.718817799162,105.327837723493,96.455276436288,102.42317661818,97.6752097878228,100.392228895561,101.577461781996,105.901487542521,100.917716000742,103.525479842643,98.907913459949,99.5540502995687,99.9857981030903,93.2733813600756
94.566551935452,95.7261535294297,105.137519845376,109.402380143078,110.449492604118,101.15111617984,99.4268436454368,108.250864040481,101.629152637672,99.70632578176,104.103262174908,102.991600077363,98.6697008282996,103.51105815702,103.130864293074,111.867052957777,98.8046399027952,101.457329821216,105.837971449957,101.307167942872,105.582344558966,100.973847661726,107.434384772649,103.664142341779,93.9607384218175,104.767253579771,99.0390404899937,101.550497412812,104.599748229194,99.2087109248244,105.357512234213,97.7614292176886,101.521708364461,105.360024859006,91.3603618264376,96.8825783478097,104.278537660203,98.5407181945439,111.186552294315,98.1819626631078,106.500153607575,99.9246882927716,108.732296640283,109.324084099548,103.481506740939,99.0165960126611,101.955274552972,111.127974314056,108.434365600763,99.0169103689647,98.7415510209828,113.153280478081,94.5376186587132,104.917286421849,104.305320840461,98.5625567752813,99.911465340692,104.474041950772,98.5221039633287,99.9481978462582,107.409691571031,102.376726150522,103.073588071621,100.781893966506,99.3475925203652,99.3037355700297,98.9734487048138,108.600621702149,105.978587721811,101.692117454732,105.307862011978,102.061183153014,102.477813975644,96.8366513725368,98.1819752238694,103.673740074108,103.296299772418,102.596715457335,104.590963030531,104.957464421218,104.668537201055,106.272767466749,97.5826434213721,104.994083714097,97.268399261238,102.558187517776,100.446734428801,99.9038220692411,110.194846926994,104.923746552473,105.761299826084,99.9303448839979,101.328256232954,106.413862228275,106.689186970156,102.123044843584,104.083401292089,106.046253566866,105.821013909229,103.874940160797,100.728540644804,104.802942595821,100.398482081983,104.02203074465,106.928750944164,107.929232669518,96.1300058746373,102.259061508206,104.385396258261,98.6432519832179,99.9246435523278,99.9481071202754,102.596791302428,98.5490861369005,104.90270659874,102.414964383935,104.60852740207,100.890161316541,99.4579645314026,99.3919585454897,99.0520236188819,101.044559969001,100.065412347583,101.662995250186,105.378816970962,102.193798998385,99.4268737950758,93.9607534912345,95.2064075960531,104.944887352838,97.5206662652086,99.9122639957407,105.57617018872,97.4836182596573,105.186558261573,96.0423624629971,94.7066103623266,96.7058838302148,94.3772957638679,100.264795699078,97.6594687250878,96.8722845503965,102.009366226859,97.3053360369852,101.701696507611,96.0565122119927,101.822344536079,100.115341764502,112.974381285535,106.698080762352,99.9904245618845,105.467409799587,104.932011354989,107.258817587967,107.123391799185,99.9206781533149,98.9887061939623,103.207207894213,104.183080123679,124.382787067547,96.9989352013269,106.343972007344,101.629182909841,96.0590848028482,97.341227577165,101.885577414855,99.114980278554,95.983437815247,103.997567913783,108.965527303985,99.7267762680686,98.2084998883602,96.8266949840848,96.8003472318952,96.4992309811742,97.762718427809,97.7157920202074,99.0611699642791,109.044946020561,99.4564111125737,103.407337918725,97.7286574825075,99.0166311581895,103.856379955878,103.759428983769,97.639823560956,100.890200320653,103.890196865199,101.503827477649,104.509394600427,98.5165041905466,98.4566764640941,98.1421119264718,107.682231732128,105.19445220112,100.764699926986,108.953950124523,101.733237307015,110.609927551812,99.0708431405598,100.374483729561,100.322145719234,101.482278313699,103.721552434256,102.064834744244,96.6359045188635,100.536087103846,102.596252149443,101.295423598915,103.896963358494,99.514000919046,99.14635878368,102.508000515014,110.842918451013,96.9059867138279,96.3598984164403,104.971790328108,99.2087012751616,100.515017662147,107.87810188113,100.998422917582,109.82126567641,104.733783086496,99.2040963903612,103.819684642407,98.6546970234672,101.016669828439,100.006872325573,99.6744377698071,102.682612181346,98.2039140832334,104.705474080799,94.102866444123,100.549737365653,104.243132654735,99.4408654032661,105.894550419492,104.061737800077,109.279848288063,103.265616339791,99.0520405781144,100.383688354009,102.773912214386,98.5684539578608,101.199846574536,109.912466010666,99.674462726925,102.298965437478,97.8985983462075,100.045577972302,93.7690770282436,102.800492026548,103.804740331497,98.0967124414303,99.3934363924825,108.754953046801,102.414081266377,98.0129375679312,100.518129078568,106.715529606068,101.845159504871,102.105565930494,101.078949429467,98.9256654156185,98.8545679848543,98.5478229808677,104.153365594054,101.12559081997,104.78002279882,101.602867221814,103.130843919756,97.4488302398355,98.7415878223972,106.182032568317,101.649729533601,97.3690610896314,101.219379357405,104.341931550731,101.172855847213,105.647537889595,99.9974012467015,98.2630685874474,98.2039080057025,97.8986266810218,104.240055694009,100.460429829295,111.345170142922,100.61297664758,102.483368465618,96.8251968578706,98.1582220625352,100.633308364051,103.908716771547,106.023559716691,101.663025443777,104.941733329398,104.167928912058,108.032724003575,106.072603920572,97.561950068522,101.565317457059,97.2599731109023,102.671942312909,100.460374554367,96.142904760539,103.486330532405,98.8046256253055,93.3396582618796,94.537628769976,98.5861548225292,98.4106106627305,94.1094236477213,107.917668444212,98.2953623363633,96.998948755259,103.203568516394,95.4481854381952,94.0901421420053,94.0532860886814,93.7690881674609,102.574836560531,99.7520525750156,96.2385042546615,95.9022241362489,102.134250019666,96.4986893787063,97.7730296004917,106.72209562472,102.536308700409,105.81211511409,102.301469997005,103.756861424369,103.005321759373,101.569070860327,100.897772259312,103.356062197531,99.2497047116471,101.0112614342,102.259233334916,101.381279280189,100.42065575506,95.5167357143003
