"Date","MSEX_UTL","UTL_NWN","MSEX_CWT","AWR_CPK","CWT_UTL","AWR_MSEX","CWT_AVA","CWT_CPK","SJW_AVA","SJW_UTL","MSEX_AVA","SJW_MSEX","UTL_MSEX","UTL_AVA","AWR_AVA","AVA_AWR","CPK_UTL","AWR_UTL","SJW_AWR","CWT_AWR","UTL_CWT","AVA_MSEX","MSEX_SJW","CWT_MSEX","SJW_NWN","MSEX_NWN","MSEX_AWR","SJW_CPK","NWN_CPK","AVA_NWN","CPK_NWN","AVA_UTL","NWN_UTL","CWT_NWN","CPK_AWR","UTL_SJW","CPK_MSEX","UTL_AWR","NWN_AVA","CPK_AVA","AVA_CPK","AWR_SJW","CPK_CWT","MSEX_CPK","SJW_CWT","AWR_NWN"
2008-07-07,146.329250600847,135.850209543317,131.110859707371,109.665149206145,121.178938738206,124.72049381658,105.39778799743,173.983790042177,66.7449864975362,64.7196339392758,126.348576807119,104.901209554599,146.410578287373,104.139005262659,103.736304284204,101.576984218152,98.8260512095539,107.985560227952,102.021695156697,117.257122413454,169.999540086976,94.9167371311225,108.411161406516,177.570048147385,107.037663902306,140.302730174261,122.174143245884,125.673306735325,121.728116293229,90.7355984170595,123.952192680967,81.5951288162453,122.526775275557,130.120737370964,90.9355900189447,120.04136806114,132.465297738112,103.800610459996,92.9344630570051,81.5814543985782,111.473271258952,164.147768487539,73.6668930352686,150.536163915059,106.706224617745,109.676363711121
2008-07-08,148.572276996703,136.266798567208,131.898832373163,109.953175132645,122.30824489618,123.557690908104,106.459971649427,174.10339987378,68.2316611405841,66.112095833612,128.381221706105,105.550164617746,144.166327791055,104.21802251052,104.437987016976,102.264052023183,99.6790510709033,108.634045051543,103.604000551278,117.645657717718,168.41531095389,96.443676479996,107.740450159291,176.502914323053,109.668850511434,142.88359205493,123.313205018228,127.292415374033,123.152077361297,90.5262146433706,125.402153709688,81.6570607888385,122.902454233302,131.73232929341,91.1744205892927,117.458703635996,131.578223602136,103.177270725091,92.7199699820702,82.3475349909483,110.426480770286,166.693674359439,73.6162688837283,151.544310860945,108.007606386041,110.671339971422
2008-07-09,147.675743256457,135.485246198418,130.888180953098,108.613162408863,122.507296530475,124.02981771908,105.80252575917,176.893884713461,66.7490078985812,65.1913798605347,126.604735694262,104.717156317742,145.036244822728,103.404810056404,103.391934209208,101.239790491227,98.2436579868875,108.393634944827,102.390457457387,118.097509933524,168.141231173956,95.1091827574845,106.890130710518,177.855253083953,107.512547039034,141.201876027259,122.842002275191,127.352708261332,120.672337144938,90.3390524144588,122.877116785472,81.0198881717749,122.197548105663,131.191221283329,90.0632368439074,115.822933530636,130.477417071658,103.40560024339,92.5282472678396,80.5191518882606,107.974682504442,164.741066222311,72.4363664313538,152.812108541087,106.327669718765,109.791622396627
2008-07-10,147.399189180964,135.191591832643,129.459290786863,109.44505699739,123.615289653369,124.651067598882,106.482322465322,176.584085962562,66.1760627722498,64.8025395558831,126.036066781364,104.288646624556,145.307866077405,103.13398628049,103.445398522557,101.292150922863,99.3043003815661,108.733595486444,101.458621998898,118.795221201567,166.62045228485,94.6819571450143,107.327520386642,179.796885225473,106.638203040782,140.631401309329,122.226686630936,125.218270371159,121.713490282049,90.2982540855008,123.937301645219,80.807687713358,121.932667651812,132.09336798988,90.7531034773918,116.513771480665,132.130308424925,103.081276046585,92.4864908707527,81.177525080682,108.857538788034,163.241808483558,72.5632253756739,150.876254116521,104.731814402834,109.897973702239
2008-07-11,146.055951687314,134.954868318903,127.080888329825,109.934306459194,124.759798011896,125.747281030116,107.491808485218,177.485972543695,65.3424428160522,63.9718888080662,124.915357661927,103.902265474108,146.632087348011,103.156786074174,103.435281988535,101.282223239756,99.7165117349455,108.698898623965,100.190468031355,119.933008410058,165.077795614753,93.8400349772485,107.72518077545,183.100143818416,105.084604047056,139.10360471175,121.151834814771,123.093395184885,122.005680310041,90.4763609705573,124.234782807943,80.8255629408721,121.719187978709,133.085120392462,91.1587793424222,118.007228283744,133.882968237779,103.114142615681,92.6688804815762,81.5324722200532,109.333492478438,161.201464747274,72.1925814791249,148.874936507504,102.419630252332,109.670517330624
2008-07-14,145.07125437,135.992680375786,127.232170324928,109.557856547862,123.770238374324,125.711838446856,107.540669182234,177.932523777514,65.0569601995066,63.1558639863785,125.120894816775,103.277380660759,145.643596412072,104.021971669954,103.576283008686,101.420314582178,98.6746785801109,107.935461194834,99.6161402993791,119.824034461115,166.387169312384,93.9944571241047,108.373064431422,182.882158733831,104.552274892346,139.235570446673,121.185976397856,122.809244255883,121.66921863731,90.5393529672394,123.892192590303,81.5034254419149,122.655250440592,133.052938968116,90.8466491908094,116.501899427392,133.386740775822,103.838408956802,92.733433715069,81.3644430664032,109.108142012383,160.277319262521,72.0109703263086,149.426743272754,101.925562528865,109.743639847519
2008-07-15,144.040916606791,136.858492799141,126.196316036174,110.970075869515,123.898821705353,126.063454451472,107.981005319809,176.58980496057,64.2603918339159,62.1896126132466,124.614544021852,102.430736984567,144.60911556588,104.339808356821,103.44686683732,101.293574952974,99.5217838633466,107.470793868294,98.5208662236645,120.464454055864,166.214317444883,93.6140764355547,109.261434457753,184.371108792515,103.618316423793,139.133104285874,120.846990223329,119.875994562244,123.488315685232,90.2395727208109,125.744563468544,81.7524635445514,123.436135370095,134.038263441825,92.0176623217871,114.71948450281,135.47922707677,104.285427516618,92.4263917513122,82.3115568499709,110.378213034375,158.515183943801,72.554359522759,147.082591761207,100.26021041786,109.969854748859
2008-07-16,145.302587531155,138.215370016643,126.865656392761,111.832174885801,124.326926067835,124.898766691166,109.072645367542,175.912900395201,64.8527974415602,62.3491061625395,126.535249444886,101.796271439388,145.87581856682,105.034083660952,104.085548597761,101.918971560026,100.247225468708,107.419196256704,98.8209052621771,120.938500317617,165.639995504947,95.0569819256129,109.938246883913,183.393185977414,104.911381990429,141.731230015479,121.963534780671,119.309699917208,125.612771413093,89.9453690796282,127.907803510049,82.296467537103,124.659921644706,135.83031503701,92.7325320931133,115.013685095194,135.280016611492,104.335512163881,92.1250621307895,83.4592350470781,111.917204290485,158.997825540171,72.8324905131811,147.298901780053,100.170941376157,111.007377645391
2008-07-17,146.003058900404,137.455121805139,126.571210050891,110.954468252732,125.214789212382,125.35523057383,109.269403161389,177.05890140079,65.3619676297354,63.1713756175182,126.469905498754,102.648044895103,146.579042139643,104.473486470612,104.412200315078,102.238810977927,100.310052530606,108.329598028892,99.2866028746072,120.77718419745,164.457045354819,95.007877171516,109.018309548689,183.81883842905,105.717916004648,141.634826037057,121.5177500249,120.808410467807,126.224979032137,89.9600747293896,127.284420328967,81.8572141394067,125.34560262499,136.053203454593,92.0046937906014,116.53055689869,134.712723389561,103.451190574755,92.140107761267,83.0661160323283,111.390032128249,159.747180965721,72.3580100027833,147.916604575512,100.776659297456,111.337614170869
2008-07-18,144.782310918947,138.741603645902,127.087438174928,110.120033837067,123.657213530432,124.928745224027,108.5031442554,178.270753335435,65.4161897119939,62.8809917650521,126.098809458457,103.034408618608,147.804611126222,105.040437229904,103.750584676391,101.590958535251,98.3756709319598,107.05530574145,99.9981064216731,120.695483011712,166.502802294122,94.729077621443,108.607978156447,183.069145603052,106.221361477539,141.776223764642,121.93122877602,122.582686304444,127.477725190366,89.6062974527796,126.021170433253,82.3014322325741,124.17243914819,135.634134619855,91.3127367005109,115.99480698239,133.241234698503,104.668119201759,91.7777554867614,81.9150682898572,109.846481187605,160.891947072502,71.8627761710266,149.532284866354,101.567000481285,111.069966233735
2008-07-21,145.363924723714,138.764291298984,126.704860866853,108.829157923875,124.526188430901,125.607538434981,108.830494786193,179.928592945311,65.2180460717038,62.9427111860517,126.099605755134,102.721674314357,148.39836050568,104.619171834179,104.31498609488,102.143607148538,98.1521729924841,108.067031002,99.1512407337828,120.40304244669,165.332724752168,94.7297012416313,108.937655452845,183.62027120233,106.342974142614,142.368958857307,121.268689179793,122.981542910517,127.746573838234,89.23228313332,125.755430457781,81.971374326315,124.152164814447,136.609438088071,90.2423714661116,116.108728504005,132.403274987154,103.678963881237,91.3946856960309,81.4004009664631,110.536601707275,159.529402400756,71.1944901725526,150.472723905558,100.952932615915,112.137740562114
2008-07-22,147.486652859629,137.227678460237,124.933878183993,108.878240130281,128.085133731044,125.608597008376,111.940858552551,182.360736442479,67.1133019222919,64.7718558376497,127.941019526864,104.206752566747,150.565372386036,104.619171834179,105.83913578118,103.636064948543,99.6305939405708,109.646024703094,100.583870439045,122.08492604041,160.607495603474,96.1130293533158,107.36271043945,186.186714262995,108.255729883215,142.871395410295,121.267630448406,124.702967127658,127.236953918226,90.2204078279094,126.257089443253,81.971374326315,125.526959734098,139.001016351652,90.283071514306,119.482836622057,132.46414547979,102.164055123765,92.4067383544375,82.6264977968105,112.201559042712,161.834361469637,70.2321380521531,150.40350149201,101.001406659519,112.534480923645
2008-07-23,146.909298385586,137.449711721036,126.265720661568,109.641056463634,126.218346727591,125.715961174875,110.143996259815,185.42649540445,67.1394486034411,64.8927367722136,127.251190696255,104.809185678126,149.976020084167,104.46464555546,105.178059544135,102.988691090749,99.8534410766396,110.168945964241,101.251349967452,120.887864126109,162.948326281659,95.5948265986398,107.983397496216,184.201926052973,108.632981239007,142.543319301791,121.3713159222,124.656830698204,127.7274686661,89.9411409053867,126.74377149424,81.8503024543076,125.730083810405,137.2000500965,90.915611423298,119.705870802542,133.278966807867,102.651368365072,92.120709032391,82.6892655651135,112.286816848877,162.908356656023,71.412814514892,149.47840651958,102.662015439168,112.88909676373
2008-07-24,146.222202322308,134.765215041508,125.315932429542,107.337810622439,126.577452093036,123.966706329326,109.413946971064,188.136491005869,67.0492224971041,65.4202965594571,125.450596029209,106.151421317937,149.274564577826,103.475040653059,105.15325602728,102.964436534518,98.6781740558249,111.186597380782,101.139130826868,120.11507236944,162.484742112903,94.242108598103,106.600539641574,185.587486620059,107.394413510755,139.092649763745,119.68248745308,127.137369864893,131.725402644477,90.8457330517091,122.776646798108,81.0748991350894,128.185665675164,134.910710388231,89.0057341932473,120.678972880625,132.333707505878,101.703084852682,93.047240133186,80.9327023478265,109.901544592227,162.727791459562,70.3691564048804,150.538583721162,103.204513815471,111.727069848722
2008-07-25,147.599412107171,134.223094131241,125.004146007194,108.83740721943,128.084498213128,124.305658728231,110.474290728015,186.490559546229,67.7934466772663,66.2913585882521,126.354209408795,106.565038901215,147.868607799311,103.245795574359,105.623157352304,103.424561054104,100.716376842369,111.929802419675,101.809792531972,120.74230509736,160.550128340199,94.9209380045061,106.185142051966,186.049195630411,108.392394169382,139.84317918229,120.009741733584,126.204227527986,133.916321666782,91.0098831985176,124.818737095606,80.8952786437397,127.6700225873,135.974375088045,90.2491875046348,119.072077843736,133.820618021026,101.023259407557,93.2153919342813,82.4250753356658,111.928059532257,163.806851333306,70.984772749873,148.847034168496,103.349906574582,112.024475259435
2008-07-28,145.409485852165,136.524395826348,122.91871318414,108.651625813144,128.320907939568,122.834811881715,110.937625493879,187.713428035981,68.0432582546954,66.3799318289907,124.77623917315,108.288554806799,150.062529567087,103.488249783042,105.55385904975,103.35669318977,100.241812723567,112.266121103724,102.251767778443,121.327961096099,160.25384603237,93.7355414735336,104.467789980003,189.153003605602,110.395613102256,140.165946425734,118.589770789999,126.967494256218,135.581330984211,89.6632694853333,126.370637193207,81.0852743581319,129.858884448424,138.556600290207,90.0951462180623,118.912951824952,135.175607765789,101.326808940448,94.594689264669,82.2302839685062,111.663560421475,164.517905801576,70.5193008076086,147.339881344533,103.297248338697,110.440416594073
2008-07-29,147.75395695599,136.124607348732,124.302208435457,110.250016072935,128.945602906038,124.358696871198,110.896417880089,185.167979694479,67.0349662652494,65.7440837051259,126.134267905459,105.505298835305,147.643077918913,102.946054733977,105.393165012771,103.199378654105,102.089083977316,111.848816245444,100.892202788953,121.467594074041,159.473686512184,94.7557335258913,107.152832081697,187.024098372171,109.014807138404,142.015381037189,120.060997049144,123.411518902292,133.479877794428,89.4560669946143,128.329320092263,80.6604317061154,130.239175301621,138.825348947144,91.4205572190598,120.05204468277,135.487193475754,100.950178963385,94.3761435914194,83.3148062169913,113.136287575062,162.330484659363,71.4755487930819,147.000329640716,101.80494405397,110.353344376999
2008-07-30,142.291858538359,139.495586352293,123.019747040504,112.708756599727,125.509125523412,122.813667992144,109.010198288699,180.648311294086,66.1268735347176,64.2196016181134,122.68753722356,106.959107649662,153.10109867369,103.938627560917,103.82262830616,101.661510543137,101.860250522482,114.593941306461,101.028966468345,121.211687883379,163.723766074072,92.1664457913201,105.676341283238,188.953656971614,109.186681553966,140.282341447855,118.56935694648,120.826434136518,136.48620095183,88.1032601811098,131.21961993068,81.4381263188755,133.46445267222,138.563510123783,93.4594056119796,122.835798899697,140.192128533951,103.427848288224,92.9489244408628,83.9313152649124,113.973480449973,162.550476376297,73.2201763159281,141.895594284298,102.157418785766,110.328960302595
2008-07-31,143.373581892814,140.348876146192,120.737860712354,112.141436637606,128.791368099094,122.554788037895,110.043465072838,184.527726781458,65.0564763204633,64.2507831031819,121.574665049363,106.197938669731,154.264988337213,105.671596544789,103.099722982539,100.953665080379,102.336581168619,113.481234296066,100.097000465066,123.204531284073,168.005380820392,91.3304304908489,106.428377689109,192.458617077741,108.57179746266,140.490653622993,118.319409926929,120.32008479587,136.28956640571,87.173272697737,131.030597698814,80.0803609065269,132.648077053833,141.339535144239,92.9889475608184,122.895421364881,140.602323682612,104.432127827372,91.9677556919053,84.9381910329482,112.6062006677,161.051060009629,74.792567661452,142.310728815686,99.5354758431303,109.93253195424
2008-08-01,146.471651959255,142.740775110589,120.875424539557,113.876983930253,126.155129362228,123.522005562482,108.948777006851,186.137601803565,65.6764144593012,65.5390818880429,122.922623529045,106.03251133339,157.59847533727,106.783398873062,103.429168834571,101.276221079671,105.32412587467,111.924670863679,100.731090100674,124.036522433623,171.444367859887,92.34306370873,106.594177127795,192.677985195607,108.898411203504,141.132202459638,119.253209302084,119.220094873987,137.945568887716,87.7417127480255,132.622686266984,79.2377939166125,130.387406373571,140.855249772958,94.4281295515387,125.359577370724,139.535929754185,105.864573710122,92.5674967057558,83.352263894704,114.708718062129,162.071183755765,75.4450547787804,141.23142586065,99.4938315541936,110.298174906535
2008-08-04,145.856561909688,143.613358694418,121.234841935146,112.557729207322,127.060076831609,123.737553046403,108.954227825498,184.209957205059,65.6722652857001,65.0680852160094,123.281935267226,105.715817397154,158.260323220549,107.544003634941,103.551066349225,101.395577163198,107.170377917335,112.590031725315,100.605955985081,123.884082551936,172.6742002021,92.6129736606393,106.912517855261,193.250903992704,108.781536427551,141.402190941609,119.461240956394,120.453178773462,136.370771669305,87.8303348341941,134.136707289327,79.8021697025064,131.184453017143,141.004567957702,95.5220882736028,126.260449623311,141.395845205178,106.493841284058,92.6609675782251,84.2196187500086,113.515001594773,161.869868098413,76.2263632533827,143.113928271606,99.4925382025951,110.279567003982
2008-08-05,148.270336673238,142.515818668153,119.331909904969,110.362782326126,122.962971865921,121.295404921933,107.511376449911,181.361729554711,65.7983847717186,66.429515843941,122.97946792833,106.178228355432,160.879379630182,105.500380933832,105.340640725849,103.147962715507,108.969161266349,108.50465580996,99.0604847300884,123.383665638016,167.106257256334,92.3857426107738,106.444857054941,190.217598523579,110.226210471702,142.661670401979,117.103587357628,120.951736665186,137.617433872327,86.8325612495802,135.362936010402,78.2857278332558,130.181904689449,137.535422169452,93.6593024109706,128.902238420111,141.36267540334,102.629737175117,91.6083269592615,84.4064855158683,113.263193833938,159.383311072219,75.0478030368097,143.080280535608,98.3660776651149,107.120884367759
2008-08-06,148.534348923465,143.538502228916,120.743681357801,109.366983698722,124.198718105888,121.827253041011,107.229920000526,181.075771251334,65.8749576584828,65.6652949339661,124.756383919447,104.767624915201,160.592901539202,106.836849597056,104.280485598137,104.186006459511,110.236144385093,108.787178274467,98.1787879229109,124.302399507982,168.785640207299,93.7206078623684,107.859004669765,192.467910125377,109.749161617432,143.939452935246,117.617011329241,120.966581780215,137.004953608022,87.3094516649395,135.965377458912,79.2774412154504,131.116120890038,137.930692305952,92.814214698242,130.385176264412,143.257961520846,102.896947158587,92.1113998474952,84.3185694463319,113.381129958213,157.964762117143,74.9294536784022,144.998652160484,98.2229609906044,106.631097316232
2008-08-07,150.229546612455,144.175403517873,120.133264395864,105.503655254209,122.153378925641,118.562705872539,105.835931520345,178.616272224332,66.0666858633631,66.0841909472028,125.7474698255,104.240274475415,158.760148306881,106.466304793902,100.657646154794,107.805573298924,110.554199040958,104.630485489075,95.053725333593,127.004862045433,166.006047986395,94.4651679085353,107.316079662379,191.494945094602,110.936239436099,146.220818930828,114.465310008046,121.389233132361,136.001783806637,86.6192239623464,136.960978993709,79.0024895600317,131.697880779056,135.04715726153,89.5356420395442,131.216919309956,144.479649168513,98.9653576620185,91.3832231191788,84.3677582519961,113.315037000602,152.936698144792,73.9116951008686,146.235124518974,97.2319952789994,102.083647459535
2008-08-08,148.053728538357,142.17614888198,119.311721583338,106.193178526068,123.087155606488,116.054268459892,107.737768980338,182.341014634238,65.9134482414331,66.6132213592207,122.627886144433,106.584510173468,161.059454518156,105.367046101323,101.025174011313,107.411931519898,112.014491702842,103.932270635684,95.1803143820303,125.186335640236,167.275129249909,92.1216343467211,109.729503768954,190.18532090717,110.285991356433,142.07550786138,112.043527768022,120.757536246111,136.091227264753,86.9259914299218,136.870854045618,78.1867637685302,133.524094580824,137.952188939241,90.1207930024984,130.16647374808,148.480647091537,98.3048947611449,91.706870456126,84.1244320494402,113.64180016765,153.140323430802,75.4530128521692,142.185523374557,98.7536889350007,102.817939021077
2008-08-11,150.629760455381,140.152596953384,119.221439240828,104.798279248668,120.852476500805,116.561659520541,105.236670898328,179.010823329617,66.5166820345883,66.8858307892197,125.381916240214,105.166246094924,158.257179230142,105.900149421506,99.1980014980603,109.354653095752,112.026619756,102.578282167416,94.3299299393338,125.828353468533,164.238128429869,94.1905450403688,111.189645786995,190.04149964117,109.167687025605,142.52530064207,112.533375478486,121.26486906249,134.139500784262,88.6029817593548,138.833707509876,78.5823571424122,131.623704440021,137.411101109959,88.9370118930913,129.633718492433,151.080156914201,97.0242284596056,93.4760907652968,83.7079571044946,114.204432191209,151.772135131143,74.0749461564126,144.674855557712,97.364916777977,102.941904405447
2008-08-12,149.389702837513,140.999000462432,120.358866217799,106.378832943151,123.000384502063,118.610022160095,106.795155584922,180.272702000486,66.0001800070813,66.1683005909853,124.721279304656,104.903813809973,159.560022597344,106.213921862867,101.463921324935,106.856720296178,113.22793180829,105.225379872249,95.7521965279026,126.839101861384,167.157081892803,93.6942353962488,110.91217568954,191.854545257129,108.655827345789,142.212759380036,114.510949325649,121.264305213371,133.511188692508,88.3304395895513,139.484050777711,78.8152124360197,132.418576861084,139.023384156952,90.2783539965296,131.024442837134,151.456557676085,94.52047035426,93.1885600662203,84.3575551511941,113.318181316016,154.060480592544,74.5971050938878,145.035263045218,98.0508200188042,104.976675045969
2008-08-13,150.969089322003,140.917562306925,121.146581596639,106.892706327578,122.504939044239,120.053964581524,107.312962213298,180.128729710274,66.3592955182502,67.1156251863575,124.932816714593,105.296623051218,161.246930899194,105.271146386386,102.527007171092,105.737092055035,112.862340536635,105.393884362295,97.2763841094082,127.553092370125,167.830335618175,93.8531722237273,111.327523906666,193.110226975231,110.148657267654,143.634096090941,115.904976876784,122.608872066478,133.865129408501,87.5974276390613,139.114250387632,78.1156210157193,132.342049128278,138.543784084663,90.7144507152277,132.900307270022,152.56868907467,94.369092143637,92.4152408649656,84.8339121978152,112.678253823684,156.512859067234,74.5375378288342,146.100320797488,99.059705979523,105.205447086996
2008-08-14,152.76618759242,141.08488295619,122.284313075503,106.431035312493,122.812762818622,118.99061395414,106.657971647708,179.254534671578,66.9232086794212,67.1076814608163,125.343552868707,106.537580045115,163.166372721538,106.178183703445,101.955978872492,106.325972539037,113.693634766697,105.715004386932,97.5612404871611,127.484959499135,167.408621388003,93.5446187702123,112.639550668195,191.296615505872,110.266432448976,145.173324572913,116.931568774865,123.497496625043,133.038089987439,88.2481785930525,139.973760582311,78.7887088493955,132.499229763267,138.727357584834,90.3226407060641,132.884578603679,151.876349145147,94.0815791747979,93.1017608402652,84.7278565799784,112.819162598468,156.971177324938,74.1757972959877,146.763351611005,99.2968847240757,105.401053798852
2008-08-15,151.453651199588,141.39083816676,121.27404230515,107.573351784892,122.853302159271,118.790189919183,106.145780262883,179.999430696311,66.4597658409719,66.2985698013194,124.909886526068,106.168433344646,161.764500638438,106.723130345982,102.136996018399,106.137267429719,113.258747206539,106.445230067302,97.0588769544239,126.646471325964,167.35338023456,93.2209867947107,112.249270765,189.716220153219,108.697838743125,143.61121132767,116.734666110958,121.53606916626,133.258486243358,88.892461080024,139.74179623992,79.1930804440497,132.211889272026,139.074006464408,91.2920938634885,131.28242563163,149.990417588653,93.4317016561574,93.7814907972628,83.9688627218566,113.829746505821,156.162862056385,74.484045049231,144.94096623389,98.132472136436,106.357720333457
2008-08-18,148.181293379022,139.645717025249,119.739737269566,108.495168146855,123.953449507736,117.360781443578,106.670381125081,181.430513079667,66.4342655551747,66.0070932586597,122.71224381194,107.995588727087,158.269300712795,106.294914354259,102.704953947758,105.547025167571,113.372416431913,107.464245854838,97.5613413388101,126.568087469522,165.854740641348,91.5808499230139,114.181053587087,187.315954085669,109.561524939133,142.280778010403,115.329952985264,121.123759508747,134.769422819337,88.1519941106688,138.157383536808,79.5108247746637,133.843664647115,138.602916937528,92.0743893146087,130.705192129295,146.900297363278,92.5372506098089,93.0003343335941,83.7162826567223,114.172205977258,156.971288582085,75.0762508196494,141.954791597172,98.5797742193645,106.063171185871
2008-08-19,147.631147549059,140.077605354283,119.107594100184,108.526523069046,123.759249066891,116.81611716059,106.580043170938,181.367247647139,66.5786758390196,66.1980535264568,122.168397536232,108.708974149878,157.681770974039,106.371342840888,102.683462087992,105.569155370884,113.234361444356,107.364470128408,97.7530107853614,126.487371263736,166.114561814954,91.1749775576331,113.426832509886,186.327147140927,109.539700404564,141.312558621455,114.794706751716,121.326739862035,134.516749765301,88.3611953759379,138.416421105217,79.4536420163839,133.429752642859,138.814400715838,92.1009918668597,131.083387332413,146.176039687077,92.6231795240378,93.2210037248691,83.67452603103,114.229074645054,157.279686186365,75.1024274988388,141.254968923828,98.7105654713866,106.292690840827
2008-08-20,151.008032009586,143.635073054804,119.595032253704,111.651393750237,121.434871397779,117.421520369177,107.02357317496,186.391651257499,66.5406010056588,67.6790035219854,122.15986948448,108.654359937301,161.288493899823,108.811892971264,103.222790182922,105.014672630423,107.970694740494,105.465051047178,98.2104812050574,126.349434690243,169.234500224324,91.1686516583437,113.483826108762,187.089610931588,109.208315976207,140.956044732744,115.389640877024,118.401077203942,137.353464638138,88.5779665928618,135.497454560797,77.6306741554512,130.041112618954,139.732591476612,94.7529285768575,134.015865372532,142.72471210862,94.2617988543963,93.4497147558791,81.7047438141744,116.918241126117,158.015741281675,73.021908098013,137.91979490351,99.0648549324334,107.111676694136
2008-08-21,149.603573564348,144.910280802674,119.798479120151,112.042850355178,122.770878567605,117.51668892289,106.636642951481,187.211113922035,67.0205931910514,67.1778870890698,122.809471579942,108.860404418252,162.788549171943,110.402452186215,102.757660124541,105.487863394709,108.683946791113,106.531441064385,98.4764140391352,126.461966056153,171.09642114029,91.6534026828292,113.268563210062,187.407995263648,109.369287801881,140.89652449384,115.483224562245,118.306570500742,137.665620586047,89.0863578576264,135.189554430746,78.7654495439732,131.195610934792,140.029421172013,94.4207784877375,135.008133881666,142.340062336175,93.3086818489275,93.9860438472334,81.0501212642566,117.854943039364,158.443561223992,72.700844649528,137.548095725343,99.4213068237027,107.243782077445
2008-08-22,150.080287823951,144.087609958137,118.897345404278,111.761698497596,121.45613907523,117.577725684587,105.330614902605,185.236032749111,67.9956752568288,68.0519040721595,123.389707440671,109.929823095512,163.3072704261,110.572304648729,102.325406429319,105.931548371101,108.666688229136,106.247289060213,99.4949514399614,125.445047809525,172.928660589363,92.0864230332014,112.155848364447,185.998248891597,110.171329294631,140.545612039964,115.543111334107,119.826989201286,136.905934977659,89.7291362579278,135.935530999024,78.8866289582102,130.450851764501,139.324800811943,94.6576612865665,136.764676552325,142.7710191559,93.5575980844221,94.664193028319,80.9125620748089,118.054990820675,160.082348207527,73.4678373022148,137.964597695956,99.6501759084578,107.56652395921
2008-08-25,149.433846465466,145.134529453782,119.318642515858,111.387700193442,122.409593746417,117.88143314629,105.323247049608,184.793891646822,67.6697427075735,67.1867470071657,123.835568625855,110.853934639568,162.603939833954,111.448070495327,102.220052305069,106.040675234354,109.779105099048,106.979363582482,98.9155648400012,125.565468032319,171.571130997635,92.4191635447607,113.098624677412,186.657226975833,109.571172891118,140.961437377641,115.841604781568,119.530312572423,136.499114711778,89.787868127977,136.339478708214,79.5114314808717,131.398663252788,139.406199067932,94.9744916199478,135.02591636047,143.617710637991,92.9129357924297,94.602231693124,81.1000282440501,117.781434903907,159.150210308494,73.6432183776096,138.782748008269,99.1655450413456,107.526161909255
2008-08-26,151.524900983729,147.567637627938,120.278135090481,111.817980494914,121.681125757336,118.505969591718,105.772315617224,186.01473825291,67.8638996239619,68.0657912875672,124.303423802247,110.753182514531,164.879238866299,110.3096427877,102.375369830716,105.879503790619,108.400489640854,106.049135857117,99.3497117635322,125.910034666144,172.592149901,92.7683474262884,113.201486400531,188.158243950961,109.167904677806,140.570792465509,116.455319725651,119.593134165269,135.924989091599,90.3759351504027,136.913012544589,78.6992530915847,129.195838474953,140.913672517069,94.6075705859953,136.792617239052,143.823779544421,93.7208141775981,93.9826182259171,80.9099975540367,118.057451837347,159.848674953422,73.156676713065,138.981860987661,99.8728502600329,108.393840568775
2008-08-27,152.293165532612,147.004686515915,120.527754363759,111.767794042982,121.316700462718,119.203886190751,105.47405900901,185.221825016659,68.1635364800348,68.378268841963,124.911814763688,110.700092691194,164.043241707737,110.290327143388,102.477223814768,105.774185844719,108.537928485348,106.13602653475,99.8871636201008,125.429725414305,172.07522511974,93.2224033104538,113.255761277725,188.548705156923,109.252593728462,140.747228889741,117.141170148456,120.293736020893,135.234104271004,90.7048406422348,137.608845034249,78.685428877978,128.702991862967,141.029181374349,94.6499894647298,136.164663481102,144.73529775859,93.7975901196709,93.64057396224,81.0267518473531,117.887056754886,160.713434639138,73.4685067016723,139.862718297137,100.032221107133,108.896152240218
2008-08-28,153.111985162192,146.410586753877,121.076733306529,111.080540332146,121.21696987062,119.773530755898,106.20029811329,184.041377217884,67.6305989716251,68.3706694139361,124.620700394416,110.092522911746,163.16122386971,109.440216834414,103.205757878162,105.02223956484,109.140406052204,106.072558376313,99.81631280241,125.401660356894,171.933755412342,93.0051393062429,113.877320861971,189.407529082151,108.798922352676,140.935223543061,117.700930611093,120.948134279481,133.936886472533,90.3723212667578,138.928844376209,78.0789739202136,128.182873770414,141.483152738881,95.2320334634905,136.179799730885,146.316957343014,93.7414833557991,93.9838952579764,82.101052488584,116.32407836994,160.5994370116,73.9367299860987,141.391136384946,99.9388573878565,109.271059542855
2008-08-29,152.155632373413,147.424247710764,121.255267237255,109.644930484378,122.152837111201,118.848837540666,105.892750818823,183.355133924362,67.6655192750523,67.680125723802,125.16537340747,109.668303024467,164.180373628718,110.602143372967,101.95792735595,106.292038518603,110.390045349706,105.916189201945,98.6609972616101,126.55473547932,173.261198401178,93.4115911750884,113.438506755179,189.686787335666,108.453296017844,141.030672075147,116.792269579969,121.111353491127,133.330669304137,90.7060866108755,139.557677473285,78.9079072103865,129.070316906804,141.596026458231,96.4627955346295,137.555232503654,147.078291468477,93.6032987791776,93.63676641159,82.1694461870401,116.227158778504,158.740638486304,74.2124395012846,142.12684122855,99.7010832192569,108.353509803559
