"Date","SSP_MCS","MCS_SSP","MCS_SCHL","SHEN_TDS","MCS_CCOI","CCOI_MCS","MCS_ATNI","ATNI_SSP","TDS_SHEN","TDS_SCHL","TDS_ATNI","TDS_MCS","TDS_CCOI","ATNI_MCS","SSP_SCHL","SSP_CCOI","MCS_TDS","SSP_SHEN","SSP_TDS","SHEN_SCHL","SHEN_SSP","SCHL_MCS","SHEN_CCOI","CCOI_ATNI","ATNI_CCOI","TDS_SSP","CCOI_SSP","ATNI_TDS","SCHL_TDS","ATNI_SHEN","SCHL_SHEN","CCOI_SHEN","SCHL_CCOI","MCS_SHEN","SCHL_ATNI","SHEN_ATNI","SCHL_SSP","SHEN_MCS"
2010-11-24,14.1761586167816,144.373330471984,232.911802616559,166.938166335099,261.498051784237,80.2618106457111,187.231794734811,143.584821476962,69.629786104332,135.988037823704,61.2318782022688,52.4356197973998,109.120183367318,70.5801657024008,44.1239392075529,25.0499505188042,193.69943066876,14.0594202847015,42.5996525458945,217.679128733806,431.820264832951,60.926211187112,161.051724464168,98.1209840474993,98.3401271972551,107.750135874772,50.3386849143721,148.812391417995,121.430667962814,89.4923557942412,58.6541678058513,13.7755623760747,254.591798771617,97.6265112528753,128.597054742302,180.12332621393,123.61444237172,58.6906267788731
2010-11-26,14.2680844205498,145.30954142095,234.570175792997,166.726520652493,264.15907740899,79.4451022533687,186.845142783291,142.357249969484,69.5415243795254,136.130245905193,60.7335117808688,52.1171205573273,109.567709413734,70.4344175686842,44.1519537392894,25.1424078856908,192.522795085313,14.035824304612,42.6171390197505,218.182691091476,432.544875337909,61.3599967638143,160.187033707443,96.9199336223768,97.1364012868617,107.794350618942,50.1528657494243,147.601182392713,121.557641996251,88.8774045644146,58.5184961745684,13.7016024169353,253.813873538406,98.095749535862,127.415932173944,178.885567608372,123.535945249911,58.9727327562614
2010-11-29,14.2928135134126,145.561395769928,233.458466072234,168.246067841801,264.086679389164,79.4668692811892,183.443322880111,139.518623240188,70.1753007900716,137.119837121785,60.3570908060446,52.7429855012908,110.853490693212,69.1520395441543,43.8661828083319,25.0919386575114,194.834810135686,13.9708584806054,43.2027935458004,217.780384330467,434.547058071953,61.0692075848382,159.767123978434,95.1818791500809,95.3944334736705,109.275690029514,50.2535624256133,146.686361976637,122.441337028281,87.5165985781598,58.6263914985061,13.6656849377958,252.680483402813,97.8117335480899,125.699942939284,176.146572056084,124.335524429001,58.8020016409178
2010-11-30,14.268689223921,145.315723481809,234.770518739706,165.976256417179,266.13097943465,78.851726245715,182.238807014009,138.838036726655,69.2285883632682,137.025170540165,59.5798858907605,52.41013836901,111.012010124989,68.6979910214215,44.1867631951006,25.3285271318601,193.605282038921,13.8941284595776,42.8572297478768,220.568050658707,436.933568949894,61.4124296976403,157.383216121009,93.8201173789308,94.0296463656707,108.401625985209,49.7797154849317,144.797542675227,122.356760487516,87.570307838747,57.8759544271331,13.4617764358527,252.144608163372,97.1094381351506,124.16815004342,176.254776119164,123.426870454975,58.379796240958
2010-12-01,14.2903660509269,145.536433554204,228.854701320627,167.74953284043,259.967474193707,80.6779015495547,176.779697781246,134.468148423537,69.9682220628821,135.828203990801,58.7760067841914,53.2729850895707,110.268641639178,66.6400728873046,43.0062050035,24.7034587979253,196.792620151309,13.7927273792809,43.6278872831349,224.851320679472,433.744785260582,59.8649128845964,160.118636299423,93.1824906060867,93.3905758391234,110.350931534283,51.0082070419241,142.843842772068,121.287939298922,85.4531749981097,58.999877836387,13.6957529405811,251.630606646519,96.5482334167058,123.577457556342,180.51602610296,126.724518748053,58.0424133845323
2010-12-02,14.3067156590562,145.702986312426,231.214729930129,168.666509493319,262.12670958785,80.0078064018235,175.332593740028,133.213525753824,70.3507011514254,137.228867526904,58.2948282447326,53.2729397518627,111.184454401141,66.0945652371684,43.4005021009766,24.8803725512083,196.792472265264,13.8523504733151,43.6777808288437,225.940847956186,431.86995115244,60.4822763319504,159.664080239383,91.6457523045925,91.8504426182761,110.477128669081,50.6429183621474,141.674423381071,122.538667518457,84.2864723807879,59.2857678151848,13.6568702207411,252.135509932401,97.0760633093738,121.291443703963,178.0514614732,125.56268000951,58.3597317047379
2010-12-03,14.3081479484113,145.717553875659,230.508130040792,171.41892498039,260.667142159824,80.4532885091551,172.456950840991,131.015402279946,71.4987248117949,138.392782827753,58.011338986218,53.887589969558,111.848192527317,65.0105624178493,43.2635138001366,24.7393441786414,199.063050564379,13.9171914943338,44.1861073009598,224.170123552277,429.848269007922,60.2974465222975,161.316454384203,90.6529781242492,90.855424276804,111.76283288862,50.9299657634385,140.985459805296,123.577971538831,82.5011507339246,59.7503887088988,13.7982086817933,252.768829693652,97.540172485372,119.672846519302,174.279988164493,125.958981184285,58.638751251951
2010-12-06,14.2860523950037,145.492513306171,228.807045044371,172.248653163469,258.267895036414,81.1937662828177,170.634221059456,129.832967952527,71.8447896037373,138.137187777651,57.7191645361535,54.185740095394,111.437557378263,64.3234454178778,43.0110463673679,24.5498410273757,197.961728297133,13.929041271007,44.3623427677487,222.67106468418,429.482371146507,59.852464551367,159.943418987703,90.5292184045864,90.731396258196,112.208634329242,51.3200824341955,140.275348781208,123.8062211225,81.6863113466219,60.1499478817774,13.9156500503299,253.229969400504,97.4726331545412,119.291138843445,172.558650571301,126.694021410614,58.5981111139205
2010-12-07,14.1679237298128,144.289447168516,230.879856954513,171.741953580927,252.103745350534,83.1316902453191,168.969969988891,129.640181097232,72.0561435758527,140.461613602124,57.6045347379652,54.6066282727495,109.643433856511,63.6960668650276,43.7563579165173,24.166899063722,196.423999215055,13.9770000041306,44.3401047148196,225.762899047185,428.003562639988,60.3946803400045,156.897835902116,91.8069496559961,92.0119605561143,112.152357855676,52.1206045054517,139.996822539953,121.722893787693,81.2837820516711,59.3147539549781,14.1806248689579,261.568026731445,97.002253997416,117.046927951286,171.708335443024,124.498606597259,58.3153425595348
2010-12-08,14.2280227619735,144.901525512687,234.100008936229,172.08051841153,256.058994975902,81.8274483684129,170.171167471103,130.011884379779,71.9140717635511,141.953142583847,57.8223000536722,54.4248813525951,110.998633612973,64.1488626194367,44.1810353349971,24.4435406849511,197.077787722779,13.9366782822171,44.3805989102996,228.605279358945,429.2383208677,59.552338965844,159.146448494688,91.0192596672215,91.2225354050734,112.254796523399,51.5239863581906,140.5260198454,120.430374753669,81.7513350381565,58.5679708009345,13.9773952824168,261.112561586805,97.1338462250635,116.246497506683,172.696017091833,123.290300921365,58.2362160953407
2010-12-09,14.2363354815665,144.986170399275,232.824001030723,172.300556906727,252.673930041531,82.9091790987931,168.964259555033,129.01382283732,71.822135431249,141.930157924526,57.7180169764364,54.7127266172313,110.118296492057,63.6939016951707,43.9143956426092,24.1061180887055,196.035521060576,13.8370089567285,44.6412506536296,228.860596330023,432.30809482042,59.8769377649475,158.087785262751,91.5769598107532,91.7814986882899,112.914080178404,52.2352252635704,140.272585737899,120.449887194241,81.7084038310041,58.5025693911777,14.0703769996205,263.141149901251,96.4959610089731,116.05569172146,172.605359885925,124.034387859285,57.8537604919188
2010-12-10,14.1599239023561,144.207975215673,232.546303136497,170.808085873929,249.926581111312,83.8106629417439,167.753493675825,128.781840689973,72.444266795596,142.618345638644,57.6531415189973,55.0432742050653,109.586281061917,63.2374935869828,44.097731414704,23.9733997630985,194.851142829384,13.9475379087855,44.6713471067229,227.987890438148,428.85471774315,59.9483504572501,155.954576269956,91.916482822948,92.1217506180007,112.990183860178,52.5227970518861,140.114910094044,119.865827522675,80.9087769737375,58.7256506293188,14.2602356362647,265.688424757417,96.7488294571501,115.362475235646,170.916216414181,123.516550793012,58.0053696969
2010-12-13,14.2457650715366,145.082203701166,230.554852306126,171.034011826367,251.194049507341,83.3855918807802,169.509830360373,129.349427590333,72.3484366194851,141.044116645857,58.1140800354102,54.9070582757904,109.870872380361,63.8995698893994,43.4527543678089,23.9496534123386,195.333296862658,13.879047136094,44.831626227002,225.7729181414,430.960717340966,60.4617220309033,156.565888905102,92.4126454479671,92.6190275616642,113.395588264271,52.5748530883996,141.235125281103,121.188925207076,81.6626835768363,59.2961914837434,14.2043372536067,269.3110952268,96.8602499440001,117.558212418709,172.508784912701,125.32312183151,57.9385545614129
2010-12-14,14.2948998752138,145.582619756143,231.617862009312,169.826726047647,254.641102453969,82.241365720358,176.003833235766,133.858690341689,72.8591297096732,140.879144630728,60.0045405230111,54.5896893089991,110.743474544162,66.347580537255,43.5032352922511,24.1956922057355,196.462379293175,14.0093710036825,44.7271155121702,223.915176753496,426.914034857892,60.1829613265638,156.704178142863,94.6849131501359,94.896360454664,113.131226252809,52.0347326251494,145.829534484502,121.330670978744,83.7427163775151,59.7841043757142,14.1917943098392,266.85723605238,98.1038667315211,121.519861710588,176.9028046634,125.177518282164,57.1946784703133
2010-12-15,14.4482618488081,147.144498705771,232.02214169629,170.875211686676,259.103173939028,80.8002289265554,177.187725576677,133.323041207357,72.4093085678957,139.992631155324,59.9258544092545,54.1508969909911,111.793935988225,66.7938900650136,43.1124327707263,24.3600941075375,198.041545464683,13.8851871607752,44.8474508002016,223.888547566344,430.698333381526,60.0779298649816,159.158066595121,93.6626294583729,93.8717944250087,113.435621516416,51.6811699687158,145.638293633229,122.094156197685,84.1499552973156,59.7911970581448,13.9695584741663,262.646699711643,98.2867099028193,122.125220597346,177.763015969555,126.302022512805,57.0880779356509
2010-12-16,14.490465194819,146.714673780767,221.676304166024,171.376044743364,259.668137859582,80.6240782495637,177.614900263253,134.033888930875,72.1970950862478,132.457812156041,59.5170159589458,53.6509137342276,111.00541539177,66.954912756675,41.3159990366456,24.4843660324062,199.870118452193,14.0132570394651,44.3023496460194,212.494407066955,426.725791021357,62.7567916394938,158.501986239517,93.6842344653496,93.8934476715007,112.056857016037,51.4175142557483,144.644669271671,128.665620734713,83.8224770560578,62.8341001208099,14.0271423872574,250.362723806366,98.9061691537603,127.865158204229,177.071267566381,131.564863367282,56.7282762461227
2010-12-17,14.5871665856256,145.735575845906,222.309430353198,173.004224654631,256.926031247082,81.4754495235067,175.937766778714,133.662741581077,71.5111650494641,134.205989216449,59.5705481815254,54.2057694904536,110.981221809593,66.322686392254,41.709714062626,24.3892025613163,201.937178844329,13.8287115784575,44.4648795130353,217.317729405723,432.345453186066,62.9360304671346,159.973293954313,93.7889431001558,93.9983677621415,112.467968323271,51.6173620951781,144.774810258341,130.363721605874,84.6942465370507,64.2603339512029,13.8969346719299,253.721641230065,96.9436044983845,126.292648066552,178.912838887358,132.818592545212,57.8539227354051
2010-12-20,14.6053966763571,145.917704558939,222.058334165277,174.427532546779,258.607374722166,80.9422550623678,177.36451943682,134.579633389484,70.9228435362522,133.308231714554,59.7224459421465,53.9043962205378,111.090482012819,66.8605348785537,41.6104769586829,24.5183330405033,203.05991933051,13.7745453686379,44.2732349651353,217.651919489631,434.038976623921,62.8649490786223,161.446895025493,93.9357094632635,94.1454888105111,111.983215306318,51.3440636480841,145.143936061135,129.491675792451,85.6069819718346,64.3591649134607,13.7689220123986,251.77463006078,96.6850381179837,127.459492415405,180.840930990758,133.1345545581,58.0082325554178
2010-12-21,14.6075597901856,145.939331418621,222.90429034793,173.483534651141,262.304689425426,79.7850259697227,178.317391586411,135.282700715573,70.5389827396642,133.106475274181,59.72536640548,53.6174383810777,112.087371209017,67.2197290437362,41.7628381182959,24.865232791828,201.978942613212,13.7712801963237,44.0441206332112,218.500477661339,434.141809633529,63.1044443552776,163.769415867783,93.0973767625128,93.3052704900393,111.40369002689,50.6176209808967,145.151043886113,129.295693437039,86.0744828577692,64.6100783449746,13.5708473780216,249.134193712202,96.6764324417771,127.658573279285,181.828480942469,132.647095422028,58.0030804183431
2010-12-22,14.8702003635858,148.563289044495,223.787664038768,173.947392902728,269.087561372874,77.7218844707881,180.995227906076,134.881934792991,70.7276062261796,132.184873404635,59.9720532844865,53.0337421034023,113.765575411911,68.2291667953015,41.1774509067565,25.0611484107283,199.780121325486,13.7104235487665,44.3565278585312,216.403304040691,436.06036480567,63.3545230343813,165.783494600634,92.0880557099357,92.2937136394097,112.19389549202,50.2188091872642,145.750628885566,128.400467318309,86.1998625509189,63.9899605051221,13.4039496097799,243.679162419334,97.9874375591716,129.069778981446,182.093348368241,134.506416017259,58.7896403008865
2010-12-23,14.8754878231538,148.510470928583,228.999782774048,174.785483388085,270.587668159121,77.2886356451214,180.955457758076,134.900226443133,71.0683738638573,136.186644681929,60.3776767038949,53.4040905422365,115.194249794754,68.2141743427145,42.1511420516363,25.2097707264829,201.175255367363,13.6856125917613,44.6505045150785,221.912078639565,436.849559893374,64.8300732324363,167.066663572587,91.5544540164614,91.7588947317978,112.937485728695,49.9209951673992,146.736389906809,132.287679964428,86.3675483995635,65.6188805376628,13.3002029703942,247.996142519163,97.7752504432448,126.035313824968,182.447651116373,131.32585946561,58.9169492829381
2010-12-27,14.8893744013695,148.371776249991,232.265989477029,176.854633570214,271.887996732885,76.917192601134,181.582811136341,135.493903874345,71.9096973818486,138.450696773399,60.7296343097569,53.5302259008556,116.019905985435,68.4506875308855,42.7916846422872,25.3544558963145,201.650416209963,13.8280801348666,44.7142828536266,222.97424135848,432.301903674768,65.7547341750885,166.286333325268,91.4319005542301,91.6360675390246,113.098802094204,49.6344802235917,147.591718124324,134.486909593701,85.8485716474111,65.304802118604,13.3623256895583,250.341480869724,98.7018015876463,124.674649692688,181.351268457336,129.330178796582,58.3586296079644
2010-12-28,14.8082517165242,149.180160757542,232.79720057848,176.273069552983,273.531938821817,76.4521128298789,185.243032157606,137.486903689718,72.1461757706291,138.360026558127,61.7750946329784,53.372719157254,116.380074424115,69.8304661032526,42.6564171926415,25.3696172299143,201.057109922886,13.8388968950323,44.8263455469167,222.094983291271,431.963717554287,65.6043243537108,166.255737818787,92.722094608029,92.929156734236,113.382254375059,49.6047824779748,150.132546959469,134.574989542754,87.0441496623974,65.5623277004726,13.3647885453885,249.400450373114,99.3167731235589,126.902632956232,183.876885734348,129.739001085896,57.9950201354372
2010-12-29,14.7060728913537,150.209563537682,235.021338740819,176.052701594115,279.240637889155,74.8565270766043,187.69862736742,138.360695786915,72.2363723427526,138.835526746919,62.2160747191688,53.046225287632,118.097019507722,70.7561407841211,42.7696128887499,25.7240359766347,199.82717571756,13.8453605904145,44.8614468976407,222.580630181834,431.76198732658,64.9775467994279,168.500657517697,92.0160701985936,92.2215512457973,113.471017936813,48.9118170398184,151.204279335153,134.112446859686,87.5567123661117,65.4189595256267,13.1843204683697,246.578142329658,100.048483547766,127.372374770901,184.959650489774,129.394709214143,57.5677452762954
2010-12-30,14.5155163241886,152.1559671127,237.935016268276,178.611599698354,284.189861152203,73.5297904754892,190.131403596233,138.361161176486,71.1864260936951,138.580952142085,62.1370830389743,52.2913224317784,118.509530410077,71.6732243449231,42.74565380443,25.8466414790189,196.983464580938,13.6617469092744,44.8043318424984,225.407673363909,437.487814338535,64.171997666229,171.538375939552,91.5778349338844,91.7822947491332,113.326550706448,48.6786886813928,151.012268997973,134.358399854995,88.7181609090798,64.5880570836304,12.9466371211068,245.264653324832,100.018092485182,127.444179460031,187.413140883141,129.467224231361,57.5852327558023
2010-12-31,14.520081743914,152.108072587045,237.878590943871,177.444845970247,284.935706402402,73.7227666230127,190.67980436214,138.803761382526,70.7214109150453,138.692596690789,62.381113489977,52.3458583040633,118.32209026464,71.8799437815057,42.7489507198623,25.7869298970793,197.188901383915,13.5625546466818,44.8369488436045,227.061707810204,440.66423040892,64.1872221281582,170.68918411918,92.0823327383433,92.2879395144695,113.409066922488,48.7911440259425,151.605304654417,134.250134719653,89.6460820726117,64.1141349089496,12.8825480211782,245.850259729648,99.2604310769261,127.842037969514,189.373392685896,129.457212347848,58.0214432704469
2011-01-03,14.5167630216344,152.142886895181,238.195073785362,179.505514070089,289.203783768061,74.827053140908,189.658758156181,138.028754114981,71.5426959161758,139.999514220642,62.5518722870915,52.7694504184457,117.507240335045,71.4950483648606,42.796063262086,25.3947731014601,198.784613346057,13.6072021968595,45.2100484407386,226.564407998315,439.213663997437,64.1018236420706,173.846844536482,92.9685323167834,93.1761346883607,114.352765739785,49.5331311795139,152.020376821815,132.985107941787,88.8504346401709,64.2545337744233,13.1208645084663,249.859944099371,99.6098760348605,126.987371499759,187.692578398564,129.31452670247,57.8171743829351
2011-01-04,14.421205144302,151.14143112063,234.15745275233,182.418363666899,286.05990120771,74.0136387369163,191.442111389882,137.639429281051,70.3817673522367,139.623287634373,61.9116635313816,51.7331760906419,118.53747293929,72.1673163972177,43.239784934648,25.5036732171112,194.880893242203,13.5640481470924,45.8002936462985,229.63205216037,437.820709831672,63.0152404684684,172.549979709917,92.8320658089659,93.3128802202381,115.845703235655,49.3207329784616,153.576244748156,133.342468223266,89.3828524007872,63.3845270402082,13.0229877691065,251.379091948953,99.9496603008473,126.028922585891,188.817313866935,130.655283375578,57.6199756116036
2011-01-05,14.3141752166599,150.01968212211,233.207276085393,183.009126253784,280.899013076563,72.6783183766496,191.221511041623,138.819527591811,70.6096807359153,141.422390044354,62.3868505057739,52.1898458961637,115.352558475525,72.0841848495807,43.0943270872649,25.2328322692425,196.601159754736,13.3875712226522,45.0560865031193,227.416842918535,432.124451682396,62.7595279424166,168.472595657737,91.0503092952686,95.1038986675155,113.963316720546,48.7969678191708,152.397586916675,131.624323859814,89.7794203309866,62.7730759406956,12.7152530866046,247.86400590789,99.3910437701116,125.37229795304,189.655030643172,130.21577714732,57.9420038677201
2011-01-06,14.2586054577607,149.437289406337,228.642344634918,184.16509234931,283.258912580558,73.2889243909533,195.317053956445,136.385246439739,71.0556981856811,143.603987997201,63.4642278449186,51.9733384921804,116.800147489482,73.6280393633543,43.7705873241018,25.5427768727566,195.785563257948,13.4756955453465,45.0680724622085,225.345072965062,434.968922908965,61.5310329052551,171.650994914939,93.7653260335519,92.2679946491103,113.993672573609,49.3963577217294,149.765790538031,129.59386660124,90.762751645171,62.2012150634433,12.9551381290573,254.798175931381,100.43113088241,125.603339717816,191.732310281741,132.259182982326,57.3356618743228
2011-01-07,14.3344228405901,150.231913591105,229.933058677714,182.898614980198,286.634084742071,74.16219845847,194.133531348788,136.486531843549,70.5670567089796,143.22322305346,63.6061973255327,52.4045519006268,117.22285621363,73.1818814733131,43.7562335430333,25.3742382294423,197.409956960332,13.3428786623251,44.9337997486777,223.198015834876,430.681813810936,61.878392856994,171.091850942891,94.3143925842867,91.7276867222552,113.654015022637,49.7222890277661,150.100827390474,129.250250498315,91.5899490218156,61.6085606135293,12.9129330815266,253.200468277059,98.9072590899743,125.551275168865,193.47967120037,132.302570892022,58.205626513192
2011-01-10,14.4556542972059,151.502459779064,230.013348268962,182.028519365872,282.895172369167,73.1948037993922,193.613871167435,135.69751076618,70.231348127828,143.985578208677,63.1195898501695,52.1439099106375,116.276777053511,72.9859967621079,44.111030147602,25.9198320885916,196.428125451339,13.4586104054518,45.537311558767,223.324182612024,434.417465663261,61.8999950757553,168.896988490028,92.8316933260377,93.1697305695266,115.180547072781,48.6531575934278,148.952477773282,129.938217391736,91.3249812465863,61.6433970311772,12.7472828259413,256.591738274999,98.9286581911665,125.259033134109,192.919894835372,131.229795498295,58.2182108019631
2011-01-11,14.5406689221849,152.393507943573,231.850325654946,182.100987412544,282.436126826576,73.0760529493881,192.23416120112,135.866433060405,70.2593122383642,144.284824357271,63.0427281440819,52.4519804235729,115.401148704117,72.4659003298834,44.0181657955885,25.7253451297378,197.588639070436,13.4636045580361,45.5360767357653,223.877191524965,434.578643548125,62.3943595440607,167.692362786467,92.0195442086816,93.9848121024389,115.177423866657,48.2880931126983,149.133846846733,130.208253245395,91.1774185937399,61.7960421036742,12.6563639934937,259.057307910997,98.3835544176296,125.366823780508,192.608199786743,131.506060657554,57.8974271980706
2011-01-12,14.5038185420436,152.007252253258,233.636283725157,183.563112018955,279.364061464415,72.2811900817762,191.779447940767,136.532162821926,70.8234310250151,144.570849457863,63.2542233116017,52.7520322048368,113.485728599192,72.2945041481028,43.5675226737704,25.5107197398319,198.718953494806,13.4605651230568,45.1601756809407,226.118597495888,434.480500210055,62.8749725420547,166.255498520077,90.8009733061272,95.2294219772141,114.226641856745,47.8852365347269,148.633469941117,130.466418347242,90.751253207337,62.4147283823172,12.5479165841388,254.244034863301,98.6106771072835,126.035997328575,191.708002547712,132.852372389288,58.0310800351438
2011-01-13,14.2955876543295,149.824850464183,231.598012826891,182.390887381111,275.080646676889,71.1729184034557,194.793375839567,136.346695469096,70.3711473800112,145.247354911653,63.4004989600964,52.044981222769,113.266757640502,73.4306362386044,43.3221128396667,25.4858329430346,196.05548617183,13.3617681601456,45.117100200941,225.732655719362,431.291529007335,62.3264353957332,164.873002191052,90.8357144019221,95.1929609524253,114.117709100186,47.8385109625767,148.977109844783,131.076858727625,91.5406019083809,62.308192120612,12.4435744795533,252.563821943584,99.3026613578565,126.917181878523,193.375503594958,133.600730016963,58.4383238983842
2011-01-14,14.2827083049563,149.68991792729,231.160951618307,186.190106167794,271.875814419867,70.3437094783385,194.716384581119,136.523416909567,71.8369947745143,145.130883963173,63.3065860172758,51.9884761670756,112.070114070657,73.4015869581616,43.364846234306,25.2118695250772,195.842664092995,13.6425647723748,45.1254477399017,230.253777243938,440.355141961331,62.2088274234574,166.565470586941,89.7415631999438,96.3396559804276,114.138759969292,47.3242695140243,148.756511292754,130.971835876766,89.4982391835901,63.556141706027,12.5713114460913,250.097924647475,101.478953804668,126.627481619672,189.061032937118,133.732536786196,59.7190344948492
2011-01-18,14.2923906523265,149.791400539123,226.968783330017,188.811523525542,269.679999515857,69.7755577111813,195.942278742228,135.571338842277,70.8255934273571,144.050631946301,63.028294828319,51.4326397883017,112.363173505904,73.8637205309938,44.180686433481,24.9911416877993,193.748722821267,13.6055999592856,45.6385061926712,225.298007741353,439.162017354589,61.0806533828852,164.655895343004,89.5817124921598,96.511270129314,115.436527647533,46.9099522217857,149.410460451552,129.996893892072,90.364869539857,62.1882188389833,12.4271899131739,252.613494540806,101.822689834115,125.128228697582,190.891729916498,131.216583568113,59.9213279141491
2011-01-19,14.2375596401143,149.216719929906,223.219705701005,184.366855629212,265.43801205078,68.6780188244448,201.018193258311,132.579424139671,69.1583481708535,144.15396131343,63.5747486796558,50.5461676052308,112.532397049667,75.777190389752,44.7409624077629,24.6939283975821,190.409389282398,13.4676238082939,46.2500293810938,220.156127915742,434.708324541481,60.0717280807997,161.027877778332,90.493287691359,95.5291475002613,116.983234001874,46.3520511587144,148.115072256111,130.090197182489,93.2755204102083,60.7689420672832,12.1533680620823,252.812692206881,102.464654295533,126.302893462154,197.040399806179,129.552567856644,60.299118609441
2011-01-20,14.307037307627,149.944874389057,222.046173085884,183.290790206375,267.602120745212,69.2379591167052,200.410280776528,131.531542814403,68.7546878097409,144.047239375247,63.4798133443135,50.317832339975,113.958204338751,76.0063390228479,45.1945032283882,24.7747530518433,189.549212169612,13.5155744634739,46.6846343137164,218.708244807711,436.256176778843,59.7559097345855,162.128304901127,91.5046970932433,94.461448162069,118.082540501032,46.5037693164673,147.893876918901,129.993867828722,93.6806546979969,60.3692657448462,12.23642320758,256.203070182237,102.329450565833,126.020800526344,196.184622957848,128.239250808863,60.2195624558436
2011-01-21,14.2828292465916,149.691211963807,219.285441455365,181.508206883703,268.614796577635,69.4999657646314,198.8530894021,130.732035427766,68.0860256557531,143.753228254167,63.3133869668928,49.7949430507015,115.573687172721,76.596932599579,44.709050391162,24.910418670004,187.579443496405,13.5017159077221,47.0907826478432,216.134737171807,435.808720514899,59.01295257469,162.849820213422,92.5619812465706,93.3699980934943,119.109828790886,46.7584306992983,147.50617467851,129.728530082413,94.3461315815033,59.6589250423273,12.2908780069469,260.357924130057,102.397630395824,125.433150569219,194.790952606378,126.861809708549,60.2596955549661
2011-01-24,14.4219911336032,151.149653026548,221.209176271133,181.530717699754,273.39599643903,70.7370401457874,200.907461858485,130.655173791441,68.0944553490816,143.619737287327,63.2735382755064,50.2780303352467,116.509634434643,75.805603546887,44.6656665699531,25.1111144845163,189.399223158186,13.5039502211945,47.0927553393689,215.960816314141,435.880887316604,59.530656749329,164.188800160085,93.2533242310953,92.6726169497807,119.10483915932,47.1351384423296,147.413254524911,129.60808372422,94.2750711254753,59.6109062438488,12.3919370900815,262.708224034377,101.416920133868,125.237697537413,194.937695109406,126.738708210592,59.6825528603581
2011-01-25,14.4792248984523,151.749501308695,222.615343234596,181.048002449956,273.952547466188,70.8810432246093,200.379700039953,131.516868229397,67.9133812165327,144.572982529488,63.4219753060809,50.2639117783473,116.779469396768,76.0047165847677,44.7723339743767,25.0625708046325,189.346180805459,13.5254218223909,47.2928561551729,216.819953037909,436.573901623686,59.9090695143995,164.132471351558,93.6880745173428,92.2406122491692,118.598753274386,47.0440193077332,147.759121082167,130.468303507949,94.7469118349522,59.8480424622899,12.3876844323933,263.843459740289,101.17569095221,126.362778305503,193.9619679956,127.041386716479,59.5406052937814
2011-01-26,14.5608286207034,152.604756066064,224.813485951348,183.63058849249,276.423234991024,71.5202757912895,203.049035301142,130.506094690198,68.8821576918308,143.72574442201,63.5750194468306,51.0547907664145,115.995223821692,74.9922355182503,44.9620987150317,25.147348526179,192.325394151666,13.581769695896,47.7704373651491,218.642237939529,438.392824049389,60.5006499190746,165.371499448249,93.284955717022,92.637464043262,119.796419424604,47.2031658303396,148.115721386359,129.703759968215,93.6240125774932,60.3510439719227,12.4811983915213,263.617695805781,101.026995555972,125.927195550036,196.260738849417,127.579836818465,59.4530736685218
2011-01-27,14.5805489571802,152.811445028097,224.462680017506,182.625723768039,277.553104551689,71.8126084584391,202.73761000843,130.129144614424,68.5052231088253,143.942515908723,63.4774628267421,50.8981328332209,116.825250627481,75.1072799991202,44.8310365543074,25.2160789806672,191.735286580009,13.567519275712,47.9817058587882,217.775505923765,437.932831981459,60.4062339505419,165.64995456473,93.8093694962751,92.1167443697081,119.266605204597,47.3321716594973,147.888434690297,129.8992934392,93.9926702784225,60.111801389779,12.5022145111588,262.128730117035,100.784173737334,125.92382718219,195.487967676499,127.207941383159,59.3101790254061
2011-01-28,14.4595922883284,151.543776045508,223.630692839881,178.056398890212,276.869924768521,71.6358648593079,202.308767592058,129.324874163411,66.7912057533712,146.165511564202,62.3961235424311,49.9234148643405,118.774957972936,75.2661309025129,45.0367699657859,25.3631987481972,188.063474292282,13.3753287394835,48.5025323586976,215.689923525415,431.729271539413,60.182332538469,164.269858989406,93.776888814217,92.1486037628062,117.971975482071,47.6083279623908,145.369048862906,131.905467650378,94.7432229636288,59.5361446493525,12.3980563137539,261.802350783509,100.192570877991,125.723435955384,193.926969898137,127.791719513172,58.9620313883017
2011-01-31,14.5698387275156,152.699149798971,225.304977996682,180.522947056731,274.77218117002,71.0931144445954,204.270836812769,129.056660055279,67.7164381775199,146.087774348,62.2249541219704,50.2706474703169,117.048988821347,74.5361632919905,45.0305847329982,24.9776535899231,189.371400792747,13.5695621952906,48.4700673121158,218.792540127343,437.998744986946,60.6328968000347,164.158373566675,92.156915589387,93.7404587565785,117.893016145052,46.884640120177,144.970307200304,131.975615382681,93.1708718741976,60.3925410859588,12.3896391839944,257.858727855896,100.883654817998,125.445444107274,197.145398657713,127.774147815115,59.3687353494831
2011-02-01,14.8395028974026,155.525365152706,227.994172928959,182.650209763017,278.19743775474,71.9793471466275,205.666805975695,130.563271125297,68.5143880251251,147.018567979088,62.9388435206734,51.1909432405654,116.365266874685,74.0267926424613,44.7346169609101,24.8267267883751,192.838251579977,13.7321994868424,48.4603021870744,219.976849759957,443.248356474963,61.3566003597765,165.13387721214,92.6758809554686,93.2125600867105,117.869283200188,46.6013303344447,146.633542595299,131.13478111853,93.1418430511846,60.7194133938475,12.4632669259383,257.99535206061,100.225585073405,126.085406711823,197.206698408369,126.934329071668,58.9814698168012
