"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.134,430,115,315,-0.0939,256.75,88.75,168,1.3014078,0.0509,0.0767,0.6643,0.00332133961436534,0.0628627697475571,0.245439242397234,0.542066027689031,1.10898310044675,9.7119985074627,"tendencial"
