"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.1977,34,17,17,-0.1447,255.75,122.25,133.5,0.558456500000006,0.0268,0.1193,0.225,0.00472046122597658,0.0281444482676733,0.13532402316008,0.185210780926054,1.05161914552745,2.82476732422866,"tendencial"
