"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.2731,104,69,35,-0.22152,547,251.6,295.4,1.5149638,0.0564,0.1424,0.3961,0.00551092635744432,0.0467020396764731,0.206551169639128,0.254604550379198,1.10743654306079,5.54728597583302,"tendencial"
