"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.0739,263,49,214,-0.030775,73.75,15.5,58.25,-0.1101892,-0.0069,0.1258,-0.0551,0.00554586948643886,0.000689228263117756,-0.0151293502463728,-0.224207961007311,0.988191262689823,-1.49105818673884,"tendencial"
