"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.5055,279,154,125,-0.288475,77.25,41.25,36,36.5799028,0.2408,0.4712,0.5111,0.0177316585864058,0.0723969151831412,0.280147123982045,0.83473437906231,1.02246947527196,72.3638037586549,"tendencial"
