"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.3,923,795,128,-0.223925,546.25,352.25,194,2.6265668,0.0797,0.1274,0.6257,0.00532310217475339,0.0632378778122596,0.265810415214948,0.355922741989505,1.11590786205547,8.75522266666668,"tendencial"
