"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.2447,1011,338,673,-0.17135,376.5,163.5,213,3.87782769999997,0.0989,0.1198,0.8255,0.00479943802799009,0.0838882732671802,0.404101729229114,0.577181208053691,1.13912037490152,15.8472729873313,"tendencial"
