"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.2839,304,217,87,-0.19234,579.8,223.6,356.2,4.51396050000002,0.1069,0.16,0.6683,0.00616613422803754,0.0734999863853404,0.376663306311755,0.555786627846522,1.14359908291678,15.8998256428321,"tendencial"
