"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.3444,1359,585,774,-0.213325,543.25,329.25,214,1.43343070000001,0.0512,0.1241,0.4127,0.00514462802907806,0.0444486537578058,0.14868265153453,0.240009375366225,1.06798893268201,4.16211004645763,"tendencial"
