"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.7209,847,76,771,-0.452825,503.75,170,333.75,121.2446201,0.3099,0.5058,0.6126,0.0184276668604871,0.0844306104668405,0.422812101990092,0.684370341743499,1.036181521707,168.185074351505,"tendencial"
