"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.3354,640,225,415,-0.211525,577.25,282.5,294.75,0.419042099999997,0.0199,0.1456,0.1364,0.00629144767835981,0.0190743542606087,0.0570105954486322,0.0940787140999882,1.0225268611573,1.24938014311269,"tendencial"
