"Depth","Length","To Trough","Recovery","Depth","Length","To Trough","Recovery","Tot_Ret","An_ret","Std_dev","sharpe","Downsidedev","Sortino","Calmar","Sterling","Profit_factor","Rfactor","name"
-0.4677,1217,612,605,-0.3352,627,236.5,390.5,1.56306850000001,0.0543,0.1839,0.2952,0.00784835318034346,0.035248571362499,0.116056126008673,0.161992840095465,1.04911281066466,3.34203228565321,"tendencial"
